OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20220526-3-NAKED	4	20220526_BOTTOM_3_0002_0001.mp4	66817	20220526_TOP_3_0003_0001.mp4	1356	38.57882	213	1.99894	-630.12856	458.28679	-2204.64911	2.96995	2.26742	9.98329	2.98690	2338.28281	19.24186	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220526-3-NAKED	5	20220526_BOTTOM_3_0002_0001.mp4	66817	20220526_TOP_3_0003_0001.mp4	1356	38.57882	213	1.99894	-668.35983	436.47042	-1974.20741	2.80642	1.96650	8.04251	1.33108	2129.48496	21.80884	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220526-3-NAKED	6	20220526_BOTTOM_3_0003_0001.mp4	49987	20220526_TOP_3_0003_0001.mp4	56454	53.89912	204	2.97102	-374.86830	1425.33590	-2866.41904	2.46982	8.54806	16.74892	6.04368	3223.11446	27.72340	Lethrinidae	Gymnocranius	sp1		1	AD	Passing			
20220526-3-NAKED	9	20220526_BOTTOM_3_0005_0001.mp4	66213	20220526_TOP_3_0006_0001.mp4	752	98.41081	246	2.56812	-639.64719	-379.81672	-1644.07189	2.25166	1.51135	5.62841	0.04795	1804.54472	24.27366	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220526-3-NAKED	10	20220526_BOTTOM_3_0006_0001.mp4	50500	20220526_TOP_3_0006_0001.mp4	56967	114.04171	239	2.87704	-1240.91506	1405.44989	-3274.33723	8.05482	9.29156	21.43407	1.36974	3773.12124	29.88176	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220527-1-NAKED	0	20220527_BOTTOM_1_0003_0001.mp4	22771	20220527_TOP_1_0003_0001.mp4	24237	46.33156	210	0.18630	-1391.30479	-468.92083	-3802.95431	10.88048	4.28848	29.71853	0.32888	4076.52759	21.23501	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	1	20220527_BOTTOM_1_0003_0001.mp4	23999	20220527_TOP_1_0003_0001.mp4	25465	46.67302	210	0.52775	103.51363	-1529.47367	-5501.39638	2.71679	16.17596	59.96900	0.90349	5710.98651	15.04186	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220527-1-NAKED	5	20220527_BOTTOM_1_0005_0001.mp4	28335	20220527_TOP_1_0005_0001.mp4	29801	87.87862	271	1.21232	-848.76994	1227.55815	-2642.59496	4.61824	6.69051	14.14657	0.87267	3034.89992	29.57281	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220527-1-NAKED	10	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	214.76661	938.73187	-1964.29589	1.24266	3.62514	7.50471	3.87280	2187.64727	25.74379	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	11	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	176.49197	874.35507	-2060.34080	1.21662	3.58075	8.31608	3.70745	2245.13929	23.03492	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	12	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	57.05524	760.33472	-1986.03607	0.98657	3.06381	7.80906	2.34220	2127.37008	20.62158	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	13	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	115.18433	764.18428	-1997.31589	1.06502	3.08346	7.86501	0.32305	2141.61523	20.77503	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	14	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	130.93516	745.26414	-2046.02318	1.11826	3.08450	8.24740	0.89835	2181.46132	19.91959	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	15	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	157.93582	751.31707	-2138.61667	1.22343	3.24174	8.99601	0.22887	2272.24609	19.37371	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	16	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	147.47068	749.45542	-2375.97548	1.33393	3.59276	11.11576	0.91052	2495.73446	17.44672	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	17	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	171.67527	684.78796	-2250.85006	1.32013	3.13491	9.96426	0.77308	2358.96862	17.04362	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	18	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	118.92761	640.62022	-2302.81516	1.23440	3.03004	10.46330	4.42336	2393.21869	15.42293	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	19	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	43.98030	555.74046	-2230.63792	1.09640	2.60577	9.86121	1.78043	2299.24493	13.65094	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	20	20220527_BOTTOM_1_0006_0001.mp4	18552	20220527_TOP_1_0006_0001.mp4	20018	105.15839	273	0.40457	93.41200	632.02691	-2214.27099	1.14489	2.88483	9.68994	5.53379	2304.59971	15.71672	SUS	SUS	SUS	2	1	AD	Passing			
20220527-1-NAKED	22	20220527_BOTTOM_1_0006_0001.mp4	19462	20220527_TOP_1_0006_0001.mp4	20928	105.41142	273	0.65760	-386.46706	335.67783	-1381.50034	1.24015	1.16703	3.92638	0.28026	1473.28869	20.40717	Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
20220527-1-NAKED	49	20220527_BOTTOM_1_0006_0001.mp4	66657	20220527_TOP_1_0006_0001.mp4	68123	118.53425	267	1.57074	-917.40858	-484.90900	-2120.49981	4.05364	2.34375	9.34598	3.02147	2360.78265	26.00891	Unknown	Unknown	Unknown	0	1	AD	Passing			
20220527-1-NAKED	50	20220527_BOTTOM_1_0006_0001.mp4	66740	20220527_TOP_1_0006_0001.mp4	68206	118.55733	267	1.59381	-949.20134	180.95685	-2472.04199	4.88800	1.54495	12.65965	8.63190	2654.18917	21.37708	Unknown	Unknown	Unknown	0	1	AD	Passing			
