OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0001_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0002_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0003_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0004_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0005_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0006_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0007_0001.mp4	71929	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0008_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0009_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0010_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0011_0001.mp4	71928	59.94006
20220519-1-NAKED	0	0	0.00000	0	20220519_BOTTOM_1_0012_0001.mp4	43902	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0001_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0002_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0003_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0004_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0005_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0006_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0007_0001.mp4	71929	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0008_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0009_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0010_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0011_0001.mp4	71928	59.94006
20220519-1-NAKED	1	0	0.00000	0	20220519_TOP_1_0012_0001.mp4	38135	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0001_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0002_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0003_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0004_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0005_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0006_0001.mp4	71928	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0007_0001.mp4	71929	59.94006
20220519-2-NAKED	0	0	0.00000	0	20220519_BOTTOM_2_0008_0001.mp4	9245	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0001_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0002_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0003_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0004_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0005_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0006_0001.mp4	71928	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0007_0001.mp4	71929	59.94006
20220519-2-NAKED	1	0	0.00000	0	20220519_TOP_2_0008_0001.mp4	7745	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0001_0001.mp4	71928	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0002_0001.mp4	71928	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0003_0001.mp4	71928	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0004_0001.mp4	71928	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0005_0001.mp4	71928	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0006_0001.mp4	71928	59.94006
20220521-3-NAKED	0	0	0.00000	0	20220521_BOTTOM_3_0007_0001.mp4	60605	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0001_0001.mp4	71928	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0002_0001.mp4	71928	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0003_0001.mp4	71928	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0004_0001.mp4	71928	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0005_0001.mp4	71928	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0006_0001.mp4	71928	59.94006
20220521-3-NAKED	1	0	0.00000	0	20220521_TOP_3_0007_0001.mp4	64095	59.94006
20220521-4-NAKED	0	0	0.00000	0	20220521_BOTTOM_4_0001_0001.mp4	71928	59.94006
20220521-4-NAKED	0	0	0.00000	0	20220521_BOTTOM_4_0002_0001.mp4	71928	59.94006
20220521-4-NAKED	0	0	0.00000	0	20220521_BOTTOM_4_0003_0001.mp4	71928	59.94006
20220521-4-NAKED	0	0	0.00000	0	20220521_BOTTOM_4_0004_0001.mp4	71928	59.94006
20220521-4-NAKED	0	0	0.00000	0	20220521_BOTTOM_4_0005_0001.mp4	49556	59.94006
20220521-4-NAKED	1	0	0.00000	0	20220521_TOP_4_0001_0001.mp4	71928	59.94006
20220521-4-NAKED	1	0	0.00000	0	20220521_TOP_4_0002_0001.mp4	71928	59.94006
20220521-4-NAKED	1	0	0.00000	0	20220521_TOP_4_0003_0001.mp4	71928	59.94006
20220521-4-NAKED	1	0	0.00000	0	20220521_TOP_4_0004_0001.mp4	71928	59.94006
20220521-4-NAKED	1	0	0.00000	0	20220521_TOP_4_0005_0001.mp4	44290	59.94006
20220521-4-NAKED	1	0	0.00000	0	20220521_TOP_1_0001_0001.mp4	71928	59.94006
20220523-1-NAKED	0	0	0.00000	0	20220523_BOTTOM_1_0001_0001.mp4	71928	59.94006
20220523-1-NAKED	0	0	0.00000	0	20220523_BOTTOM_1_0002_0001.mp4	71928	59.94006
20220523-1-NAKED	0	0	0.00000	0	20220523_BOTTOM_1_0003_0001.mp4	66498	59.94006
20220523-1-NAKED	1	0	0.00000	0	20220523_TOP_1_0001_0001.mp4	71928	59.94006
20220523-1-NAKED	1	0	0.00000	0	20220523_TOP_1_0002_0001.mp4	71928	59.94006
20220523-1-NAKED	1	0	0.00000	0	20220523_TOP_1_0003_0001.mp4	71928	59.94006
20220523-1-NAKED	1	0	0.00000	0	20220523_TOP_1_0004_0001.mp4	33451	59.94006
20220523-2-NAKED	0	0	0.00000	0	20220523_BOTTOM_2_0001_0001.mp4	71928	59.94006
20220523-2-NAKED	0	0	0.00000	0	20220523_BOTTOM_2_0002_0001.mp4	71928	59.94006
