OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
20220519-1-NAKED	37	0	2910.43564	427.67327	2879.48515	493.19802
20220519-1-NAKED	37	1	3072.01980	416.08911	3033.04950	455.77228
20220519-1-NAKED	38	0	2703.08911	553.22772	2703.22772	623.11881
20220519-1-NAKED	38	1	2829.62376	566.59406	2833.62376	593.11881
20220519-1-NAKED	39	0	2443.23762	574.29703	2469.39604	714.52475
20220519-1-NAKED	39	1	2579.27723	570.13861	2593.85149	670.56436
20220519-1-NAKED	40	0	2364.05576	503.12775	2365.33457	684.75771
20220519-1-NAKED	40	1	2525.84015	513.83260	2525.92937	647.88546
20220519-1-NAKED	41	0	2197.58364	689.07489	2276.27881	901.13656
20220519-1-NAKED	41	1	2367.69517	691.45374	2428.54647	855.93833
20220519-1-NAKED	42	0	2731.08911	631.94059	2754.35644	673.15842
20220519-1-NAKED	42	1	2847.82178	645.30693	2867.52475	652.06931
20220519-1-NAKED	43	0	2600.54455	665.16832	2628.81188	698.34653
20220519-1-NAKED	43	1	2701.53465	680.61386	2740.19802	687.65347
20220519-1-NAKED	44	0	1659.05948	448.99559	1711.26022	479.33921
20220519-1-NAKED	44	1	1523.44610	437.10132	1564.94052	463.87665
20220519-1-NAKED	45	0	2685.11278	55.32294	2545.56391	16.83742
20220519-1-NAKED	46	0	421.11524	810.51542	477.02602	851.45374
20220519-1-NAKED	46	1	298.58736	828.35683	355.68773	870.48458
20220519-1-NAKED	47	0	521.43564	568.06931	567.01980	608.70297
20220519-1-NAKED	48	0	149.70297	635.57426	208.51485	686.77228
20220519-1-NAKED	49	0	30.00000	684.54455	96.23762	756.95050
20220519-1-NAKED	50	0	278.01980	948.11881	339.80198	1059.80198
20220519-1-NAKED	51	0	59.40594	754.15842	133.66337	905.83168
20220519-1-NAKED	51	1	133.96040	758.91089	199.00990	902.56436
20220519-1-NAKED	52	0	2780.21782	1001.08911	2908.90099	1071.20792
20220519-1-NAKED	53	0	412.45545	776.23762	465.90099	873.29703
20220519-1-NAKED	53	1	459.08911	805.34653	512.83168	906.56436
20220519-1-NAKED	54	0	540.77228	737.32673	586.49505	834.08911
20220519-1-NAKED	54	1	582.35644	761.98020	620.95050	860.22772
20220519-1-NAKED	55	0	966.72340	416.86318	1013.74593	337.57508
20220519-1-NAKED	55	1	1018.38798	408.45384	1070.21652	329.16574
20220519-1-NAKED	56	0	974.39604	447.05941	1014.32673	402.17822
20220519-1-NAKED	57	0	973.42428	204.22692	1017.37922	170.58954
20220519-1-NAKED	57	1	1226.94118	251.07898	1275.70213	225.85095
20220519-1-NAKED	58	0	229.59108	1678.28194	272.41636	1799.60352
20220519-1-NAKED	59	0	187.95539	1711.58590	237.91822	1821.01322
20220519-1-NAKED	60	0	246.24535	1721.10132	295.01859	1818.63436
20220519-1-NAKED	61	0	226.02230	1730.61674	278.36431	1830.52863
20220519-1-NAKED	62	0	111.73967	33.63737	139.37422	9.61068
20220519-1-NAKED	63	0	47.58364	1738.94273	111.82156	1920.92511
20220519-1-NAKED	63	1	158.21561	1680.66079	199.85130	1830.52863
20220519-1-NAKED	64	0	2271.71895	751.30435	2351.21706	857.25753
20220519-1-NAKED	65	0	1450.57426	678.49505	1478.16832	685.30693
20220519-1-NAKED	65	1	1304.43564	660.97030	1339.15842	659.76238
20220519-1-NAKED	66	0	2947.12871	917.43564	3060.59406	1066.93069
20220519-1-NAKED	67	0	2403.00000	699.94059	2459.13861	775.66337
20220519-1-NAKED	68	0	3142.78218	1205.06931	3201.41584	1107.92079
20220519-1-NAKED	69	0	2698.63366	826.56436	2784.07921	882.22772
20220519-1-NAKED	70	0	3280.11881	840.25743	3337.63366	799.15842
20220519-1-NAKED	70	1	3207.34653	831.64356	3269.01980	802.72277
20220519-1-NAKED	71	0	3252.28713	870.53465	3324.97030	883.68317
20220519-1-NAKED	71	1	3201.49505	883.30693	3278.33663	909.52475
20220519-1-NAKED	72	0	2683.13861	834.05941	2794.19802	1045.06931
20220519-1-NAKED	72	1	2630.56436	829.60396	2741.92079	1043.58416
20220519-1-NAKED	73	0	843.07921	646.09901	878.17822	626.84158
20220519-1-NAKED	73	1	723.07921	668.67327	773.02970	647.93069
20220519-1-NAKED	74	0	2381.49505	674.44554	2472.08911	928.89109
20220519-1-NAKED	74	1	2300.40594	671.47525	2402.28713	953.84158
20220519-1-NAKED	75	0	2579.69307	631.86139	2592.77228	638.09901
20220519-1-NAKED	75	1	2669.09901	622.35644	2679.20792	609.58416
20220519-1-NAKED	76	0	2704.85149	609.41584	2713.04950	596.78218
20220519-1-NAKED	76	1	2809.10891	612.98020	2819.08911	582.82178
20220519-1-NAKED	77	0	2172.94059	1579.03960	2272.86139	1604.02970
20220519-1-NAKED	77	1	2069.27723	1591.81188	2167.41584	1641.15842
20220519-1-NAKED	78	0	2850.68317	1517.06931	2912.12871	1493.35644
20220519-1-NAKED	78	1	2750.58416	1479.34653	2807.27723	1455.33663
20220519-1-NAKED	79	0	271.44554	218.87129	305.60396	147.59406
20220519-1-NAKED	79	1	463.02970	241.44554	500.65347	184.04950
20220519-1-NAKED	80	0	3002.18812	269.22772	2935.44554	218.37624
20220519-1-NAKED	80	1	2829.61386	288.83168	2765.54455	274.51485
20220519-1-NAKED	81	0	2940.87129	225.19802	2879.00990	266.59406
20220519-1-NAKED	81	1	2683.64356	168.46535	2605.74257	257.38614
20220519-1-NAKED	82	0	1116.60396	186.76238	1170.56436	112.87129
20220519-1-NAKED	82	1	1255.91089	184.08911	1308.98020	110.19802
20220519-1-NAKED	83	0	3008.73267	1392.54455	3063.42574	1360.13861
20220519-1-NAKED	83	1	2856.95050	1383.93069	2910.45545	1358.95050
20220519-1-NAKED	84	0	2874.71287	1460.82178	2923.01980	1440.04950
20220519-1-NAKED	84	1	2984.31683	1432.00990	3037.67327	1397.27723
20220519-1-NAKED	85	0	2827.11881	471.73267	2806.80198	450.43564
20220519-1-NAKED	85	1	2704.74257	440.24752	2682.94059	442.11881
20220519-1-NAKED	86	0	3449.87129	507.00000	3420.92079	330.62376
20220519-1-NAKED	86	1	3586.50495	507.00000	3557.85149	294.68317
20220519-1-NAKED	87	0	3707.95539	1565.94714	3779.33086	1606.11454
20220519-1-NAKED	87	1	3521.18959	1546.91630	3583.04833	1577.56828
20220519-1-NAKED	88	0	3248.76471	1438.76471	3316.05882	1348.88235
20220519-1-NAKED	89	0	3153.47059	1433.17647	3217.52941	1348.29412
20220519-1-NAKED	90	0	3488.76471	1159.64706	3568.47059	1113.70588
20220519-1-NAKED	91	0	419.29412	1774.94118	476.00000	1938.00000
20220519-1-NAKED	91	1	289.29412	1685.82353	339.23529	1881.52941
20220519-1-NAKED	92	0	723.27138	1958.98678	764.90706	2113.61233
20220519-1-NAKED	92	1	667.36059	1967.31278	719.70260	2127.88546
20220519-1-NAKED	93	0	919.55390	1535.02203	929.38662	1615.76652
20220519-1-NAKED	93	1	786.31970	1577.84141	802.10037	1675.23789
20220519-1-NAKED	94	0	688.76471	2033.82353	737.52941	2133.82353
20220519-1-NAKED	94	1	774.35294	2059.70588	821.64706	2142.64706
20220519-1-NAKED	95	0	3705.57621	1470.32599	3797.17472	1445.62115
20220519-1-NAKED	95	1	3478.36431	1467.94714	3550.92937	1425.40088
20220519-1-NAKED	96	0	139.70588	1537.76471	160.88235	1606.00000
20220519-1-NAKED	96	1	266.47059	1546.88235	282.94118	1600.11765
20220519-1-NAKED	97	0	79.70588	1598.64706	103.23529	1681.88235
20220519-1-NAKED	97	1	215.88235	1603.64706	240.88235	1670.70588
20220519-1-NAKED	98	0	250.58824	1578.35294	271.47059	1634.82353
20220519-1-NAKED	98	1	383.23529	1590.11765	404.70588	1629.52941
20220519-1-NAKED	99	0	278.47059	1665.58824	310.35294	1716.47059
20220519-1-NAKED	99	1	386.11765	1673.52941	410.64706	1713.82353
20220519-1-NAKED	100	0	608.00000	1102.05882	575.29412	1191.52941
20220519-1-NAKED	101	0	1366.94118	1326.41176	1363.11765	1322.00000
20220519-1-NAKED	101	1	1285.47059	1331.41176	1283.41176	1299.94118
20220519-1-NAKED	102	0	1408.29412	203.35294	1471.64706	146.64706
20220519-1-NAKED	102	1	1614.47059	201.88235	1692.82353	154.88235
20220519-1-NAKED	103	0	2893.70588	1563.47059	2954.64706	1486.11765
20220519-1-NAKED	104	0	285.94118	1700.58824	326.76471	1724.23529
20220519-1-NAKED	104	1	386.52941	1695.00000	420.29412	1712.76471
20220519-1-NAKED	105	0	404.70588	1891.29412	464.29412	1981.17647
20220519-1-NAKED	106	0	3378.04511	1143.66147	3441.80451	1174.98886
20220519-1-NAKED	106	1	3505.56391	1202.59243	3574.13534	1221.89310
20220519-1-NAKED	107	0	1950.75940	1523.78619	2037.88722	1646.45880
20220519-1-NAKED	107	1	2334.51880	1580.31180	2413.22556	1639.24276
20220519-1-NAKED	108	0	3576.94118	143.76471	3477.64706	2.35294
20220519-1-NAKED	109	0	3650.58824	742.35294	3646.76471	468.64706
20220519-1-NAKED	110	0	3351.07807	871.40088	3429.59108	927.59031
20220519-1-NAKED	110	1	2971.59851	797.65639	3046.54275	913.31718
20220519-1-NAKED	111	0	2481.41176	1407.17647	2539.11765	1443.88235
20220519-1-NAKED	111	1	2443.76471	1336.00000	2507.05882	1371.82353
20220519-1-NAKED	112	0	2076.94118	1538.47059	2159.64706	1577.88235
20220519-1-NAKED	112	1	2004.29412	1492.29412	2097.00000	1536.70588
20220519-1-NAKED	113	0	2429.58824	538.94118	2437.64706	602.70588
20220519-1-NAKED	113	1	2333.41176	537.76471	2343.23529	614.76471
20220519-1-NAKED	114	0	1303.76471	853.82353	1310.82353	1041.29412
20220519-1-NAKED	114	1	1252.88235	855.88235	1265.82353	1024.52941
20220519-1-NAKED	115	0	102.35294	963.00000	175.58824	1075.64706
20220519-1-NAKED	116	0	1773.21782	381.66337	1820.67327	497.84158
20220519-1-NAKED	116	1	1536.18812	404.53465	1580.37624	490.11881
20220519-1-NAKED	117	0	1083.88119	597.05941	1110.70297	665.52475
20220519-1-NAKED	117	1	1243.68317	585.17822	1255.05941	647.10891
20220519-1-NAKED	118	0	656.16832	565.35644	691.33663	633.98020
20220519-1-NAKED	118	1	832.60396	546.04950	851.73267	613.18812
20220519-1-NAKED	119	0	535.96040	438.91089	574.60396	447.32673
20220519-1-NAKED	119	1	663.68317	414.55446	699.65347	409.60396
20220519-1-NAKED	120	0	477.48515	1358.76238	464.13861	1401.34653
20220519-1-NAKED	120	1	637.28713	1359.05941	627.80198	1389.76238
20220519-1-NAKED	121	0	613.48515	300.56436	649.05941	397.93069
20220519-1-NAKED	121	1	778.03960	297.00000	812.12871	355.75248
20220519-2-NAKED	0	0	1423.48515	1244.91089	1419.38614	1153.46535
20220519-2-NAKED	1	0	91.18812	671.63366	157.08911	743.41584
20220519-2-NAKED	1	1	195.44554	654.40594	257.48515	689.95050
20220519-2-NAKED	2	0	841.06931	244.02970	885.27723	250.11881
20220519-2-NAKED	2	1	724.93069	302.24752	770.02970	302.69307
20220519-2-NAKED	3	0	164.53686	684.52408	217.76938	674.84882
20220519-2-NAKED	4	0	1764.96894	1287.41722	1781.66460	1163.44371
20220519-2-NAKED	5	0	760.42574	514.97030	801.26733	416.75248
20220519-2-NAKED	5	1	868.90099	479.68317	908.31683	384.07921
20220519-2-NAKED	6	0	2640.29814	2081.32450	2742.85714	2150.46358
20220519-2-NAKED	7	0	1137.60248	2036.02649	1175.85093	2155.23179
20220519-2-NAKED	8	0	1209.15528	2033.64238	1242.63354	2150.46358
20220519-2-NAKED	9	0	2379.03960	875.28713	2472.52475	895.53465
20220519-2-NAKED	9	1	2529.03960	926.37624	2631.13861	906.82178
20220519-2-NAKED	10	0	2696.28713	961.07921	2797.95050	903.40594
20220519-2-NAKED	10	1	2843.01980	1009.49505	2943.19802	911.72277
20220519-2-NAKED	11	0	2219.04950	781.02970	2298.08911	842.42574
20220519-2-NAKED	11	1	2368.15842	831.82178	2455.51485	849.85149
20220519-2-NAKED	12	0	2117.93233	191.22494	2048.72180	418.53007
20220519-2-NAKED	12	1	2255.24812	140.71269	2165.41353	333.14031
20220519-2-NAKED	13	0	344.65347	736.85149	399.96040	1050.72277
20220519-2-NAKED	13	1	192.57426	645.36634	257.78218	1011.11881
20220519-2-NAKED	14	0	557.32673	221.77228	594.84158	496.14851
20220519-2-NAKED	14	1	607.52475	233.95050	637.61386	510.70297
20220519-2-NAKED	15	0	72.17822	224.70297	134.85149	671.05941
20220519-2-NAKED	15	1	96.83168	291.53465	154.75248	730.16832
20220519-2-NAKED	16	0	2308.92079	704.12871	2412.04950	1002.98020
20220519-2-NAKED	16	1	2186.94059	617.79208	2270.66337	945.95050
20220519-2-NAKED	17	0	3083.85633	736.39530	3151.60681	904.34826
20220519-2-NAKED	17	1	2921.73913	724.30123	2990.69943	915.23292
20220519-2-NAKED	18	0	741.18812	737.51485	780.55446	725.93069
20220519-2-NAKED	18	1	845.74257	726.82178	883.02970	712.86139
20220519-2-NAKED	19	0	1133.99010	1579.30693	1151.87129	1956.25743
20220519-2-NAKED	19	1	1222.80198	1582.27723	1238.60396	1951.20792
20220519-2-NAKED	20	0	280.33663	1179.00000	244.95050	1219.60396
20220519-2-NAKED	20	1	468.45545	1159.59406	425.94059	1186.33663
20220519-2-NAKED	21	0	3289.91089	1602.54455	3364.79208	1585.93069
20220519-2-NAKED	21	1	3408.12871	1587.69307	3478.55446	1575.83168
20220519-2-NAKED	22	0	2878.18526	1053.16461	2994.32892	1004.34826
20220519-2-NAKED	22	1	2693.08129	1020.51064	2809.22495	1021.27996
20220519-2-NAKED	23	0	2955.46535	775.07921	3006.01980	744.77228
20220519-2-NAKED	23	1	3109.92079	767.05941	3152.45545	701.10891
20220519-2-NAKED	24	0	3142.12871	1261.83168	3202.74257	1150.60396
20220519-2-NAKED	24	1	3280.54455	1225.29703	3349.77228	1101.89109
20220519-2-NAKED	25	0	3763.06931	1913.40594	3827.22772	1887.03960
20220519-2-NAKED	26	0	3425.07921	538.25743	3390.01980	332.83168
20220519-2-NAKED	26	1	3245.37624	507.96040	3209.42574	358.07921
20220519-2-NAKED	27	0	988.38614	237.47525	1009.08911	853.86139
20220519-2-NAKED	27	1	937.29703	235.89109	959.18812	811.08911
20220519-2-NAKED	28	0	671.15842	308.76238	700.97030	898.21782
20220519-2-NAKED	28	1	742.44554	317.87129	768.69307	888.31683
20220519-2-NAKED	29	0	590.15842	220.80198	619.23762	860.59406
20220519-2-NAKED	29	1	678.87129	244.96040	708.34653	855.84158
20220519-2-NAKED	30	0	386.99010	293.27723	429.53465	751.68317
20220519-2-NAKED	30	1	464.61386	313.87129	503.59406	760.79208
20220519-2-NAKED	31	0	571.14851	374.46535	610.12871	901.78218
20220519-2-NAKED	31	1	654.71287	372.88119	683.39604	882.77228
20220519-2-NAKED	32	0	709.34653	469.67327	736.89109	1051.24752
20220519-2-NAKED	32	1	771.52475	473.23762	795.50495	1017.18812
20220519-2-NAKED	33	0	1318.46535	415.72277	1318.32673	1010.51485
20220519-2-NAKED	33	1	1392.92079	411.36634	1392.38614	989.52475
20220519-2-NAKED	34	0	814.75248	516.49505	841.11881	1010.79208
20220519-2-NAKED	34	1	823.06931	476.49505	848.24752	951.78218
20220519-2-NAKED	35	0	373.13861	635.26733	423.70297	990.59406
20220519-2-NAKED	35	1	442.04950	629.72277	483.50495	968.41584
20220519-2-NAKED	36	0	338.54455	496.04950	384.89109	924.85149
20220519-2-NAKED	36	1	426.06931	511.09901	467.66337	927.22772
20220519-2-NAKED	37	0	218.94059	398.22772	272.59406	835.66337
20220519-2-NAKED	37	1	293.79208	376.84158	341.10891	801.20792
20220519-2-NAKED	38	0	126.73267	176.76238	188.51485	825.91089
20220519-2-NAKED	38	1	193.26733	201.31683	249.50495	800.56436
20220519-2-NAKED	39	0	152.87129	384.96040	211.08911	897.29703
20220519-2-NAKED	39	1	232.87129	409.51485	282.77228	879.47525
20220519-2-NAKED	40	0	80.00000	544.16832	144.55446	1058.92079
20220519-2-NAKED	40	1	165.14851	538.62376	226.13861	1025.65347
20220519-2-NAKED	41	0	541.07921	338.78218	580.15842	762.40594
20220519-2-NAKED	41	1	598.10891	326.50495	631.64356	732.30693
20220519-2-NAKED	42	0	507.81188	391.45545	549.13861	739.05941
20220519-2-NAKED	42	1	570.38614	383.53465	602.20792	726.78218
20220519-2-NAKED	43	0	74.85149	637.66337	143.36634	1023.03960
20220519-2-NAKED	43	1	138.61386	635.68317	203.16832	1002.84158
20220519-2-NAKED	44	0	457.17822	548.58416	497.70297	874.74257
20220519-2-NAKED	44	1	513.41584	576.30693	544.43564	888.20792
20220519-2-NAKED	45	0	1333.76238	1277.94059	1335.81188	2053.46535
20220519-2-NAKED	45	1	1427.62376	1271.20792	1418.18812	2097.82178
20220519-2-NAKED	46	0	1665.63366	1216.70297	1653.07921	2060.19802
20220519-2-NAKED	46	1	1793.55446	1203.63366	1775.45545	2111.28713
20220519-2-NAKED	47	0	1525.52475	1242.95050	1523.96040	1140.07921
20220519-2-NAKED	48	0	1790.08911	1910.87129	1801.00990	2058.21782
20220519-2-NAKED	49	0	1310.99010	1595.01980	1320.45545	1696.01980
20220519-2-NAKED	49	1	1353.36634	1610.86139	1362.83168	1708.29703
20220519-2-NAKED	50	0	368.83168	816.25743	422.29703	952.17822
20220519-2-NAKED	50	1	312.99010	810.71287	371.20792	946.63366
20220519-2-NAKED	51	0	1534.45545	1394.14851	1540.04950	1363.96040
20220519-2-NAKED	51	1	1684.95050	1410.78218	1687.77228	1377.42574
20220519-2-NAKED	52	0	1628.70186	1599.73510	1638.52795	1673.64238
20220519-2-NAKED	52	1	1706.21739	1614.03974	1716.04348	1689.13907
20220519-2-NAKED	53	0	1550.03960	1788.58416	1561.24752	2027.32673
20220519-2-NAKED	53	1	1591.62376	1771.95050	1607.18812	2013.06931
20220519-2-NAKED	54	0	1813.25743	1687.77228	1828.05941	1725.88119
20220519-2-NAKED	54	1	1875.43564	1664.40594	1885.88119	1696.97030
20220519-2-NAKED	55	0	1438.70297	1556.72277	1445.03960	1702.35644
20220519-2-NAKED	55	1	1478.70297	1557.11881	1486.62376	1702.35644
20220519-2-NAKED	56	0	1522.75248	1381.07921	1526.12871	1498.68317
20220519-2-NAKED	56	1	1582.95050	1388.60396	1586.72277	1504.62376
20220519-2-NAKED	57	0	1381.98020	1412.11881	1382.48515	1535.36634
20220519-2-NAKED	57	1	1329.30693	1412.91089	1331.00000	1534.97030
20220519-2-NAKED	58	0	1701.48515	1142.72277	1700.06931	1254.34653
20220519-2-NAKED	58	1	1773.96040	1137.97030	1770.96040	1251.97030
20220519-2-NAKED	59	0	1301.75248	1122.00990	1286.85149	1088.36634
20220519-2-NAKED	60	0	2711.11881	1956.79208	2804.31683	2088.71287
20220519-2-NAKED	60	1	2753.49505	1937.78218	2843.92079	2064.55446
20220519-2-NAKED	61	0	1954.00000	1782.96040	2080.82178	1743.66337
20220521-3-NAKED	0	0	2937.70297	1400.47525	3002.46535	1304.43564
20220521-3-NAKED	1	0	3277.23762	1975.12871	3350.97030	2143.56436
20220521-3-NAKED	1	1	3310.10891	1981.86139	3383.24752	2148.11881
20220521-3-NAKED	2	0	984.99010	1736.70297	1014.51485	1871.63366
20220521-3-NAKED	2	1	1038.05941	1753.73267	1064.41584	1880.34653
20220521-3-NAKED	3	0	2632.37624	1778.54455	2713.61386	1814.30693
20220521-3-NAKED	4	0	2769.18812	1786.29703	2849.09901	1839.86139
20220521-3-NAKED	4	1	2734.13861	1798.17822	2814.64356	1850.95050
20220521-3-NAKED	5	0	2888.52475	1824.62376	2966.31683	1899.80198
20220521-3-NAKED	5	1	2919.21782	1843.83168	2997.20792	1918.41584
20220521-3-NAKED	6	0	226.70297	841.22772	461.22772	651.64356
20220521-3-NAKED	7	0	2491.01980	203.55446	2403.20792	239.46535
20220521-3-NAKED	7	1	2324.19802	149.57426	2226.68317	248.73267
20220521-3-NAKED	8	0	3001.17822	314.04950	2939.41584	225.13861
20220521-3-NAKED	8	1	3167.31683	325.73267	3112.13861	200.77228
20220521-3-NAKED	9	0	2015.50495	1312.53465	2108.01980	1395.39604
20220521-3-NAKED	10	0	2874.93069	281.27723	2834.20792	339.75248
20220521-3-NAKED	10	1	3167.72277	364.53465	3136.81188	330.19802
20220521-3-NAKED	11	0	2696.15842	280.51485	2657.88119	380.21782
20220521-3-NAKED	11	1	2970.21782	391.18812	2947.97030	401.07921
20220521-3-NAKED	12	0	2848.27723	125.77228	2759.89109	150.36634
20220521-3-NAKED	12	1	3105.52475	196.05941	3032.96040	136.66337
20220521-3-NAKED	13	0	3263.65347	75.24752	3173.95050	60.84158
20220521-3-NAKED	13	1	3579.83168	157.56436	3509.93069	54.85149
20220521-3-NAKED	14	0	2518.87129	352.23762	2495.79208	441.45545
20220521-3-NAKED	14	1	2730.76238	500.50495	2732.92079	519.18812
20220521-3-NAKED	15	0	3253.98020	340.38614	3214.58416	261.49505
20220521-3-NAKED	15	1	3531.55446	426.20792	3502.78218	290.33663
20220521-3-NAKED	16	0	2246.20792	132.64356	2177.01980	344.44554
20220521-3-NAKED	16	1	2560.00000	276.73267	2522.33663	387.89109
20220521-3-NAKED	17	0	2450.88119	90.49505	2359.19802	226.15842
20220521-3-NAKED	17	1	2742.88119	216.40594	2681.85149	279.15842
20220521-3-NAKED	18	0	2576.25743	51.48515	2477.80198	192.57426
20220521-3-NAKED	18	1	2910.38614	104.36634	2823.03960	143.02970
20220521-3-NAKED	19	0	2879.94059	170.20792	2800.73267	174.15842
20220521-3-NAKED	19	1	3127.16832	262.83168	3068.18812	195.64356
20220521-3-NAKED	20	0	3075.66337	460.46535	3063.49505	406.12871
20220521-3-NAKED	20	1	3350.07921	519.67327	3338.17822	401.71287
20220521-3-NAKED	21	0	2998.08911	411.39604	2974.75248	369.65347
20220521-3-NAKED	21	1	3196.40594	537.32673	3190.60396	432.38614
20220521-3-NAKED	22	0	3167.64356	345.24752	3122.26733	242.02970
20220521-3-NAKED	22	1	3354.68317	504.78218	3341.14851	380.83168
20220521-3-NAKED	23	0	3101.23762	173.94059	3021.40594	112.48515
20220521-3-NAKED	23	1	3352.00000	304.71287	3298.84158	175.17822
20220521-3-NAKED	24	0	3191.25743	129.32673	3103.11881	63.76238
20220521-3-NAKED	24	1	3527.97030	171.00990	3447.86139	23.56436
