OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
20220521-3-NAKED	25	0	3263.50495	396.57426	3222.56436	243.83168
20220521-3-NAKED	25	1	3073.81188	474.62376	3052.43564	364.36634
20220521-3-NAKED	26	0	3169.17822	262.30693	3115.61386	220.12871
20220521-3-NAKED	26	1	3449.23762	259.58416	3389.12871	139.83168
20220521-3-NAKED	27	0	3165.86139	189.29703	3091.74257	134.30693
20220521-3-NAKED	27	1	3460.97030	267.10891	3404.80198	138.30693
20220521-3-NAKED	28	0	2992.02970	298.90099	2947.27723	278.38614
20220521-3-NAKED	28	1	3307.78218	316.29703	3262.51485	222.60396
20220521-3-NAKED	29	0	3024.31683	116.43564	2928.53465	78.86139
20220521-3-NAKED	29	1	3242.26733	302.53465	3191.59406	207.10891
20220521-4-NAKED	0	0	717.40293	667.57919	908.94780	601.32579
20220521-4-NAKED	0	1	386.19987	560.06787	609.52069	462.04977
20220521-4-NAKED	1	0	2154.58416	1341.30693	2221.31683	1337.72277
20220521-4-NAKED	1	1	2001.71287	1292.99010	2070.62376	1303.26733
20220521-4-NAKED	2	0	2181.14851	1383.49505	2251.28713	1400.14851
20220521-4-NAKED	2	1	2013.42574	1370.02970	2081.98020	1404.10891
20220521-4-NAKED	3	0	3516.12985	1523.01357	3589.45894	1591.21267
20220521-4-NAKED	3	1	3291.25398	1475.36652	3363.36092	1524.01810
20220521-4-NAKED	4	0	3050.35644	1024.05941	3187.70297	1054.66337
20220521-4-NAKED	4	1	3014.11881	1021.88119	3143.34653	1060.40594
20220521-4-NAKED	5	0	461.39604	914.92079	598.81188	1057.42574
20220521-4-NAKED	6	0	2511.79208	940.30693	2645.30693	1066.33663
20220521-4-NAKED	7	0	608.63144	1920.54299	674.62763	2155.11312
20220521-4-NAKED	8	0	1132.72438	1054.00452	1204.05602	1046.57014
20220521-4-NAKED	9	0	2676.95162	879.42534	2776.72820	930.95023
20220521-4-NAKED	10	0	3179.25589	905.08145	3258.25589	862.53394
20220521-4-NAKED	11	0	2321.71610	743.20362	2439.16677	952.79186
20220521-4-NAKED	11	1	2258.16423	729.76471	2384.16996	955.23529
20220521-4-NAKED	12	0	2116.76639	960.27149	2265.86887	1067.78281
20220521-4-NAKED	13	0	2102.95099	833.61086	2238.98154	1070.22624
20220521-4-NAKED	14	0	1980.73584	861.71041	2128.98791	1067.78281
20220521-4-NAKED	15	0	1953.84850	953.33937	2106.98918	1075.11312
20220521-4-NAKED	16	0	1928.37383	964.85050	2082.54615	1075.11312
20220521-4-NAKED	17	0	141.76957	1819.14027	212.65436	2047.60181
20220521-4-NAKED	18	0	1872.33609	1617.55656	1891.89052	1505.15837
20220521-4-NAKED	19	0	1089.27723	1509.40594	1092.26733	1475.32673
20220521-4-NAKED	20	0	1882.11330	1803.25792	1896.77912	1788.59729
20220521-4-NAKED	21	0	1000.60396	1418.87129	1001.86139	1418.12871
20220521-4-NAKED	21	1	1094.06931	1418.47525	1096.11881	1415.15842
20220523-1-NAKED	0	0	780.17822	896.81188	914.29703	867.92079
20220523-1-NAKED	0	1	791.26733	858.19802	927.36634	840.19802
20220523-1-NAKED	1	0	2974.21118	763.88079	3055.30435	855.29139
20220523-1-NAKED	1	1	3215.10559	724.54305	3275.92547	743.23841
20220523-1-NAKED	2	0	3207.95031	684.49007	3255.65217	706.82781
20220523-1-NAKED	2	1	2976.59627	695.21854	3044.57143	795.03974
20220523-1-NAKED	3	0	2315.92547	405.29801	2413.71429	946.49007
20220523-1-NAKED	4	0	2899.92079	1695.21782	2969.54455	1764.96040
20220523-1-NAKED	4	1	2844.47525	1706.10891	2919.44554	1780.40594
20220523-1-NAKED	5	0	2897.70297	1725.60396	2967.73267	1972.47525
20220523-1-NAKED	5	1	2822.25743	1707.18812	2893.87129	1971.08911
20220523-1-NAKED	6	0	2447.25743	1620.82178	2525.76238	1665.27723
20220523-1-NAKED	6	1	2287.05941	1610.12871	2369.12871	1663.89109
20220523-2-NAKED	0	0	2880.01980	1886.53465	2958.41584	2038.81188
20220523-2-NAKED	1	0	3014.50495	1606.08911	3081.22772	1548.27723
20220523-2-NAKED	2	0	2559.83168	1808.37624	2666.96040	2111.88119
20220523-2-NAKED	2	1	2518.64356	1802.43564	2629.93069	2097.42574
20220523-2-NAKED	3	0	3540.59406	1461.38614	3619.00990	1387.72277
20220523-2-NAKED	4	0	2109.15842	1715.69307	2226.96040	1908.37624
20220523-2-NAKED	5	0	2566.23762	1955.01980	2671.57426	2101.58416
20220523-2-NAKED	6	0	2655.29703	1752.89109	2743.97030	1978.98020
20220523-3-NAKED	0	0	3405.91304	2064.63576	3475.08075	2152.84768
20220523-3-NAKED	1	0	2674.29703	1871.60396	2770.40594	2083.75248
20220523-3-NAKED	1	1	2717.06931	1877.74257	2813.97030	2078.80198
20220523-3-NAKED	2	0	737.17822	782.46535	856.42574	1032.07921
20220523-3-NAKED	2	1	911.83168	761.07921	999.59406	1058.21782
20220525-3-NAKED	0	0	2799.59406	899.41584	2905.19802	918.33663
20220525-3-NAKED	1	0	2606.90683	2114.70199	2709.46584	2150.46358
20220525-3-NAKED	2	0	2838.26087	2119.47020	2931.27950	2145.69536
20220525-3-NAKED	3	0	3708.81988	1208.50331	3762.48447	1527.84106
20220525-3-NAKED	3	1	3328.39752	1284.79470	3378.48447	1571.94702
20220525-3-NAKED	4	0	87.05590	834.36424	338.68323	718.50331
20220525-3-NAKED	4	1	137.14286	804.56291	379.22981	699.43046
20220525-3-NAKED	5	0	612.61386	1650.11881	634.13861	1703.55446
20220525-3-NAKED	5	1	764.49505	1691.30693	791.16832	1718.80198
20220525-3-NAKED	6	0	2813.96040	229.07921	2726.51485	168.94059
20220525-3-NAKED	6	1	2661.48515	198.58416	2559.78218	175.47525
20220525-3-NAKED	7	0	2569.84158	1346.94059	2648.48515	1511.37624
20220525-3-NAKED	7	1	3011.85149	1308.86139	3090.82178	1469.26733
20220525-3-NAKED	8	0	531.87578	1578.80795	546.18634	1605.69536
20220525-3-NAKED	8	1	415.00621	1570.46358	435.27950	1609.27152
20220525-3-NAKED	9	0	2476.12871	1597.17822	2560.05941	1723.38614
20220525-3-NAKED	9	1	2212.83168	1566.54455	2325.00990	1738.83168
20220525-4-NAKED	0	0	141.15888	303.78738	421.08411	87.30897
20220525-4-NAKED	1	0	3063.21782	589.69307	3049.68317	460.62376
20220525-4-NAKED	1	1	2954.70297	565.53465	2947.70297	464.38614
20220525-4-NAKED	2	0	1247.37267	937.81457	1329.90683	1002.84768
20220525-4-NAKED	2	1	1312.96273	953.31126	1387.14907	1038.60927
20220525-4-NAKED	3	0	2363.62733	977.48344	2506.73292	1075.23179
20220525-4-NAKED	4	0	3052.91925	1447.15232	3112.54658	1366.09272
20220525-4-NAKED	5	0	2781.86139	1134.16832	2842.81188	1262.08911
20220525-4-NAKED	5	1	3192.88119	1162.63366	3274.47525	1266.36634
20220525-4-NAKED	6	0	3236.57143	2002.64901	3308.12422	2129.00662
20220525-4-NAKED	7	0	918.26087	1882.25166	956.42236	2045.56291
20220525-4-NAKED	7	1	862.21118	1885.82781	902.75776	2055.09934
20220525-4-NAKED	8	0	268.61386	1729.78218	330.45545	2057.82178
20220525-4-NAKED	8	1	321.48515	1726.81188	379.16832	2044.15842
20220525-4-NAKED	9	0	2315.67327	2018.85149	2443.96040	2135.34653
20220525-4-NAKED	9	1	2263.69307	2018.85149	2405.94059	2136.83168
20220525-4-NAKED	10	0	16.69565	421.98675	304.09938	246.75497
20220525-4-NAKED	10	1	108.52174	442.25166	384.00000	272.98013
20220525-4-NAKED	11	0	152.07921	670.21782	395.82178	533.93069
20220525-4-NAKED	12	0	3407.10559	1376.57616	3466.73292	1475.61589
20220525-4-NAKED	12	1	3196.02484	1413.52980	3256.84472	1510.18543
20220525-4-NAKED	13	0	3064.82243	1552.42525	3124.63551	1605.04983
20220525-4-NAKED	14	0	2842.31776	1662.45847	2909.30841	1679.20266
20220525-5-NAKED	0	0	691.15242	920.86784	835.09294	852.50661
20220525-5-NAKED	0	1	754.20074	933.95154	887.43494	871.53744
20220525-5-NAKED	1	0	2416.96654	1025.70485	2562.37918	1072.86344
20220525-5-NAKED	2	0	2521.65056	935.30837	2652.78810	1056.21145
20220525-5-NAKED	3	0	3267.05941	1962.34653	3345.33663	2143.36634
20220525-5-NAKED	3	1	3209.43564	1970.96040	3282.36634	2149.60396
20220525-5-NAKED	4	0	177.96432	1488.97015	196.05247	1542.04478
20220525-5-NAKED	4	1	110.80797	1535.98507	137.62644	1594.43284
20220525-5-NAKED	5	0	354.01259	1478.52239	359.82581	1517.04478
20220525-5-NAKED	6	0	2210.26022	1327.40088	2279.25651	1477.26872
20220525-5-NAKED	7	0	38.06691	362.77533	324.75836	582.81938
20220525-5-NAKED	7	1	877.91822	23.78855	1099.18216	438.89868
20220525-5-NAKED	8	0	2407.73234	352.07048	2348.25279	392.51101
20220525-5-NAKED	9	0	2222.64356	478.87129	2211.61386	558.32673
20220525-5-NAKED	10	0	2545.72491	187.92952	2438.66171	190.30837
20220526-2-NAKED	0	0	3115.74257	2012.37624	3196.04950	2088.41584
20220526-2-NAKED	0	1	3153.76238	2020.99010	3237.93069	2092.27723
20220526-2-NAKED	1	0	695.73267	1832.96040	736.78218	1943.00990
20220526-2-NAKED	1	1	765.23762	1839.49505	804.50495	1935.28713
20220526-3-NAKED	0	0	3055.34653	1432.98020	3120.19802	1379.53465
20220526-3-NAKED	0	1	3096.93069	1377.13861	3167.72277	1320.52475
20220526-3-NAKED	1	0	3291.42857	1171.72004	3366.34361	1215.60918
20220526-3-NAKED	1	1	3550.00629	1222.51512	3655.12901	1293.01120
20220526-3-NAKED	2	0	72.49843	1463.38186	84.58150	1627.86114
20220526-3-NAKED	3	0	241.66142	2048.73460	331.07615	2150.32475
20220526-3-NAKED	4	0	633.15293	1879.41769	688.73505	2034.22172
20220526-3-NAKED	5	0	613.82001	1937.46920	671.81875	2123.71781
20220526-3-NAKED	6	0	96.66457	607.12206	367.32536	396.68533
20220526-3-NAKED	7	0	3.62492	598.83987	297.24355	374.91601
20220526-3-NAKED	7	1	257.36941	532.32251	513.53052	318.07391
20220526-3-NAKED	8	0	1527.23762	1296.71287	1519.94059	1439.03960
20220526-3-NAKED	8	1	1604.46535	1265.82178	1599.54455	1406.56436
20220526-3-NAKED	9	0	3188.23762	940.41584	3289.99010	1054.45545
20220526-3-NAKED	10	0	2179.71287	2105.34653	2323.96040	2129.10891
20220527-1-NAKED	0	0	1115.43564	2085.54455	1154.38614	2064.15842
20220527-1-NAKED	1	0	1274.30693	440.66337	1526.85149	315.55446
20220527-1-NAKED	2	0	954.02985	696.02655	1139.80597	517.69912
20220527-1-NAKED	2	1	838.20896	703.19469	1035.92537	504.55752
20220527-1-NAKED	3	0	543.71287	675.03960	749.68317	508.74257
20220527-1-NAKED	3	1	576.98020	694.44554	771.86139	531.31683
20220527-1-NAKED	4	0	606.85149	629.04950	807.36634	534.46535
20220527-1-NAKED	4	1	535.96040	622.71287	742.01980	519.41584
20220527-1-NAKED	5	0	2162.19802	841.44554	2295.44554	1055.04950
20220527-1-NAKED	6	0	1182.44776	1861.32743	1217.44776	2022.61062
20220527-1-NAKED	6	1	1095.28358	1856.54867	1129.08955	2025.00000
20220527-1-NAKED	7	0	1076.73267	1857.13861	1117.91089	2026.13861
20220527-1-NAKED	7	1	1167.82178	1857.13861	1203.05941	2023.36634
20220527-1-NAKED	8	0	203.96040	682.48515	432.07921	505.84158
20220527-1-NAKED	8	1	300.19802	683.67327	519.60396	505.44554
20220527-1-NAKED	9	0	2712.20896	620.92920	2757.40299	695.62832
20220527-1-NAKED	9	1	2946.23881	587.47788	2969.94030	612.00000
20220527-1-NAKED	10	0	259.10448	1254.76106	250.74627	1507.97345
20220527-1-NAKED	11	0	339.10448	1303.74336	334.32836	1531.86726
20220527-1-NAKED	12	0	394.02985	1384.98230	408.35821	1619.07965
20220527-1-NAKED	13	0	397.61194	1343.16814	403.58209	1576.07080
20220527-1-NAKED	14	0	426.26866	1339.58407	428.65672	1561.73451
20220527-1-NAKED	15	0	445.37313	1333.61062	446.56716	1539.03540
20220527-1-NAKED	16	0	497.91045	1370.64602	499.10448	1537.84071
20220527-1-NAKED	17	0	514.62687	1341.97345	515.82090	1524.69912
20220527-1-NAKED	18	0	549.25373	1383.78761	558.80597	1555.76106
20220527-1-NAKED	19	0	592.23881	1427.99115	602.98507	1605.93805
20220527-1-NAKED	20	0	537.31343	1390.95575	550.44776	1576.07080
20220527-1-NAKED	21	0	809.55224	1671.37168	842.98507	1929.42478
20220527-1-NAKED	21	1	760.59701	1625.97345	790.44776	1876.85841
20220527-1-NAKED	22	0	2480.79208	1803.56436	2585.34653	2126.73267
20220527-1-NAKED	23	0	3363.28713	204.67327	3295.15842	149.10891
20220527-1-NAKED	23	1	3419.42574	190.11881	3345.95050	121.48515
20220527-1-NAKED	24	0	853.63366	1259.84158	843.31683	1292.05941
20220527-1-NAKED	24	1	787.89109	1141.02970	756.98020	1185.12871
20220527-1-NAKED	25	0	3273.52475	1562.72277	3348.06931	2091.68317
20220527-1-NAKED	25	1	3392.03960	1571.03960	3456.18812	2111.58416
20220527-1-NAKED	26	0	2243.46269	1356.70796	2341.28358	1605.66372
20220527-1-NAKED	26	1	2119.28358	1414.05310	2224.26866	1659.42478
20220527-1-NAKED	27	0	2952.47761	1254.15929	3012.53731	1526.00000
20220527-1-NAKED	27	1	2773.37313	1312.69912	2837.01493	1574.98230
20220527-1-NAKED	28	0	590.13861	1197.48515	577.21782	1384.94059
20220527-1-NAKED	28	1	723.50495	1234.01980	711.17822	1408.40594
20220527-1-NAKED	29	0	692.53731	1225.22124	680.59701	1404.05310
20220527-1-NAKED	29	1	587.46269	1200.13274	569.55224	1384.93805
20220527-1-NAKED	30	0	2772.91045	1169.40708	2829.85075	1420.23894
20220527-1-NAKED	30	1	2611.71642	1204.05310	2674.62687	1454.88496
20220527-1-NAKED	31	0	1023.57426	1299.32673	1009.81188	1339.10891
20220527-1-NAKED	31	1	942.78218	1268.73267	932.28713	1306.43564
20220527-1-NAKED	32	0	951.09901	1317.14851	942.08911	1361.38614
20220527-1-NAKED	32	1	898.52475	1277.64356	883.87129	1329.90099
20220527-1-NAKED	33	0	911.96040	1362.55446	909.21782	1405.16832
20220527-1-NAKED	33	1	831.16832	1310.57426	828.12871	1360.01980
20220527-1-NAKED	34	0	488.13861	1292.19802	488.19802	1452.07921
20220527-1-NAKED	34	1	622.99010	1301.10891	610.87129	1442.57426
20220527-1-NAKED	35	0	447.44554	1277.94059	437.40594	1431.28713
20220527-1-NAKED	35	1	552.00000	1263.38614	549.68317	1400.09901
20220527-1-NAKED	36	0	625.14851	1299.12871	614.44554	1421.73267
20220527-1-NAKED	36	1	693.16832	1390.61386	694.34653	1490.64356
20220527-1-NAKED	37	0	477.69307	1356.87129	470.15842	1498.65347
20220527-1-NAKED	37	1	583.43564	1375.58416	594.61386	1505.78218
20220527-1-NAKED	38	0	2055.34653	1190.28713	2127.44554	1368.57426
20220527-1-NAKED	38	1	2152.77228	1131.47525	2218.33663	1293.42574
20220527-1-NAKED	39	0	636.11881	1338.64356	627.00990	1474.29703
20220527-1-NAKED	39	1	741.56436	1371.31683	737.80198	1460.33663
20220527-1-NAKED	40	0	1898.40299	1488.83186	1894.62687	1663.83186
20220527-1-NAKED	40	1	1798.10448	1436.26549	1802.68657	1617.23894
20220527-1-NAKED	41	0	1627.35821	1366.97345	1630.74627	1509.71681
20220527-1-NAKED	41	1	1531.83582	1313.21239	1532.83582	1470.29204
20220527-1-NAKED	42	0	1100.45545	1823.14851	1129.32673	2010.69307
20220527-1-NAKED	42	1	1365.80198	1809.28713	1375.26733	1997.62376
20220527-1-NAKED	43	0	1678.91089	1457.64356	1682.89109	1375.58416
20220527-1-NAKED	43	1	1804.45545	1455.26733	1806.45545	1364.49505
20220527-1-NAKED	44	0	830.46269	1241.49558	816.32836	1334.03540
20220527-1-NAKED	44	1	789.86567	1159.06195	767.37313	1246.82301
20220527-1-NAKED	45	0	1112.49624	1401.01114	1110.37594	1448.25390
20220527-1-NAKED	45	1	1047.53383	1312.01336	1036.99248	1362.86414
20220527-1-NAKED	46	0	972.38806	1443.12389	975.52239	1570.07965
20220527-1-NAKED	46	1	1092.98507	1401.30973	1094.92537	1513.92920
20220527-1-NAKED	47	0	2718.52474	930.47231	2838.69578	1021.09772
20220527-1-NAKED	47	1	2754.59071	911.41694	2871.82957	970.38111
20220527-1-NAKED	48	0	570.72450	925.28664	718.46182	934.94137
20220527-1-NAKED	48	1	502.99084	939.65147	659.23152	947.25407
20220527-1-NAKED	49	0	3173.73134	1053.71681	3290.74627	1068.05310
20220527-1-NAKED	50	0	2731.35675	968.87948	2865.94319	1051.62866
20220527-1-NAKED	51	0	2165.55834	1845.74919	2282.53635	2029.54397
20220527-1-NAKED	51	1	2106.62126	1884.73941	2240.60599	2083.48534
20220527-1-NAKED	52	0	2280.97373	1824.69707	2397.16860	1995.76873
20220527-1-NAKED	52	1	2321.14478	1851.37459	2435.28711	2014.53094
