OpCode	PeriodIndex	Period	FilenameStart	FrameStart	TimeStart	FilenameEnd	FrameEnd	TimeEnd	HasEnd
20220526-3-NAKED	3	204	20220526_BOTTOM_3_0003_0001.mp4	39302	50.92810	20220526_BOTTOM_3_0003_0001.mp4	50090	53.92776	1
20220526-3-NAKED	4	261	20220526_BOTTOM_3_0004_0001.mp4	17115	64.75886	20220526_BOTTOM_3_0004_0001.mp4	28113	67.81692	1
20220526-3-NAKED	5	222	20220526_BOTTOM_3_0005_0001.mp4	1562	80.43424	20220526_BOTTOM_3_0005_0001.mp4	12350	83.43391	1
20220526-3-NAKED	6	246	20220526_BOTTOM_3_0005_0001.mp4	56977	95.84269	20220526_BOTTOM_3_0005_0001.mp4	67765	98.84235	1
20220526-3-NAKED	7	239	20220526_BOTTOM_3_0006_0001.mp4	40153	111.16466	20220526_BOTTOM_3_0006_0001.mp4	50942	114.16461	1
20220527-1-NAKED	0	238	20220527_BOTTOM_1_0002_0001.mp4	39908	31.09662	20220527_BOTTOM_1_0002_0001.mp4	50696	34.09628	1
20220527-1-NAKED	1	210	20220527_BOTTOM_1_0003_0001.mp4	22101	46.14527	20220527_BOTTOM_1_0003_0001.mp4	32889	49.14493	1
20220527-1-NAKED	2	202	20220527_BOTTOM_1_0003_0001.mp4	67079	58.65165	20220527_BOTTOM_1_0004_0001.mp4	6091	61.69358	1
20220527-1-NAKED	3	263	20220527_BOTTOM_1_0004_0001.mp4	47051	73.08273	20220527_BOTTOM_1_0004_0001.mp4	57839	76.08240	1
20220527-1-NAKED	4	271	20220527_BOTTOM_1_0005_0001.mp4	23975	86.66630	20220527_BOTTOM_1_0005_0001.mp4	34763	89.66597	1
20220527-1-NAKED	5	273	20220527_BOTTOM_1_0006_0001.mp4	17097	104.75382	20220527_BOTTOM_1_0006_0001.mp4	28310	107.87165	1
20220527-1-NAKED	6	267	20220527_BOTTOM_1_0006_0001.mp4	61008	116.96351	20220527_BOTTOM_1_0006_0001.mp4	71796	119.96318	1
