"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date","location","status","depth","successful.count","successful.length"
"2020-10_south-west_BOSS","J11","20201119_0630-1036_TOP_0003.avi","0.30364","Serranidae","Caesioperca","spp",9,"-34.1178","114.9231","20201119",NA,NA,"39.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","2.69936","Labridae","Austrolabrus","maculatus",1,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","2.26782","Labridae","Coris","auricularis",2,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","1.05939","Labridae","Ophthalmolepis","lineolatus",5,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","1.05327","Labridae","Pseudolabrus","biserialis",15,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","2.01757","Pomacentridae","Chromis","klunzingeri",17,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","2.08709","Serranidae","Caesioperca","spp",4,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J12","20201119_0630-1036_TOP_0004.avi","1.10332",NA,NA,NA,1,"-34.1323","114.9285","20201119",NA,NA,"44.7","Yes",NA
"2020-10_south-west_BOSS","J13","20201119_0630-1036_TOP_0011.avi","1.79902","Labridae","Coris","auricularis",2,"-34.1285","114.9305","20201119",NA,NA,"42.3","Yes",NA
"2020-10_south-west_BOSS","J13","20201119_0630-1036_TOP_0011.avi","1.04938","Labridae","Ophthalmolepis","lineolatus",2,"-34.1285","114.9305","20201119",NA,NA,"42.3","Yes",NA
"2020-10_south-west_BOSS","J13","20201119_0630-1036_TOP_0011.avi","1.03715","Labridae","Pseudolabrus","biserialis",2,"-34.1285","114.9305","20201119",NA,NA,"42.3","Yes",NA
"2020-10_south-west_BOSS","J13","20201119_0630-1036_TOP_0011.avi","2.23946","Pempherididae","Pempheris","klunzingeri",3,"-34.1285","114.9305","20201119",NA,NA,"42.3","Yes",NA
"2020-10_south-west_BOSS","J13","20201119_0630-1036_TOP_0011.avi","2.03481","Pomacentridae","Chromis","klunzingeri",7,"-34.1285","114.9305","20201119",NA,NA,"42.3","Yes",NA
"2020-10_south-west_BOSS","J13","20201119_0630-1036_TOP_0011.avi","1.20009","Scorpididae","Neatypus","obliquus",13,"-34.1285","114.9305","20201119",NA,NA,"42.3","Yes",NA
"2020-10_south-west_BOSS","J14","20201119_0630-1036_TOP_0009.avi","2.78612","Labridae","Coris","auricularis",3,"-34.1284","114.9255","20201119",NA,NA,"41.7","Yes",NA
"2020-10_south-west_BOSS","J14","20201119_0630-1036_TOP_0009.avi","1.41975","Labridae","Ophthalmolepis","lineolatus",3,"-34.1284","114.9255","20201119",NA,NA,"41.7","Yes",NA
"2020-10_south-west_BOSS","J15","20201119_0630-1036_TOP_0010.avi","2.46802","Labridae","Coris","auricularis",1,"-34.125","114.9103","20201119",NA,NA,"40.8","Yes",NA
"2020-10_south-west_BOSS","J15","20201119_0630-1036_TOP_0010.avi","1.19008","Labridae","Ophthalmolepis","lineolatus",2,"-34.125","114.9103","20201119",NA,NA,"40.8","Yes",NA
"2020-10_south-west_BOSS","J15","20201119_0630-1036_TOP_0010.avi","1.77566","Labridae","Pseudolabrus","biserialis",5,"-34.125","114.9103","20201119",NA,NA,"40.8","Yes",NA
"2020-10_south-west_BOSS","J15","20201119_0630-1036_TOP_0010.avi","0.08509","Pomacentridae","Chromis","klunzingeri",13,"-34.125","114.9103","20201119",NA,NA,"40.8","Yes",NA
"2020-10_south-west_BOSS","J15","20201119_0630-1036_TOP_0010.avi","1.73729","Serranidae","Caesioperca","spp",2,"-34.125","114.9103","20201119",NA,NA,"40.8","Yes",NA
"2020-10_south-west_BOSS","J16","20201119_0630-1036_TOP_0010.avi","0.51440","Labridae","Austrolabrus","maculatus",1,"-34.1262","114.9065","20201119",NA,NA,"41.2","Yes",NA
"2020-10_south-west_BOSS","J16","20201119_0630-1036_TOP_0010.avi","0.84974","Labridae","Coris","auricularis",1,"-34.1262","114.9065","20201119",NA,NA,"41.2","Yes",NA
"2020-10_south-west_BOSS","J16","20201119_0630-1036_TOP_0010.avi","2.40741","Labridae","Ophthalmolepis","lineolatus",4,"-34.1262","114.9065","20201119",NA,NA,"41.2","Yes",NA
"2020-10_south-west_BOSS","J16","20201119_0630-1036_TOP_0010.avi","1.57824","Scorpididae","Tilodon","sexfasciatus",1,"-34.1262","114.9065","20201119",NA,NA,"41.2","Yes",NA
"2020-10_south-west_BOSS","J17","20201119_0630-1036_TOP_0009.avi","2.67045","Carangidae","Pseudocaranx","spp",1,"-34.1321","114.9208","20201119",NA,NA,"40.6","Yes",NA
"2020-10_south-west_BOSS","J17","20201119_0630-1036_TOP_0009.avi","2.99521","Labridae","Coris","auricularis",9,"-34.1321","114.9208","20201119",NA,NA,"40.6","Yes",NA
"2020-10_south-west_BOSS","J17","20201119_0630-1036_TOP_0009.avi","1.39973","Labridae","Ophthalmolepis","lineolatus",4,"-34.1321","114.9208","20201119",NA,NA,"40.6","Yes",NA
"2020-10_south-west_BOSS","J17","20201119_0630-1036_TOP_0009.avi","2.17996","Labridae","Pseudolabrus","biserialis",2,"-34.1321","114.9208","20201119",NA,NA,"40.6","Yes",NA
"2020-10_south-west_BOSS","J17","20201119_0630-1036_TOP_0009.avi","1.21566",NA,NA,NA,1,"-34.1321","114.9208","20201119",NA,NA,"40.6","Yes",NA
"2020-10_south-west_BOSS","J18","20201119_0630-1036_TOP_0011.avi","0.85141","Labridae","Ophthalmolepis","lineolatus",1,"-34.1287","114.9241","20201119",NA,NA,"41.4","Yes",NA
"2020-10_south-west_BOSS","J18","20201119_0630-1036_TOP_0011.avi","1.30297","Labridae","Pseudolabrus","biserialis",2,"-34.1287","114.9241","20201119",NA,NA,"41.4","Yes",NA
"2020-10_south-west_BOSS","J18","20201119_0630-1036_TOP_0011.avi","1.83405","Monocentrididae","Cleidopus","gloriamaris",2,"-34.1287","114.9241","20201119",NA,NA,"41.4","Yes",NA
"2020-10_south-west_BOSS","J18","20201119_0630-1036_TOP_0011.avi","2.68935","Pomacentridae","Chromis","klunzingeri",7,"-34.1287","114.9241","20201119",NA,NA,"41.4","Yes",NA
"2020-10_south-west_BOSS","J18","20201119_0630-1036_TOP_0011.avi","2.41241","Serranidae","Caesioperca","spp",2,"-34.1287","114.9241","20201119",NA,NA,"41.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","1.87632","Labridae","Coris","auricularis",2,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","2.02925","Labridae","Ophthalmolepis","lineolatus",3,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","0.82026","Labridae","Pseudolabrus","biserialis",8,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","1.30352","Labridae",NA,NA,1,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","0.96819","Pomacentridae","Chromis","klunzingeri",27,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","1.46869","Scorpididae","Neatypus","obliquus",5,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J2","20201119_0630-1036_TOP_0005.avi","0.88700","Serranidae","Caesioperca","spp",4,"-34.1253","114.9288","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J24","20201119_0630-1036_TOP_0012.avi","1.09331","Labridae","Ophthalmolepis","lineolatus",2,"-34.1187","114.8264","20201119",NA,NA,"42.4","Yes",NA
"2020-10_south-west_BOSS","J24","20201119_0630-1036_TOP_0012.avi","0.67957","Labridae","Pseudolabrus","biserialis",1,"-34.1187","114.8264","20201119",NA,NA,"42.4","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","1.69169","Labridae","Austrolabrus","maculatus",1,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","2.43465","Labridae","Coris","auricularis",1,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","2.96518","Labridae","Eupetrichthys","angustipes",1,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","1.32577","Labridae","Ophthalmolepis","lineolatus",4,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","2.60316","Labridae","Pseudolabrus","biserialis",2,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","1.40807","Pomacentridae","Chromis","klunzingeri",2,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J25","20201119_0630-1036_TOP_0013.avi","2.75108","Serranidae","Caesioperca","spp",1,"-34.1168","114.8284","20201119",NA,NA,"43","Yes",NA
"2020-10_south-west_BOSS","J26","20201119_0630-1036_TOP_0012.avi","0.97931","Labridae","Coris","auricularis",1,"-34.1209","114.8289","20201119",NA,NA,"42.6","Yes",NA
"2020-10_south-west_BOSS","J26","20201119_0630-1036_TOP_0012.avi","2.70270","Labridae","Ophthalmolepis","lineolatus",1,"-34.1209","114.8289","20201119",NA,NA,"42.6","Yes",NA
"2020-10_south-west_BOSS","J27","20201119_0630-1036_TOP_0015.avi","1.39361","Labridae","Coris","auricularis",4,"-34.1218","114.8329","20201119",NA,NA,"43.5","Yes",NA
"2020-10_south-west_BOSS","J27","20201119_0630-1036_TOP_0015.avi","0.99878","Labridae","Ophthalmolepis","lineolatus",3,"-34.1218","114.8329","20201119",NA,NA,"43.5","Yes",NA
"2020-10_south-west_BOSS","J27","20201119_0630-1036_TOP_0015.avi","2.03704","Labridae","Pseudolabrus","biserialis",5,"-34.1218","114.8329","20201119",NA,NA,"43.5","Yes",NA
"2020-10_south-west_BOSS","J27","20201119_0630-1036_TOP_0015.avi","1.86130","Pomacentridae","Chromis","klunzingeri",1,"-34.1218","114.8329","20201119",NA,NA,"43.5","Yes",NA
"2020-10_south-west_BOSS","J27","20201119_0630-1036_TOP_0015.avi","2.78334","Serranidae","Caesioperca","spp",4,"-34.1218","114.8329","20201119",NA,NA,"43.5","Yes",NA
"2020-10_south-west_BOSS","J28","20201119_0630-1036_TOP_0014.avi","2.20331","Labridae","Pseudolabrus","biserialis",7,"-34.1129","114.8521","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J28","20201119_0630-1036_TOP_0014.avi","2.41352","Pomacentridae","Chromis","klunzingeri",5,"-34.1129","114.8521","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","1.98921","Cheilodactylidae","Nemadactylus","valenciennesi",1,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","1.32243","Labridae","Coris","auricularis",2,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","1.77399","Labridae","Eupetrichthys","angustipes",1,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","0.41263","Labridae","Ophthalmolepis","lineolatus",2,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","1.75787","Labridae","Pseudolabrus","biserialis",5,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","1.45312","Pomacentridae","Chromis","klunzingeri",5,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J29","20201119_0630-1036_TOP_0014.avi","2.58759","Scorpididae","Neatypus","obliquus",3,"-34.1111","114.8556","20201119",NA,NA,"43.8","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","2.70715","Labridae","Austrolabrus","maculatus",1,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","0.76910","Labridae","Coris","auricularis",1,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","0.92537","Labridae","Dotalabrus","aurantiacus",2,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","2.71327","Labridae","Ophthalmolepis","lineolatus",1,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","1.00712","Labridae","Pseudolabrus","biserialis",15,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","0.84751","Labridae",NA,NA,15,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","1.20787","Pomacentridae","Chromis","klunzingeri",12,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","1.94750","Pomacentridae","Parma","bicolor",1,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J3","20201119_0630-1036_TOP_0006.avi","2.80836","Scorpididae","Neatypus","obliquus",2,"-34.1269","114.9259","20201119",NA,NA,"44.4","Yes",NA
"2020-10_south-west_BOSS","J30","20201119_0630-1036_TOP_0014.avi","1.79902","Labridae","Austrolabrus","maculatus",1,"-34.1121","114.8595","20201119",NA,NA,"42.5","Yes",NA
"2020-10_south-west_BOSS","J30","20201119_0630-1036_TOP_0014.avi","1.79902","Labridae","Ophthalmolepis","lineolatus",3,"-34.1121","114.8595","20201119",NA,NA,"42.5","Yes",NA
"2020-10_south-west_BOSS","J30","20201119_0630-1036_TOP_0014.avi","1.79902","Labridae","Pseudolabrus","biserialis",4,"-34.1121","114.8595","20201119",NA,NA,"42.5","Yes",NA
"2020-10_south-west_BOSS","J30","20201119_0630-1036_TOP_0014.avi","1.07441","Pomacentridae","Chromis","klunzingeri",5,"-34.1121","114.8595","20201119",NA,NA,"42.5","Yes",NA
"2020-10_south-west_BOSS","J30","20201119_0630-1036_TOP_0013.avi","0.37649","Scorpididae","Neatypus","obliquus",2,"-34.1121","114.8595","20201119",NA,NA,"42.5","Yes",NA
"2020-10_south-west_BOSS","J30","20201119_0630-1036_TOP_0014.avi","1.45256","Serranidae","Caesioperca","spp",14,"-34.1121","114.8595","20201119",NA,NA,"42.5","Yes",NA
"2020-10_south-west_BOSS","J31","20201119_0630-1036_TOP_0015.avi","1.92526","Labridae","Coris","auricularis",7,"-34.116","114.8607","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J31","20201119_0630-1036_TOP_0015.avi","2.68490","Labridae","Notolabrus","parilus",1,"-34.116","114.8607","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J31","20201119_0630-1036_TOP_0015.avi","1.54488","Labridae","Ophthalmolepis","lineolatus",3,"-34.116","114.8607","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J31","20201119_0630-1036_TOP_0015.avi","2.27116","Labridae","Pseudolabrus","biserialis",6,"-34.116","114.8607","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J31","20201119_0630-1036_TOP_0015.avi","0.17128","Pomacentridae","Chromis","klunzingeri",1,"-34.116","114.8607","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","2.14937","Labridae","Bodianus","frenchii",1,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","0.82082","Labridae","Coris","auricularis",2,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","2.88844","Labridae","Ophthalmolepis","lineolatus",5,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","1.41308","Labridae","Pseudolabrus","biserialis",4,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","2.37960","Pomacentridae","Chromis","klunzingeri",1,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","2.68101","Serranidae","Caesioperca","spp",11,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J32","20201119_0630-1036_TOP_0013.avi","1.04160",NA,NA,NA,2,"-34.1301","114.8611","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J4","20201119_0630-1036_TOP_0006.avi","1.97864","Labridae","Austrolabrus","maculatus",1,"-34.1226","114.9203","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J4","20201119_0630-1036_TOP_0006.avi","2.44800","Labridae","Ophthalmolepis","lineolatus",5,"-34.1226","114.9203","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J4","20201119_0630-1036_TOP_0006.avi","2.73885","Labridae","Pseudolabrus","biserialis",4,"-34.1226","114.9203","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J4","20201119_0630-1036_TOP_0006.avi","2.42353","Urolophidae","Trygonoptera","mucosa",1,"-34.1226","114.9203","20201119",NA,NA,"42.9","Yes",NA
"2020-10_south-west_BOSS","J5","20201119_0630-1036_TOP_0008.avi","1.99811","Labridae","Ophthalmolepis","lineolatus",4,"-34.1315","114.9158","20201119",NA,NA,"42.7","Yes",NA
"2020-10_south-west_BOSS","J5","20201119_0630-1036_TOP_0008.avi","1.41920","Labridae","Pseudolabrus","biserialis",2,"-34.1315","114.9158","20201119",NA,NA,"42.7","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","1.35969","Cheilodactylidae","Nemadactylus","valenciennesi",2,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","0.60839","Enoplosidae","Enoplosus","armatus",2,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","0.22745","Labridae","Bodianus","frenchii",1,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","0.44100","Labridae","Ophthalmolepis","lineolatus",1,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","2.15215","Labridae","Pseudolabrus","biserialis",10,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","2.23835","Monacanthidae","Meuschenia","flavolineata",2,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","1.69447","Monacanthidae","Meuschenia","hippocrepis",1,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","0.07229","Pempherididae","Parapriacanthus","elongatus",944,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","1.96085","Pomacentridae","Parma","bicolor",2,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","0.25359","Scorpididae","Scorpis","aequipinnis",3,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","1.92637","Scorpididae","Scorpis","georgiana",1,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J6","20201119_0630-1036_TOP_0007.avi","0.15182","Scorpididae","Tilodon","sexfasciatus",3,"-34.1328","114.9124","20201119",NA,NA,"37.1","Yes",NA
"2020-10_south-west_BOSS","J7","20201119_0630-1036_TOP_0008.avi","2.07986","Labridae","Coris","auricularis",1,"-34.1348","114.9102","20201119",NA,NA,"43.3","Yes",NA
"2020-10_south-west_BOSS","J7","20201119_0630-1036_TOP_0008.avi","0.79969","Labridae","Ophthalmolepis","lineolatus",2,"-34.1348","114.9102","20201119",NA,NA,"43.3","Yes",NA
"2020-10_south-west_BOSS","J7","20201119_0630-1036_TOP_0008.avi","1.62551","Pomacentridae","Chromis","klunzingeri",1,"-34.1348","114.9102","20201119",NA,NA,"43.3","Yes",NA
"2020-10_south-west_BOSS","J8","20201119_0630-1036_TOP_0007.avi","1.36247","Labridae","Ophthalmolepis","lineolatus",3,"-34.1294","114.9118","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J8","20201119_0630-1036_TOP_0007.avi","0.30697","Labridae","Pseudolabrus","biserialis",1,"-34.1294","114.9118","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J8","20201119_0630-1036_TOP_0007.avi","1.36247","Mullidae","Upeneichthys","vlamingii",1,"-34.1294","114.9118","20201119",NA,NA,"43.4","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","0.74463","Labridae","Austrolabrus","maculatus",1,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","1.09665","Labridae","Ophthalmolepis","lineolatus",3,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","1.10889","Labridae","Pseudolabrus","biserialis",8,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","0.17629","Labridae",NA,NA,1,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","1.91747","Pomacentridae","Chromis","klunzingeri",7,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","0.62118","Scorpididae","Neatypus","obliquus",2,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","J9","20201119_0630-1036_TOP_0004.avi","1.66722","Serranidae","Caesioperca","spp",1,"-34.1195","114.9161","20201119",NA,NA,"44.1","Yes",NA
"2020-10_south-west_BOSS","OMR1","20201030_1301-1339_TOP_0005.mp4","2.36514","Labridae","Coris","auricularis",4,"-33.9676","114.9582","20201030",NA,NA,"35.6","Yes",NA
"2020-10_south-west_BOSS","OMR1","20201030_1301-1339_TOP_0005.mp4","1.17618","Labridae","Ophthalmolepis","lineolatus",4,"-33.9676","114.9582","20201030",NA,NA,"35.6","Yes",NA
"2020-10_south-west_BOSS","OMR1","20201030_1301-1339_TOP_0005.mp4","2.36514","Serranidae","Caesioperca","spp",11,"-33.9676","114.9582","20201030",NA,NA,"35.6","Yes",NA
"2020-10_south-west_BOSS","OMR2","20201030_1301-1339_TOP_0008.mp4","1.27572","Cheilodactylidae","Nemadactylus","valenciennesi",1,"-33.9679","114.9551","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR2","20201030_1301-1339_TOP_0008.mp4","1.61884","Labridae","Pseudolabrus","biserialis",2,"-33.9679","114.9551","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR2","20201030_1301-1339_TOP_0008.mp4","1.89912","Monacanthidae","Meuschenia","flavolineata",1,"-33.9679","114.9551","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR2","20201030_1301-1339_TOP_0008.mp4","1.60494","Scorpididae","Neatypus","obliquus",2,"-33.9679","114.9551","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR2","20201030_1301-1339_TOP_0007.mp4","0.56445","Scorpididae","Scorpis","georgiana",1,"-33.9679","114.9551","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR2","20201030_1301-1339_TOP_0007.mp4","0.40930","Serranidae","Caesioperca","spp",2,"-33.9679","114.9551","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR3","20201030_1301-1339_TOP_0009.mp4","1.14225","Labridae","Coris","auricularis",4,"-33.9685","114.9543","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR3","20201030_1301-1339_TOP_0009.mp4","0.12123","Labridae","Eupetrichthys","angustipes",1,"-33.9685","114.9543","20201030",NA,NA,"38","Yes",NA
"2020-10_south-west_BOSS","OMR4","20201030_1301-1339_TOP_0012.mp4","1.80514","Labridae","Coris","auricularis",1,"-33.9682","114.9529","20201030",NA,NA,"38.6","Yes",NA
"2020-10_south-west_BOSS","OMR4","20201030_1301-1339_TOP_0012.mp4","1.54877","Labridae","Ophthalmolepis","lineolatus",1,"-33.9682","114.9529","20201030",NA,NA,"38.6","Yes",NA
"2020-10_south-west_BOSS","OMR4","20201030_1301-1339_TOP_0012.mp4","2.23612","Labridae","Pseudolabrus","biserialis",1,"-33.9682","114.9529","20201030",NA,NA,"38.6","Yes",NA
"2020-10_south-west_BOSS","OMR4","20201030_1301-1339_TOP_0012.mp4","2.36125","Monacanthidae","Meuschenia","flavolineata",2,"-33.9682","114.9529","20201030",NA,NA,"38.6","Yes",NA
"2020-10_south-west_BOSS","OMR4","20201030_1301-1339_TOP_0012.mp4","1.54877","Scorpididae","Neatypus","obliquus",1,"-33.9682","114.9529","20201030",NA,NA,"38.6","Yes",NA
"2021-03_West-Coast_BOSS","1","20210309_0735-1530_TOP_0012_0001.mp4","1.43282","Labridae","Ophthalmolepis","lineolatus",5,"-34.1318","114.853","20210309","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","1","20210309_0735-1530_TOP_0012_0001.mp4","1.22317","Labridae","Pseudolabrus","biserialis",1,"-34.1318","114.853","20210309","West Coast","No-take","44.1","Yes","No"
