"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date","location","status","depth","successful.count","successful.length"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.40652","Serranidae","Epinephelides","armatus",1,"-34.075","114.911","20210308","West Coast","No-take","44","Yes","No"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","1.11083","Sparidae","Chrysophrys","auratus",1,"-34.075","114.911","20210308","West Coast","No-take","44","Yes","No"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.61728",NA,NA,NA,1,"-34.075","114.911","20210308","West Coast","No-take","44","Yes","No"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","1.34996","Labridae","Austrolabrus","maculatus",1,"-34.0631","114.857","20210309","West Coast","No-take","41.7","Yes","No"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","1.37916","Labridae","Ophthalmolepis","lineolatus",4,"-34.0631","114.857","20210309","West Coast","No-take","41.7","Yes","No"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","1.10388","Labridae","Pseudolabrus","biserialis",10,"-34.0631","114.857","20210309","West Coast","No-take","41.7","Yes","No"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","0.43683","Mullidae","Upeneichthys","vlamingii",1,"-34.0631","114.857","20210309","West Coast","No-take","41.7","Yes","No"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","0.88422","Scorpididae","Neatypus","obliquus",2,"-34.0631","114.857","20210309","West Coast","No-take","41.7","Yes","No"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","2.25503","Labridae","Suezichthys","bifurcatus",3,"-34.0516","114.77","20210311","West Coast","No-take","64.6","Yes","No"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","2.85368","Monacanthidae","Meuschenia","scaber",2,"-34.0516","114.77","20210311","West Coast","No-take","64.6","Yes","No"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","1.79568","Mullidae","Parupeneus","chrysopleuron",1,"-34.0516","114.77","20210311","West Coast","No-take","64.6","Yes","No"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","1.95167","Scorpididae","Neatypus","obliquus",28,"-34.0516","114.77","20210311","West Coast","No-take","64.6","Yes","No"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","2.56923","Serranidae","Caesioperca","spp",51,"-34.0516","114.77","20210311","West Coast","No-take","64.6","Yes","No"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0019_0001.mp4","2.88288","Labridae","Ophthalmolepis","lineolatus",2,"-34.0891","114.833","20210309","West Coast","No-take","46","Yes","No"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0018_0001.mp4","1.44200","Labridae","Pseudolabrus","biserialis",7,"-34.0891","114.833","20210309","West Coast","No-take","46","Yes","No"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0018_0001.mp4","1.52291","Pomacentridae","Chromis","klunzingeri",3,"-34.0891","114.833","20210309","West Coast","No-take","46","Yes","No"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0018_0001.mp4","1.07774","Scorpididae","Neatypus","obliquus",5,"-34.0891","114.833","20210309","West Coast","No-take","46","Yes","No"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0018_0001.mp4","1.22261","Serranidae","Caesioperca","spp",4,"-34.0891","114.833","20210309","West Coast","No-take","46","Yes","No"
"2021-03_West-Coast_BOSS","137","20210309_0735-1530_TOP_0005_0001.mp4","1.57991","Cheilodactylidae","Nemadactylus","valenciennesi",2,"-34.0854","114.877","20210309","West Coast","No-take","42.1","Yes","No"
"2021-03_West-Coast_BOSS","137","20210309_0735-1530_TOP_0005_0001.mp4","2.27561","Labridae","Austrolabrus","maculatus",1,"-34.0854","114.877","20210309","West Coast","No-take","42.1","Yes","No"
"2021-03_West-Coast_BOSS","137","20210309_0735-1530_TOP_0005_0001.mp4","1.57991","Labridae","Coris","auricularis",23,"-34.0854","114.877","20210309","West Coast","No-take","42.1","Yes","No"
"2021-03_West-Coast_BOSS","137","20210309_0735-1530_TOP_0005_0001.mp4","1.69892","Labridae","Ophthalmolepis","lineolatus",1,"-34.0854","114.877","20210309","West Coast","No-take","42.1","Yes","No"
"2021-03_West-Coast_BOSS","137","20210309_0735-1530_TOP_0005_0001.mp4","0.42181","Labridae","Pseudolabrus","biserialis",1,"-34.0854","114.877","20210309","West Coast","No-take","42.1","Yes","No"
"2021-03_West-Coast_BOSS","138","20210308_0735-1537_TOP_0104.mp4","1.38944","Labridae","Ophthalmolepis","lineolatus",2,"-34.119","114.912","20210308","West Coast","No-take","41.8","Yes","No"
"2021-03_West-Coast_BOSS","138","20210308_0735-1537_TOP_0104.mp4","0.88255","Labridae","Pseudolabrus","biserialis",7,"-34.119","114.912","20210308","West Coast","No-take","41.8","Yes","No"
"2021-03_West-Coast_BOSS","138","20210308_0735-1537_TOP_0104.mp4","1.21455","Parascylliidae","Parascyllium","variolatum",1,"-34.119","114.912","20210308","West Coast","No-take","41.8","Yes","No"
"2021-03_West-Coast_BOSS","138","20210308_0735-1537_TOP_0105.mp4","2.66933","Pempherididae","Parapriacanthus","elongatus",254,"-34.119","114.912","20210308","West Coast","No-take","41.8","Yes","No"
"2021-03_West-Coast_BOSS","138","20210308_0735-1537_TOP_0104.mp4","1.60188","Scorpididae","Tilodon","sexfasciatus",1,"-34.119","114.912","20210308","West Coast","No-take","41.8","Yes","No"
"2021-03_West-Coast_BOSS","139","20210308_0735-1537_TOP_0033.mp4","1.64025","Labridae","Pseudolabrus","biserialis",1,"-34.0616","114.898","20210308","West Coast","No-take","44","Yes","No"
"2021-03_West-Coast_BOSS","139","20210308_0735-1537_TOP_0033.mp4","1.52625","Scorpididae","Neatypus","obliquus",2,"-34.0616","114.898","20210308","West Coast","No-take","44","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0065.mp4","0.53526","Labridae","Austrolabrus","maculatus",4,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0066.mp4","2.58369","Labridae","Coris","auricularis",1,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0066.mp4","2.95323","Labridae","Eupetrichthys","angustipes",1,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0065.mp4","1.02686","Labridae","Pseudolabrus","biserialis",2,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0065.mp4","0.15210","Pentacerotidae","Pentaceropsis","recurvirostris",1,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0065.mp4","1.08025","Pomacentridae","Chromis","klunzingeri",1,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","14","20210308_0735-1537_TOP_0065.mp4","0.77522","Scorpididae","Neatypus","obliquus",2,"-34.0979","114.913","20210308","West Coast","No-take","43.6","Yes","No"
"2021-03_West-Coast_BOSS","140","20210308_0735-1537_TOP_0164.mp4","2.75803","Labridae","Coris","auricularis",1,"-34.1163","114.882","20210308","West Coast","No-take","42.4","Yes","No"
"2021-03_West-Coast_BOSS","140","20210308_0735-1537_TOP_0163.mp4","0.42070","Monacanthidae",NA,NA,1,"-34.1163","114.882","20210308","West Coast","No-take","42.4","Yes","No"
"2021-03_West-Coast_BOSS","140","20210308_0735-1537_TOP_0164.mp4","2.69853","Serranidae","Caesioperca","spp",10,"-34.1163","114.882","20210308","West Coast","No-take","42.4","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","2.09404","Labridae","Coris","auricularis",1,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","2.88510","Labridae","Ophthalmolepis","lineolatus",2,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","0.62145","Labridae","Pseudolabrus","biserialis",5,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","2.53225","Ostraciidae","Aracana","aurita",1,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","0.94734","Pomacentridae","Chromis","klunzingeri",6,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","0.60644","Scorpididae","Neatypus","obliquus",1,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0026.mp4","0.72962","Serranidae","Caesioperca","spp",6,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","142","20210311_0735-1315_TOP_0025.mp4","0.02753","SUS","SUS","SUS",1,"-34.0971","114.814","20210311","West Coast","No-take","49.3","Yes","No"
"2021-03_West-Coast_BOSS","143","20210310_0737-1601_TOP_0048.mp4","2.83561","Labridae","Coris","auricularis",3,"-34.0833","114.776","20210310","West Coast","No-take","63.3","Yes","No"
"2021-03_West-Coast_BOSS","143","20210310_0737-1601_TOP_0047.mp4","1.02686","Labridae","Suezichthys","bifurcatus",2,"-34.0833","114.776","20210310","West Coast","No-take","63.3","Yes","No"
"2021-03_West-Coast_BOSS","143","20210310_0737-1601_TOP_0047.mp4","1.85213","Scorpididae","Neatypus","obliquus",16,"-34.0833","114.776","20210310","West Coast","No-take","63.3","Yes","No"
"2021-03_West-Coast_BOSS","143","20210310_0737-1601_TOP_0047.mp4","0.16989","Scorpididae","Scorpis","aequipinnis",1,"-34.0833","114.776","20210310","West Coast","No-take","63.3","Yes","No"
"2021-03_West-Coast_BOSS","143","20210310_0737-1601_TOP_0047.mp4","1.02241","Serranidae","Caesioperca","spp",37,"-34.0833","114.776","20210310","West Coast","No-take","63.3","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0111.mp4","0.96847","Labridae","Coris","auricularis",1,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0110.mp4","0.27500","Labridae","Ophthalmolepis","lineolatus",1,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0111.mp4","0.59504","Labridae","Pseudolabrus","biserialis",3,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0111.mp4","1.98281","Mullidae","Upeneichthys","vlamingii",1,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0111.mp4","0.51107","Pomacentridae","Chromis","klunzingeri",45,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0111.mp4","1.03242","Scorpididae","Neatypus","obliquus",1,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","144","20210308_0735-1537_TOP_0111.mp4","0.55583","Serranidae","Caesioperca","spp",9,"-34.1221","114.92","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","146","20210310_0737-1601_TOP_0029.mp4","1.61300","Labridae","Coris","auricularis",1,"-34.1099","114.79","20210310","West Coast","No-take","62.1","Yes","No"
"2021-03_West-Coast_BOSS","146","20210310_0737-1601_TOP_0029.mp4","1.21649","Labridae","Pseudolabrus","biserialis",1,"-34.1099","114.79","20210310","West Coast","No-take","62.1","Yes","No"
"2021-03_West-Coast_BOSS","146","20210310_0737-1601_TOP_0029.mp4","1.90524","Labridae","Suezichthys","bifurcatus",3,"-34.1099","114.79","20210310","West Coast","No-take","62.1","Yes","No"
"2021-03_West-Coast_BOSS","146","20210310_0737-1601_TOP_0029.mp4","1.22622","Mullidae","Parupeneus","chrysopleuron",1,"-34.1099","114.79","20210310","West Coast","No-take","62.1","Yes","No"
"2021-03_West-Coast_BOSS","146","20210310_0737-1601_TOP_0029.mp4","2.12685","Serranidae","Caesioperca","spp",28,"-34.1099","114.79","20210310","West Coast","No-take","62.1","Yes","No"
"2021-03_West-Coast_BOSS","147","20210308_0735-1537_TOP_0172.mp4","2.00033","Labridae","Austrolabrus","maculatus",1,"-34.0908","114.895","20210308","West Coast","No-take","43.3","Yes","No"
"2021-03_West-Coast_BOSS","147","20210308_0735-1537_TOP_0172.mp4","0.18741","Labridae","Ophthalmolepis","lineolatus",1,"-34.0908","114.895","20210308","West Coast","No-take","43.3","Yes","No"
"2021-03_West-Coast_BOSS","147","20210308_0735-1537_TOP_0172.mp4","0.46546","Serranidae","Caesioperca","spp",1,"-34.0908","114.895","20210308","West Coast","No-take","43.3","Yes","No"
"2021-03_West-Coast_BOSS","148","20210308_0735-1537_TOP_0009.mp4","0.48521","Carangidae","Pseudocaranx","spp",1,"-34.0518","114.925","20210308","West Coast","No-take","46.6","Yes","No"
"2021-03_West-Coast_BOSS","148","20210308_0735-1537_TOP_0009.mp4","2.24864","Labridae","Choerodon","rubescens",2,"-34.0518","114.925","20210308","West Coast","No-take","46.6","Yes","No"
"2021-03_West-Coast_BOSS","148","20210308_0735-1537_TOP_0009.mp4","0.37927","Scorpididae","Neatypus","obliquus",7,"-34.0518","114.925","20210308","West Coast","No-take","46.6","Yes","No"
"2021-03_West-Coast_BOSS","148","20210308_0735-1537_TOP_0009.mp4","1.09443","Scorpididae","Scorpis","aequipinnis",1,"-34.0518","114.925","20210308","West Coast","No-take","46.6","Yes","No"
"2021-03_West-Coast_BOSS","148","20210308_0735-1537_TOP_0009.mp4","0.48521","Scorpididae","Tilodon","sexfasciatus",1,"-34.0518","114.925","20210308","West Coast","No-take","46.6","Yes","No"
"2021-03_West-Coast_BOSS","149","20210308_0735-1537_TOP_0091.mp4","1.74202","Labridae","Austrolabrus","maculatus",2,"-34.1135","114.931","20210308","West Coast","No-take","45.1","Yes","No"
"2021-03_West-Coast_BOSS","149","20210308_0735-1537_TOP_0091.mp4","2.07847","Labridae","Coris","auricularis",15,"-34.1135","114.931","20210308","West Coast","No-take","45.1","Yes","No"
"2021-03_West-Coast_BOSS","149","20210308_0735-1537_TOP_0091.mp4","2.82782","Labridae","Eupetrichthys","angustipes",1,"-34.1135","114.931","20210308","West Coast","No-take","45.1","Yes","No"
"2021-03_West-Coast_BOSS","149","20210308_0735-1537_TOP_0090.mp4","0.42320","Labridae","Ophthalmolepis","lineolatus",5,"-34.1135","114.931","20210308","West Coast","No-take","45.1","Yes","No"
"2021-03_West-Coast_BOSS","149","20210308_0735-1537_TOP_0091.mp4","1.22372","Labridae","Pseudolabrus","biserialis",8,"-34.1135","114.931","20210308","West Coast","No-take","45.1","Yes","No"
"2021-03_West-Coast_BOSS","15","20210311_0735-1315_TOP_0012.mp4","2.40768","Labridae","Suezichthys","bifurcatus",5,"-34.0656","114.769","20210311","West Coast","No-take","70.3","Yes","No"
"2021-03_West-Coast_BOSS","15","20210311_0735-1315_TOP_0012.mp4","0.27055","Scorpididae","Neatypus","obliquus",10,"-34.0656","114.769","20210311","West Coast","No-take","70.3","Yes","No"
"2021-03_West-Coast_BOSS","150","20210308_0735-1537_TOP_0068.mp4","0.67623","Labridae","Pseudolabrus","biserialis",5,"-34.1","114.917","20210308","West Coast","No-take","44.6","Yes","No"
"2021-03_West-Coast_BOSS","150","20210308_0735-1537_TOP_0069.mp4","1.34217","Scorpididae","Neatypus","obliquus",2,"-34.1","114.917","20210308","West Coast","No-take","44.6","Yes","No"
"2021-03_West-Coast_BOSS","16","20210308_0735-1537_TOP_0054.mp4","2.50167","Carangidae","Pseudocaranx","spp",2,"-34.0848","114.924","20210308","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","16","20210308_0735-1537_TOP_0053.mp4","1.50484","Chaetodontidae","Chelmonops","curiosus",1,"-34.0848","114.924","20210308","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","16","20210308_0735-1537_TOP_0054.mp4","2.98326","Labridae","Austrolabrus","maculatus",1,"-34.0848","114.924","20210308","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","16","20210308_0735-1537_TOP_0053.mp4","0.15766","Labridae","Pseudolabrus","biserialis",2,"-34.0848","114.924","20210308","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","16","20210308_0735-1537_TOP_0053.mp4","1.57268","Pempherididae","Parapriacanthus","elongatus",150,"-34.0848","114.924","20210308","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","16","20210308_0735-1537_TOP_0053.mp4","0.84167","Scorpididae","Neatypus","obliquus",1,"-34.0848","114.924","20210308","West Coast","No-take","44.1","Yes","No"
"2021-03_West-Coast_BOSS","17","20210310_0737-1601_TOP_0005.mp4","1.40001","SUS","SUS","SUS",1,"-34.0742","114.757","20210310","West Coast","No-take","92.2","Yes","No"
"2021-03_West-Coast_BOSS","18","20210310_0737-1601_TOP_0030.mp4","1.60633","Labridae","Coris","auricularis",6,"-34.1078","114.787","20210310","West Coast","No-take","61.6","Yes","No"
"2021-03_West-Coast_BOSS","18","20210310_0737-1601_TOP_0030.mp4","2.66071","Labridae","Suezichthys","bifurcatus",5,"-34.1078","114.787","20210310","West Coast","No-take","61.6","Yes","No"
"2021-03_West-Coast_BOSS","18","20210310_0737-1601_TOP_0030.mp4","1.61912","Monacanthidae","Meuschenia","scaber",1,"-34.1078","114.787","20210310","West Coast","No-take","61.6","Yes","No"
"2021-03_West-Coast_BOSS","18","20210310_0737-1601_TOP_0030.mp4","2.05984","Mullidae","Parupeneus","chrysopleuron",1,"-34.1078","114.787","20210310","West Coast","No-take","61.6","Yes","No"
"2021-03_West-Coast_BOSS","18","20210310_0737-1601_TOP_0029.mp4","1.24736","Serranidae","Caesioperca","spp",33,"-34.1078","114.787","20210310","West Coast","No-take","61.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.37232","Chaetodontidae","Chelmonops","curiosus",2,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.46602","Cheilodactylidae","Nemadactylus","valenciennesi",1,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.37232","Labridae","Bodianus","frenchii",1,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.37037","Labridae","Coris","auricularis",2,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.75464","Labridae","Ophthalmolepis","lineolatus",1,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.71516","Labridae","Pseudolabrus","biserialis",3,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.16016","Pempherididae","Parapriacanthus","elongatus",110,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.19353","Pempherididae","Pempheris","klunzingeri",87,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","2.40685","Pomacentridae","Parma","bicolor",1,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","19","20210311_0735-1315_TOP_0029.mp4","0.85419","Scorpididae","Neatypus","obliquus",13,"-34.0802","114.806","20210311","West Coast","No-take","50.6","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0013.mp4","0.03392","Labridae","Coris","auricularis",1,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0013.mp4","0.53136","Labridae","Ophthalmolepis","lineolatus",1,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0014.mp4","2.95462","Labridae","Pseudolabrus","biserialis",3,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0013.mp4","0.27694","Labridae",NA,NA,1,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0013.mp4","0.60588","Pomacentridae","Chromis","klunzingeri",6,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0013.mp4","0.01140","Serranidae","Caesioperca","spp",1,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","2","20210308_0735-1537_TOP_0013.mp4","0.44072","SUS","SUS","SUS",18,"-34.0604","114.924","20210308","West Coast","No-take","47.3","Yes","No"
"2021-03_West-Coast_BOSS","20","20210310_0737-1601_TOP_0032.mp4","2.99243","Labridae","Coris","auricularis",1,"-34.1018","114.784","20210310","West Coast","No-take","63.7","Yes","No"
"2021-03_West-Coast_BOSS","20","20210310_0737-1601_TOP_0032.mp4","2.67795","Labridae","Pseudolabrus","biserialis",6,"-34.1018","114.784","20210310","West Coast","No-take","63.7","Yes","No"
"2021-03_West-Coast_BOSS","20","20210310_0737-1601_TOP_0032.mp4","1.88160","Scorpididae","Neatypus","obliquus",4,"-34.1018","114.784","20210310","West Coast","No-take","63.7","Yes","No"
"2021-03_West-Coast_BOSS","20","20210310_0737-1601_TOP_0032.mp4","1.34162","Serranidae","Caesioperca","spp",21,"-34.1018","114.784","20210310","West Coast","No-take","63.7","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","2.07457","Labridae","Bodianus","frenchii",3,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","2.27672","Labridae","Coris","auricularis",2,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","1.62329","Labridae","Pseudolabrus","biserialis",5,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","0.18658","Labridae","Suezichthys","bifurcatus",1,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","0.70126","Oplegnathidae","Oplegnathus","woodwardi",1,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","2.54254","Pomacentridae","Chromis","klunzingeri",2,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","0.51412","Scorpididae","Neatypus","obliquus",23,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","21","20210311_0735-1315_TOP_0019.mp4","0.48743","Serranidae","Caesioperca","spp",21,"-34.1285","114.797","20210311","West Coast","No-take","62.5","Yes","No"
"2021-03_West-Coast_BOSS","22","20210310_0737-1601_TOP_0021.mp4","2.70631","Carangidae","Carangoides","sp1",630,"-34.1033","114.745","20210310","West Coast","No-take","116","Yes","No"
"2021-03_West-Coast_BOSS","22","20210310_0737-1601_TOP_0021.mp4","1.20926","Monacanthidae","Meuschenia","scaber",1,"-34.1033","114.745","20210310","West Coast","No-take","116","Yes","No"
"2021-03_West-Coast_BOSS","22","20210310_0737-1601_TOP_0021.mp4","0.47687","SUS","SUS","SUS",2,"-34.1033","114.745","20210310","West Coast","No-take","116","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","0.42932","Labridae","Austrolabrus","maculatus",1,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","0.95762","Labridae","Choerodon","rubescens",1,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","1.72144","Labridae","Coris","auricularis",6,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","1.03159","Labridae","Ophthalmolepis","lineolatus",1,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","2.19608","Labridae","Pseudolabrus","biserialis",3,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","1.22623","Pomacentridae","Chromis","klunzingeri",5,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","23","20210308_0735-1537_TOP_0176.mp4","1.03159","Scorpididae","Neatypus","obliquus",2,"-34.0829","114.899","20210308","West Coast","No-take","43.2","Yes","No"
"2021-03_West-Coast_BOSS","24","20210308_0735-1537_TOP_0133.mp4","2.44105","Labridae","Coris","auricularis",1,"-34.1347","114.923","20210308","West Coast","No-take","39.9","Yes","No"
"2021-03_West-Coast_BOSS","24","20210308_0735-1537_TOP_0133.mp4","0.80886","Labridae","Ophthalmolepis","lineolatus",4,"-34.1347","114.923","20210308","West Coast","No-take","39.9","Yes","No"
"2021-03_West-Coast_BOSS","24","20210308_0735-1537_TOP_0133.mp4","0.77661","Labridae","Pseudolabrus","biserialis",4,"-34.1347","114.923","20210308","West Coast","No-take","39.9","Yes","No"
"2021-03_West-Coast_BOSS","24","20210308_0735-1537_TOP_0133.mp4","1.16922","Pomacentridae","Chromis","klunzingeri",65,"-34.1347","114.923","20210308","West Coast","No-take","39.9","Yes","No"
"2021-03_West-Coast_BOSS","24","20210308_0735-1537_TOP_0133.mp4","1.10249","Scorpididae","Neatypus","obliquus",1,"-34.1347","114.923","20210308","West Coast","No-take","39.9","Yes","No"
"2021-03_West-Coast_BOSS","25","20210311_0735-1315_TOP_0008.mp4","1.19703","Labridae","Suezichthys","bifurcatus",1,"-34.0626","114.765","20210311","West Coast","No-take","75.4","Yes","No"
