"campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","method","commonwealth.zone","state.zone","status"
"2020-10_south-west_stereo-BRUVs","FH89","FH","MBH",-33.68618897,114.8013721,"20201012","10:34:00","South-west","C.FH.4",45.7,"Daphne","Yes","Yes","RAW2","CON1/CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH9","FH","MBH",-33.90118897,114.8513721,"20201013","7:58:00","South-west","C.FH.19",43.6,"Hayley","Yes","Yes","RAW2","CON1/CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH92","FH","MBH",-33.84368897,114.8713721,"20201012","15:47:00","South-west","C.FH.14",44.2,"Daphne","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH93","FH","MBH",-33.77618897,114.8688721,"20201017","11:33:00","South-west","C.FH.10",43.3,"Daphne","Yes","Yes","RAW1",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH94","FH","MBH",-33.90868897,114.9413721,"20201029","14:36:00","South-west","C.FH.18",41.9,"Rachel","Yes","Yes","RAW4","CON3","BRUV",NA,NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH95","FH","MBH",-33.75868897,114.8913721,"20201017","11:07:00","South-west","C.FH.8",46.8,"Daphne","Yes","Yes","RAW1","BU1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH96","FH","MBH",-33.81868897,114.8338721,"20201012","15:20:00","South-west","C.FH.13",44.9,"Daphne","Yes","Yes","RAW2","CON1/CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FH99","FH","MBH",-33.95368897,114.8363721,"20201013","10:04:00","South-west","C.FH.22",43.5,"Hayley","Yes","Yes","RAW2","CON1/CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FHA","FH","Legacy",-33.683135,114.937827,"20201017","6:55:00","South-west","C.FH.3",44.6,"Daphne","Yes","Yes","RAW1","BU1","BRUV",NA,"Injidup Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","FHB","FH","Legacy",-33.681655,114.957127,"20201017","7:02:00","South-west","C.FH.A",41.3,"Daphne","Yes","Yes","RAW1","BU1","BRUV",NA,"Injidup Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","FHC","FH","Legacy",-33.680718,114.965092,"20201017","7:07:00","South-west","C.FH.A",36.2,"Daphne","Yes","Yes","RAW1",NA,"BRUV",NA,"Injidup Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","FHCO1","FH","Legacy",-33.669869,114.809825,"20201012","8:38:00","South-west","C.FH.2",44.8,"Daphne","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FHCO2","FH","Legacy",-33.72358,114.813293,"20201012","11:13:00","South-west","C.FH.6",42,"Daphne","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FHCO3","FH","Legacy",-33.948622,114.819555,"20201013","9:56:00","South-west","C.FH.22",44.5,"Claude","Yes","Yes","RAW2","CON1/CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","FHD","FH","Legacy",-33.686897,114.958507,"20201017","7:12:00","South-west","C.FH.A",39.5,"Daphne","Yes","Yes","RAW1","BU1","BRUV",NA,"Injidup Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","FHE","FH","Legacy",-33.687267,114.951172,"20201017","7:16:00","South-west","C.FH.A",42.3,"Daphne","Yes","Yes","RAW1","BU1","BRUV",NA,"Injidup Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","IO1","IO","MBH",-34.07868897,114.7788721,"20201015","12:07:00","South-west","C.IO.43",64.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO100","IO","MBH",-34.07618897,114.9088721,"20201029","10:21:00","South-west","C.IO.39",43.6,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO101","IO","MBH",-34.07868897,114.8963721,"20201029","10:10:00","South-west","C.IO.39",43.5,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO102","IO","MBH",-34.07118897,114.9113721,"20201029","10:26:00","South-west","C.IO.2",45.2,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO105","IO","MBH",-34.06368897,114.6688721,"20201023","9:45:00","South-west","C.IO.30",139,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO107","IO","MBH",-34.06368897,114.6763721,"20201023","9:50:00","South-west","C.IO.30",137,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO108","IO","MBH",-34.05118897,114.6688721,"20201023","10:04:00","South-west","C.IO.30",138,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO109","IO","MBH",-34.05618897,114.6738721,"20201023","9:57:00","South-west","C.IO.30",138,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO110","IO","MBH",-34.14118897,114.7288721,"20201022","8:00:00","South-west","C.IO.68",128,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO113","IO","MBH",-34.05868897,114.7388721,"20201023","7:30:00","South-west","C.IO.31",111,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO115","IO","MBH",-34.05368897,114.7363721,"20201023","7:34:00","South-west","C.IO.31",112,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO117","IO","MBH",-34.06368897,114.7388721,"20201023","7:25:00","South-west","C.IO.31",115,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO119","IO","MBH",-34.07618897,114.9038721,"20201029","10:17:00","South-west","C.IO.39",43.8,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO122","IO","MBH",-34.11618897,114.8263721,"20201015","12:35:00","South-west","C.IO.59",57.4,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO123","IO","MBH",-34.10618897,114.8188721,"20201015","12:42:00","South-west","C.IO.59",49.1,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO125","IO","MBH",-34.10868897,114.8263721,"20201015","12:38:00","South-west","C.IO.59",55.8,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO126","IO","MBH",-34.11368897,114.8188721,"20201015","12:31:00","South-west","C.IO.59",58.2,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO130","IO","MBH",-33.98118897,114.8763721,"20201013","12:24:00","South-west","C.IO.37",41.1,"Daphne","Yes","No","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO132","IO","MBH",-33.99118897,114.8713721,"20201013","12:47:00","South-west","C.IO.37",42.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO133","IO","MBH",-33.99118897,114.8663721,"20201013","12:50:00","South-west","C.IO.37",40.8,"Daphne","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO134","IO","MBH",-33.98368897,114.8613721,"20201013","12:14:00","South-west","C.IO.37",41.2,"Claude","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO145","IO","MBH",-33.98618897,114.8238721,"20201013","10:24:00","South-west","C.IO.22",45.5,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO146","IO","MBH",-33.97618897,114.8213721,"20201013","10:17:00","South-west","C.IO.33",45.7,"Claude","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO147","IO","MBH",-33.98118897,114.8313721,"20201013","10:28:00","South-west","C.IO.33",44,"Claude","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO148","IO","MBH",-34.01118897,114.5963721,"20201123","10:31","South-west","C.IO.46",140,"Rachel","Yes","Yes","RAW5.5",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO15","IO","MBH",-34.06118897,114.8663721,"20201016","7:59:00","South-west","C.IO.35",40.8,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO152","IO","MBH",-33.98118897,114.8688721,"20201013","12:18:00","South-west","C.IO.37",41.2,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO153","IO","MBH",-34.04618897,114.8888721,"20201016","7:36:00","South-west","C.IO.65",42.6,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO155","IO","MBH",-34.04368897,114.8838721,"20201016","7:42:00","South-west","C.IO.65",41.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO157","IO","MBH",-33.97118897,114.8238721,"20201013","10:14:00","South-west","C.IO.33",45.6,"Daphne","Yes","No","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO158","IO","MBH",-33.98118897,114.8188721,"20201013","10:21:00","South-west","C.IO.33",44.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO16","IO","MBH",-34.07368897,114.8688721,"20201016","9:43:00","South-west","C.IO.35",41.4,"Daphne","Yes","No","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO164","IO","MBH",-34.03368897,114.9038721,"20201016","7:14:00","South-west","C.IO.62",44.1,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO165","IO","MBH",-34.04368897,114.8988721,"20201016","7:23:00","South-west","C.IO.62",42.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO17","IO","MBH",-34.06368897,114.8763721,"20201016","8:07:00","South-west","C.IO.35",41.1,"Daphne","Yes","No","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO180","IO","MBH",-33.99618897,114.7038721,"20201123","12:36","South-west","C.IO.41",122,"Brooke Gibbons","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO184","IO","MBH",-34.04118897,114.9038721,"20201016","7:19:00","South-west","C.IO.62",45.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO189","IO","MBH",-33.98868897,114.6638721,"20201023","12:31:00","South-west","C.IO.40",139,"Daphne","Yes","No","RAW4","CON3","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO191","IO","MBH",-33.99868897,114.6713721,"20201023","12:20:00","South-west","C.IO.40",137,"Rachel","Yes","Yes","RAW4",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO192","IO","MBH",-33.98618897,114.6688721,"20201023","12:36:00","South-west","C.IO.40",138,"Rachel","Yes","Yes","RAW4","CON3","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO194","IO","MBH",-33.99618897,114.6638721,"20201023","12:24:00","South-west","C.IO.40",139,"Rachel","Yes","Yes","RAW4",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO195","IO","Legacy",-34.09368897,114.8588721,"20201016","9:57:00","South-west","C.IO.6",43.4,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO199","IO","Legacy",-34.08618897,114.8613721,"20201016","9:51:00","South-west","C.IO.6",42.1,"Claude","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO201","IO","Legacy",-34.05618897,114.8338721,"20201015","14:46:00","South-west","C.IO.5",45.3,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO204","IO","Legacy",-34.06618897,114.7863721,"20201015","10:35:00","South-west","C.IO.7",61.5,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO206","IO","Legacy",-34.06368897,114.7913721,"20201015","10:28:00","South-west","C.IO.7",58.2,"Daphne","Yes","No","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO207","IO","Legacy",-34.06118897,114.7863721,"20201015","10:23:00","South-west","C.IO.7",60.4,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO210","IO","Legacy",-34.09118897,114.8738721,"20201016","10:09:00","South-west","C.IO.6",43.5,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO211","IO","Legacy",-34.05618897,114.9063721,"20201029","10:42:00","South-west","C.IO.3",43.5,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IOC06","IO","Legacy",-34.048689,114.876372,"20201016","7:48:00","South-west","C.IO.65",41.5,"Ramesh","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO216","IO","Legacy",-34.06118897,114.9163721,"20201029","10:33:00","South-west","C.IO.3",47.5,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO217","IO","Legacy",-34.06618897,114.9188721,"20201016","12:43:00","South-west","C.IO.2",47.1,"Claude","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO218","IO","Legacy",-34.07368897,114.9213721,"20201016","12:28:00","South-west","C.IO.2",46.8,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO220","IO","Legacy",-34.05618897,114.8438721,"20201015","14:39:00","South-west","C.IO.5",43.7,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO222","IO","Legacy",-34.06618897,114.8313721,"20201015","14:54:00","South-west","C.IO.4",45,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO223","IO","Legacy",-34.07118897,114.8463721,"20201015","14:25:00","South-west","C.IO.4",42.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO224","IO","Legacy",-34.06118897,114.8388721,"20201015","14:35:00","South-west","C.IO.4",43.6,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO225","IO","Legacy",-34.07118897,114.8338721,"20201015","14:20:00","South-west","C.IO.4",44.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO226","IO","Legacy",-34.06368897,114.8438721,"20201015","14:32:00","South-west","C.IO.4",42.8,"Brooke Gibbons","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO227","IO","MBH",-33.99868897,114.7838721,"20201019","6:37:00","South-west","C.IO.42",52.9,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO228","IO","MBH",-34.00368897,114.7938721,"20201019","6:46:00","South-west","C.IO.42",50.4,"Rachel","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO229","IO","MBH",-33.99368897,114.7863721,"20201019","6:31:00","South-west","C.IO.42",53,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO235","IO","Legacy",-34.06618897,114.9138721,"20201016","12:49:00","South-west","C.IO.2",46.5,"Daphne","Yes","No","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO236","IO","Legacy",-34.08118897,114.9238721,"20201016","12:22:00","South-west","C.IO.1",46.8,"Hayley","Yes","Yes","RAW2",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO237","IO","Legacy",-34.08118897,114.9363721,"20201016","12:15:00","South-west","C.IO.1",43.2,"Hayley","Yes","Yes","RAW2","CON1","BRUV",NA,"Cape Freycinet Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","IO239","IO","Legacy",-34.09118897,114.9313721,"20201016","12:05:00","South-west","C.IO.1",45.9,"Hayley","Yes","Yes","RAW2","CON1","BRUV",NA,"Cape Freycinet Sanctuary Zone","No-take"
"2020-10_south-west_stereo-BRUVs","IO241","IO","MBH",-33.99368897,114.7913721,"20201019","6:26:00","South-west","C.IO.42",50.6,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO244","IO","MBH",-34.00368897,114.9063721,"20201019","11:35:00","South-west","C.IO.47",44.7,"Ramesh","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO245","IO","MBH",-34.00868897,114.9013721,"20201019","11:30:00","South-west","C.IO.47",42.3,"Ramesh","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO253","IO","MBH",-34.01368897,114.7038721,"20201123","12:15","South-west","C.IO.49",124,"Brooke Gibbons","Yes","Yes","RAW5","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO254","IO","MBH",-34.01868897,114.6963721,"20201123","12:10","South-west","C.IO.49",119,"Rachel","Yes","Yes","RAW5.5",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO258","IO","Legacy",-33.96618897,114.9138721,"20201019","12:05:00","South-west","C.IO.20",45.2,"Ramesh","Yes","Yes","RAW3","CON2","BRUV",NA,NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO259","IO","Legacy",-33.96868897,114.9213721,"20201019","12:00:00","South-west","C.IO.20",46.8,"Rachel","Yes","Yes","RAW3",NA,"BRUV",NA,NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO260","IO","Legacy",-33.97118897,114.9163721,"20201019","11:55:00","South-west","C.IO.20",46.3,"Rachel","Yes","Yes","RAW3",NA,"BRUV",NA,NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO261","IO","Legacy",-33.97618897,114.9213721,"20201019","11:46:00","South-west","C.IO.20",46.9,"Ramesh","Yes","Yes","RAW3","CON2","BRUV",NA,NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO262","IO","Legacy",-34.01368897,114.8738721,"20201019","9:46:00","South-west","C.IO.19",41.9,"Rachel","Yes","Yes","RAW3","CON2","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO263","IO","Legacy",-34.00868897,114.8788721,"20201019","9:52:00","South-west","C.IO.19",42.4,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO264","IO","Legacy",-34.01868897,114.8738721,"20201019","9:31:00","South-west","C.IO.19",42,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO266","IO","Legacy",-34.02118897,114.7588721,"20201015","8:06:00","South-west","C.IO.23",67.3,"Hayley","Yes","Yes","RAW2","CON1","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO267","IO","Legacy",-34.02618897,114.7638721,"20201015","8:11:00","South-west","C.IO.23",62.5,"Daphne","Yes","No","RAW2",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO269","IO","Legacy",-33.98868897,114.8138721,"20201019","7:18:00","South-west","C.IO.22",47.6,"Brooke Gibbons","Yes","Yes","RAW3","BU5.5","BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO272","IO","Legacy",-34.00868897,114.8138721,"20201019","6:56:00","South-west","C.IO.21",49.2,"Daphne","Yes","No","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO273","IO","Legacy",-33.99868897,114.8213721,"20201019","7:07:00","South-west","C.IO.22",44.9,"Rachel","Yes","Yes","RAW3",NA,"BRUV","Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_stereo-BRUVs","IO275","IO","Legacy",-34.09868897,114.6463721,"20201123","14:38","South-west","C.IO.15",140,"Daphne","Yes","No","RAW5","RAW5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO276","IO","Legacy",-34.10118897,114.6363721,"20201123","7:34","South-west","C.IO.15",140,"Rachel","Yes","Yes","RAW5.5",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO277","IO","Legacy",-34.10618897,114.6463721,"20201123","7:53","South-west","C.IO.15",139,"Brooke Gibbons","Yes","Yes","RAW5","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO278","IO","Legacy",-34.11118897,114.6388721,"20201123","7:45","South-west","C.IO.15",140,"Brooke Gibbons","Yes","Yes","RAW5","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO280","IO","Legacy",-34.08868897,114.6738721,"20201023","9:24:00","South-west","C.IO.14",139,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO290","IO","Legacy",-34.06868897,114.7188721,"20201023","7:07:00","South-west","C.IO.13",124,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO291","IO","Legacy",-34.08368897,114.7488721,"20201022","13:09:00","South-west","C.IO.12",109,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO293","IO","Legacy",-34.08868897,114.7588721,"20201022","12:55:00","South-west","C.IO.12",111,"Claude","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO294","IO","Legacy",-34.08368897,114.7538721,"20201022","13:04:00","South-west","C.IO.12",114,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO295","IO","Legacy",-34.10368897,114.7538721,"20201022","12:25:00","South-west","C.IO.11",109,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO297","IO","Legacy",-34.10618897,114.7488721,"20201022","12:21:00","South-west","C.IO.11",114,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO298","IO","Legacy",-34.07618897,114.6713721,"20201023","9:39:00","South-west","C.IO.14",138,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO299","IO","Legacy",-34.08118897,114.6763721,"20201023","9:32:00","South-west","C.IO.14",139,"Rachel","Yes","Yes","RAW4",NA,"BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO3","IO","MBH",-34.07618897,114.7838721,"20201015","12:03:00","South-west","C.IO.43",62,"Hayley","Yes","Yes","RAW2","CON1","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO300","IO","Legacy",-34.08618897,114.6688721,"20201123","7:18","South-west","C.IO.14",138,"Brooke Gibbons","Yes","Yes","RAW5","BU5.5","BRUV","National Park Zone",NA,"No-take"
"2020-10_south-west_stereo-BRUVs","IO302","IO","Legacy",-34.07118897,114.7238721,"20201023","7:13:00","South-west","C.IO.13",122,"Rachel","Yes","Yes","RAW4","CON3","BRUV","National Park Zone",NA,"No-take"
