GAB,unique_id,scientific,maxn,family,genus,species,campaignid,sample,latitude,longitude,date,time,location,status,site,depth,observer.count,successful.count,successful.length,method
609,2022-05_PtCloates_stereo-BRUVS_46,Lethrinidae Lethrinus rubrioperculatus,3,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,46,-22.693,113.5605,20220522,14:30:54,NA,NA,NA,79.5,Kaitlin McCloghry,Yes,Yes,BRUV
615,2022-05_PtCloates_stereo-BRUVS_55,Lethrinidae Lethrinus rubrioperculatus,3,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,55,-22.7564,113.529,20220520,9:48:49,NA,NA,NA,89.1,test video,Yes,Yes,BRUV
617,2022-05_PtCloates_stereo-BRUVS_58,Lethrinidae Lethrinus rubrioperculatus,3,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,58,-22.7056,113.5502,20220522,12:28:44,NA,NA,NA,90.9,Kaitlin McCloghry,Yes,Yes,BRUV
618,2022-05_PtCloates_stereo-BRUVS_59,Lethrinidae Lethrinus rubrioperculatus,3,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
623,2022-05_PtCloates_stereo-BRUVS_7,Lethrinidae Lethrinus rubrioperculatus,3,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,7,-22.7574,113.5382,20220520,9:36:32,NA,NA,NA,89.3,Kaitlin McCloghry,Yes,Yes,BRUV
567,2021-05_PtCloates_BRUVS_27,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2021-05_PtCloates_BRUVS,27,-22.7027,113.556,20210518,15:06:00,Point Cloates,No-take,NA,77.8,Gabby Cummins,Yes,Yes,BRUV
568,2021-05_PtCloates_BRUVS_6,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2021-05_PtCloates_BRUVS,6,-22.721,113.5465,20210518,14:41:00,Point Cloates,No-take,inNP.6,88.5,Charlotte Aston,Yes,Yes,BRUV
580,2022-05_PtCloates_stereo-BRUVS_19,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,19,-22.6847,113.5669,20220526,8:33:41,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
583,2022-05_PtCloates_stereo-BRUVS_21,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,21,-22.6893,113.5652,20220522,14:43:14,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
586,2022-05_PtCloates_stereo-BRUVS_24,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,24,-22.7426,113.5507,20220520,12:42:58,NA,NA,NA,79.3,Kaitlin McCloghry,Yes,Yes,BRUV
591,2022-05_PtCloates_stereo-BRUVS_29,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,29,-22.691,113.5564,20220522,14:54:59,NA,NA,NA,87.9,Henry Evans,Yes,Yes,BRUV
595,2022-05_PtCloates_stereo-BRUVS_32,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,32,-22.7239,113.5552,20220522,8:39:35,NA,NA,NA,78.3,Henry Evans,Yes,Yes,BRUV
600,2022-05_PtCloates_stereo-BRUVS_37,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
603,2022-05_PtCloates_stereo-BRUVS_40,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,40,-22.7522,113.5444,20220520,11:58:07,NA,NA,NA,84.1,Henry Evans,Yes,Yes,BRUV
604,2022-05_PtCloates_stereo-BRUVS_41,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,41,-22.7154,113.5479,20220522,10:21:59,NA,NA,NA,89.7,Henry Evans,Yes,Yes,BRUV
607,2022-05_PtCloates_stereo-BRUVS_44,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,44,-22.7482,113.549,20220520,12:17:32,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
610,2022-05_PtCloates_stereo-BRUVS_47,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
614,2022-05_PtCloates_stereo-BRUVS_52,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,52,-22.7635,113.5348,20220520,8:50:37,NA,NA,NA,91,Molly Gerrans,Yes,Yes,BRUV
616,2022-05_PtCloates_stereo-BRUVS_56,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,56,-22.7534,113.5302,20220520,10:09:08,NA,NA,NA,99.8,Kaitlin McCloghry,Yes,Yes,BRUV
622,2022-05_PtCloates_stereo-BRUVS_64,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,64,-22.7343,113.5508,20220520,14:30:16,NA,NA,NA,79.2,Kaitlin McCloghry,Yes,Yes,BRUV
625,2022-05_PtCloates_stereo-BRUVS_9,Lethrinidae Lethrinus rubrioperculatus,2,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,9,-22.6934,113.5571,20220522,14:27:15,NA,NA,NA,84.9,Henry Evans,Yes,Yes,BRUV
569,2021-05_PtCloates_BRUVS_7,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2021-05_PtCloates_BRUVS,7,-22.7287,113.5365,20210518,12:57:00,Point Cloates,No-take,inNP.7,100,Charlotte Aston,Yes,Yes,BRUV
570,2021-05_PtCloates_BRUVS_8,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2021-05_PtCloates_BRUVS,8,-22.6884,113.5563,20210518,15:12:00,Point Cloates,No-take,inNP.8,89.3,Charlotte Aston,Yes,Yes,BRUV
571,2022-05_PtCloates_stereo-BRUVS_1,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,1,-22.7221,113.5447,20220522,10:03:24,NA,NA,NA,93.9,Kaitlin McCloghry,Yes,Yes,BRUV
574,2022-05_PtCloates_stereo-BRUVS_13,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,13,-22.6872,113.5606,20220526,8:42:37,NA,NA,NA,82.1,Kaitlin McCloghry,Yes,Yes,BRUV
575,2022-05_PtCloates_stereo-BRUVS_14,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,14,-22.6876,113.5568,20220526,8:48:10,NA,NA,NA,90.5,Kaitlin McCloghry,Yes,Yes,BRUV
579,2022-05_PtCloates_stereo-BRUVS_18,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,18,-22.7101,113.5492,20220522,10:29:53,NA,NA,NA,91.5,Henry Evans,Yes,Yes,BRUV
584,2022-05_PtCloates_stereo-BRUVS_22,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,22,-22.7072,113.5554,20220522,10:42:04,NA,NA,NA,81.3,Henry Evans,Yes,Yes,BRUV
587,2022-05_PtCloates_stereo-BRUVS_25,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,25,-22.7053,113.5466,20220522,12:34:21,NA,NA,NA,99.5,Kaitlin McCloghry,Yes,Yes,BRUV
592,2022-05_PtCloates_stereo-BRUVS_3,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,3,-22.7379,113.5515,20220520,14:34:36,NA,NA,NA,78.3,Kaitlin McCloghry,Yes,Yes,BRUV
598,2022-05_PtCloates_stereo-BRUVS_35,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,35,-22.6987,113.551,20220522,12:46:10,NA,NA,NA,94.6,Kaitlin McCloghry,Yes,Yes,BRUV
601,2022-05_PtCloates_stereo-BRUVS_38,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,38,-22.6868,113.5642,20220526,8:38:39,NA,NA,NA,78.6,Kaitlin McCloghry,Yes,Yes,BRUV
605,2022-05_PtCloates_stereo-BRUVS_42,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,42,-22.6952,113.5537,20220522,12:51:14,NA,NA,NA,92.3,Kaitlin McCloghry,Yes,Yes,BRUV
620,2022-05_PtCloates_stereo-BRUVS_60,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,60,-22.7516,113.5386,20220520,12:05:02,NA,NA,NA,91,Kaitlin McCloghry,Yes,Yes,BRUV
621,2022-05_PtCloates_stereo-BRUVS_61,Lethrinidae Lethrinus rubrioperculatus,1,Lethrinidae,Lethrinus,rubrioperculatus,2022-05_PtCloates_stereo-BRUVS,61,-22.6779,113.5654,20220526,8:23:34,NA,NA,NA,79.8,Kaitlin McCloghry,Yes,Yes,BRUV
626,2022-05_PtCloates_stereo-BRUVS_52,Lethrinidae Lethrinus spp,1,Lethrinidae,Lethrinus,spp,2022-05_PtCloates_stereo-BRUVS,52,-22.7635,113.5348,20220520,8:50:37,NA,NA,NA,91,Molly Gerrans,Yes,Yes,BRUV
627,2022-05_PtCloates_stereo-BRUVS_59,Lethrinidae Lethrinus spp,1,Lethrinidae,Lethrinus,spp,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
629,2022-05_PtCloates_stereo-BRUVS_22,Lutjanidae Aphareus rutilans,3,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,22,-22.7072,113.5554,20220522,10:42:04,NA,NA,NA,81.3,Henry Evans,Yes,Yes,BRUV
628,2022-05_PtCloates_stereo-BRUVS_15,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,15,-22.6977,113.5561,20220522,12:55:29,NA,NA,NA,83.9,Kaitlin McCloghry,Yes,Yes,BRUV
630,2022-05_PtCloates_stereo-BRUVS_37,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
631,2022-05_PtCloates_stereo-BRUVS_47,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
632,2022-05_PtCloates_stereo-BRUVS_48,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,48,-22.696,113.5596,20220522,14:21:46,NA,NA,NA,80.2,Henry Evans,Yes,Yes,BRUV
633,2022-05_PtCloates_stereo-BRUVS_5,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,5,-22.7218,113.5506,20220522,8:50:54,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
634,2022-05_PtCloates_stereo-BRUVS_50,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
635,2022-05_PtCloates_stereo-BRUVS_51,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,51,-22.69,113.5609,20220522,14:49:13,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
636,2022-05_PtCloates_stereo-BRUVS_59,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
637,2022-05_PtCloates_stereo-BRUVS_6,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,6,-22.7459,113.5531,20220520,12:30:12,NA,NA,NA,74.3,Kaitlin McCloghry,Yes,Yes,BRUV
638,2022-05_PtCloates_stereo-BRUVS_60,Lutjanidae Aphareus rutilans,1,Lutjanidae,Aphareus,rutilans,2022-05_PtCloates_stereo-BRUVS,60,-22.7516,113.5386,20220520,12:05:02,NA,NA,NA,91,Kaitlin McCloghry,Yes,Yes,BRUV
639,2021-05_PtCloates_BRUVS_15,Lutjanidae Aprion virescens,1,Lutjanidae,Aprion,virescens,2021-05_PtCloates_BRUVS,15,-22.7461,113.5138,20210518,12:40:00,Point Cloates,Fished,outNP.3,130,Charlotte Aston,Yes,Yes,BRUV
640,2022-05_PtCloates_stereo-BRUVS_64,Lutjanidae Lutjanus lemniscatus,1,Lutjanidae,Lutjanus,lemniscatus,2022-05_PtCloates_stereo-BRUVS,64,-22.7343,113.5508,20220520,14:30:16,NA,NA,NA,79.2,Kaitlin McCloghry,Yes,Yes,BRUV
669,2022-05_PtCloates_stereo-BRUVS_56,Lutjanidae Lutjanus sebae,15,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,56,-22.7534,113.5302,20220520,10:09:08,NA,NA,NA,99.8,Kaitlin McCloghry,Yes,Yes,BRUV
662,2022-05_PtCloates_stereo-BRUVS_46,Lutjanidae Lutjanus sebae,5,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,46,-22.693,113.5605,20220522,14:30:54,NA,NA,NA,79.5,Kaitlin McCloghry,Yes,Yes,BRUV
650,2022-05_PtCloates_stereo-BRUVS_27,Lutjanidae Lutjanus sebae,3,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,27,-22.7254,113.5459,20220522,8:31:16,NA,NA,NA,90.4,Kaitlin McCloghry,Yes,Yes,BRUV
664,2022-05_PtCloates_stereo-BRUVS_50,Lutjanidae Lutjanus sebae,3,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
642,2021-05_PtCloates_BRUVS_15,Lutjanidae Lutjanus sebae,2,Lutjanidae,Lutjanus,sebae,2021-05_PtCloates_BRUVS,15,-22.7461,113.5138,20210518,12:40:00,Point Cloates,Fished,outNP.3,130,Charlotte Aston,Yes,Yes,BRUV
645,2021-05_PtCloates_BRUVS_4,Lutjanidae Lutjanus sebae,2,Lutjanidae,Lutjanus,sebae,2021-05_PtCloates_BRUVS,4,-22.6937,113.5413,20210518,15:00:00,Point Cloates,No-take,inNP.4,110,Charlotte Aston,Yes,Yes,BRUV
651,2022-05_PtCloates_stereo-BRUVS_28,Lutjanidae Lutjanus sebae,2,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,28,-22.6987,113.5625,20220522,13:05:17,NA,NA,NA,76.3,Kaitlin McCloghry,Yes,Yes,BRUV
663,2022-05_PtCloates_stereo-BRUVS_47,Lutjanidae Lutjanus sebae,2,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
675,2022-05_PtCloates_stereo-BRUVS_9,Lutjanidae Lutjanus sebae,2,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,9,-22.6934,113.5571,20220522,14:27:15,NA,NA,NA,84.9,Henry Evans,Yes,Yes,BRUV
641,2021-05_PtCloates_BRUVS_12,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2021-05_PtCloates_BRUVS,12,-22.7262,113.5214,20210518,12:48:00,Point Cloates,No-take,inNP.12,126,Charlotte Aston,Yes,Yes,BRUV
643,2021-05_PtCloates_BRUVS_2,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2021-05_PtCloates_BRUVS,2,-22.7108,113.5386,20210518,14:46:00,Point Cloates,No-take,inNP.2,104,Charlotte Aston,Yes,Yes,BRUV
644,2021-05_PtCloates_BRUVS_3,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2021-05_PtCloates_BRUVS,3,-22.7087,113.5263,20210518,14:51:00,Point Cloates,No-take,inNP.3,129,Charlotte Aston,Yes,Yes,BRUV
646,2022-05_PtCloates_stereo-BRUVS_12,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,12,-22.7505,113.5476,20220520,12:11:27,NA,NA,NA,80.5,Henry Evans,Yes,Yes,BRUV
647,2022-05_PtCloates_stereo-BRUVS_13,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,13,-22.6872,113.5606,20220526,8:42:37,NA,NA,NA,82.1,Kaitlin McCloghry,Yes,Yes,BRUV
648,2022-05_PtCloates_stereo-BRUVS_18,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,18,-22.7101,113.5492,20220522,10:29:53,NA,NA,NA,91.5,Henry Evans,Yes,Yes,BRUV
649,2022-05_PtCloates_stereo-BRUVS_22,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,22,-22.7072,113.5554,20220522,10:42:04,NA,NA,NA,81.3,Henry Evans,Yes,Yes,BRUV
652,2022-05_PtCloates_stereo-BRUVS_30,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,30,-22.7058,113.5588,20220522,10:47:54,NA,NA,NA,78.5,Kaitlin McCloghry,Yes,Yes,BRUV
653,2022-05_PtCloates_stereo-BRUVS_31,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,31,-22.7542,113.5424,20220520,10:27:48,NA,NA,NA,82.3,Kaitlin McCloghry,Yes,Yes,BRUV
654,2022-05_PtCloates_stereo-BRUVS_32,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,32,-22.7239,113.5552,20220522,8:39:35,NA,NA,NA,78.3,Henry Evans,Yes,Yes,BRUV
655,2022-05_PtCloates_stereo-BRUVS_33,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,33,-22.719,113.549,20220522,10:09:30,NA,NA,NA,85.4,Kaitlin McCloghry,Yes,Yes,BRUV
656,2022-05_PtCloates_stereo-BRUVS_36,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,36,-22.7318,113.5477,20220520,14:25:23,NA,NA,NA,83.2,Henry Evans,Yes,Yes,BRUV
657,2022-05_PtCloates_stereo-BRUVS_37,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
658,2022-05_PtCloates_stereo-BRUVS_39,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,39,-22.7105,113.5539,20220522,10:35:24,NA,NA,NA,78.9,Kaitlin McCloghry,Yes,Yes,BRUV
659,2022-05_PtCloates_stereo-BRUVS_4,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,4,-22.7337,113.5555,20220520,14:40:43,NA,NA,NA,73.9,Kaitlin McCloghry,Yes,Yes,BRUV
660,2022-05_PtCloates_stereo-BRUVS_40,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,40,-22.7522,113.5444,20220520,11:58:07,NA,NA,NA,84.1,Henry Evans,Yes,Yes,BRUV
661,2022-05_PtCloates_stereo-BRUVS_44,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,44,-22.7482,113.549,20220520,12:17:32,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
665,2022-05_PtCloates_stereo-BRUVS_51,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,51,-22.69,113.5609,20220522,14:49:13,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
666,2022-05_PtCloates_stereo-BRUVS_52,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,52,-22.7635,113.5348,20220520,8:50:37,NA,NA,NA,91,Molly Gerrans,Yes,Yes,BRUV
667,2022-05_PtCloates_stereo-BRUVS_54,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,54,-22.7654,113.5392,20220520,8:32:36,NA,NA,NA,83.1,Molly Gerrans,Yes,Yes,BRUV
668,2022-05_PtCloates_stereo-BRUVS_55,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,55,-22.7564,113.529,20220520,9:48:49,NA,NA,NA,89.1,test video,Yes,Yes,BRUV
670,2022-05_PtCloates_stereo-BRUVS_57,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,57,-22.6751,113.561,20220526,8:11:51,NA,NA,NA,88.2,Kaitlin McCloghry,Yes,Yes,BRUV
671,2022-05_PtCloates_stereo-BRUVS_59,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
672,2022-05_PtCloates_stereo-BRUVS_60,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,60,-22.7516,113.5386,20220520,12:05:02,NA,NA,NA,91,Kaitlin McCloghry,Yes,Yes,BRUV
673,2022-05_PtCloates_stereo-BRUVS_62,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,62,-22.7375,113.542,20220520,14:11:26,NA,NA,NA,90.1,Henry Evans,Yes,Yes,BRUV
674,2022-05_PtCloates_stereo-BRUVS_7,Lutjanidae Lutjanus sebae,1,Lutjanidae,Lutjanus,sebae,2022-05_PtCloates_stereo-BRUVS,7,-22.7574,113.5382,20220520,9:36:32,NA,NA,NA,89.3,Kaitlin McCloghry,Yes,Yes,BRUV
677,2021-05_PtCloates_BRUVS_15,Lutjanidae Pristipomoides filamentosus,19,Lutjanidae,Pristipomoides,filamentosus,2021-05_PtCloates_BRUVS,15,-22.7461,113.5138,20210518,12:40:00,Point Cloates,Fished,outNP.3,130,Charlotte Aston,Yes,Yes,BRUV
676,2021-05_PtCloates_BRUVS_1,Lutjanidae Pristipomoides filamentosus,8,Lutjanidae,Pristipomoides,filamentosus,2021-05_PtCloates_BRUVS,1,-22.696,113.5315,20210518,14:56:00,Point Cloates,No-take,inNP.1,129,Charlotte Aston/Henry Evans,Yes,Yes,BRUV
678,2021-05_PtCloates_BRUVS_3,Lutjanidae Pristipomoides filamentosus,5,Lutjanidae,Pristipomoides,filamentosus,2021-05_PtCloates_BRUVS,3,-22.7087,113.5263,20210518,14:51:00,Point Cloates,No-take,inNP.3,129,Charlotte Aston,Yes,Yes,BRUV
681,2021-05_PtCloates_BRUVS_7,Lutjanidae Pristipomoides multidens,8,Lutjanidae,Pristipomoides,multidens,2021-05_PtCloates_BRUVS,7,-22.7287,113.5365,20210518,12:57:00,Point Cloates,No-take,inNP.7,100,Charlotte Aston,Yes,Yes,BRUV
682,2021-05_PtCloates_BRUVS_8,Lutjanidae Pristipomoides multidens,4,Lutjanidae,Pristipomoides,multidens,2021-05_PtCloates_BRUVS,8,-22.6884,113.5563,20210518,15:12:00,Point Cloates,No-take,inNP.8,89.3,Charlotte Aston,Yes,Yes,BRUV
683,2022-05_PtCloates_stereo-BRUVS_44,Lutjanidae Pristipomoides multidens,2,Lutjanidae,Pristipomoides,multidens,2022-05_PtCloates_stereo-BRUVS,44,-22.7482,113.549,20220520,12:17:32,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
679,2021-05_PtCloates_BRUVS_1,Lutjanidae Pristipomoides multidens,1,Lutjanidae,Pristipomoides,multidens,2021-05_PtCloates_BRUVS,1,-22.696,113.5315,20210518,14:56:00,Point Cloates,No-take,inNP.1,129,Charlotte Aston/Henry Evans,Yes,Yes,BRUV
680,2021-05_PtCloates_BRUVS_22,Lutjanidae Pristipomoides multidens,1,Lutjanidae,Pristipomoides,multidens,2021-05_PtCloates_BRUVS,22,-22.7812,113.4964,20210518,12:19:00,Point Cloates,Fished,outNP.10,138,Charlotte Aston,Yes,Yes,BRUV
690,2021-05_PtCloates_BRUVS_2,Lutjanidae Pristipomoides sp1,17,Lutjanidae,Pristipomoides,sp1,2021-05_PtCloates_BRUVS,2,-22.7108,113.5386,20210518,14:46:00,Point Cloates,No-take,inNP.2,104,Charlotte Aston,Yes,Yes,BRUV
722,2022-05_PtCloates_stereo-BRUVS_56,Lutjanidae Pristipomoides sp1,17,Lutjanidae,Pristipomoides,sp1,2022-05_PtCloates_stereo-BRUVS,56,-22.7534,113.5302,20220520,10:09:08,NA,NA,NA,99.8,Kaitlin McCloghry,Yes,Yes,BRUV
