"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","observer.count","successful.count","successful.length"
"2021-05_PtCloates_BRUVS.23","2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",167.71049,1680.7932,-22.7362,113.4887,20210519,08:42:00,"Point Cloates","Fished","outNP.11",204,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.23","2021-05_PtCloates_BRUVS",23,"Sparidae","Dentex","spp",154.04352,1206.24521,-22.7362,113.4887,20210519,08:42:00,"Point Cloates","Fished","outNP.11",204,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.23","2021-05_PtCloates_BRUVS",23,"Synodontidae","Saurida","undosquamis",453.48404,2384.0833,-22.7362,113.4887,20210519,08:42:00,"Point Cloates","Fished","outNP.11",204,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.25","2021-05_PtCloates_BRUVS",25,"Labridae","Bodianus","solatus",355.83383,3939.22332,-22.7937,113.4939,20210518,12:11:00,"Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.25","2021-05_PtCloates_BRUVS",25,"Lethrinidae","Gymnocranius","sp1",400.40971,3197.58318,-22.7937,113.4939,20210518,12:11:00,"Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.25","2021-05_PtCloates_BRUVS",25,"Lethrinidae","Gymnocranius","sp1",343.28293,2042.69139,-22.7937,113.4939,20210518,12:11:00,"Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.25","2021-05_PtCloates_BRUVS",25,"Lethrinidae","Lethrinus","miniatus",450.14363,1150.72827,-22.7937,113.4939,20210518,12:11:00,"Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.25","2021-05_PtCloates_BRUVS",25,"Lutjanidae","Pristipomoides","sp1",346.2516,4416.53664,-22.7937,113.4939,20210518,12:11:00,"Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.25","2021-05_PtCloates_BRUVS",25,"Lutjanidae","Pristipomoides","sp1",442.64952,5265.25259,-22.7937,113.4939,20210518,12:11:00,"Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Carcharhinidae","Carcharhinus","plumbeus",1411.28172,4491.12078,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",143.40833,1263.10509,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",135.33888,1240.60004,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",133.99611,1563.11162,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",138.40456,1762.87207,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",170.5191,1828.17954,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",134.96394,1904.19346,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",128.20972,1909.09115,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",130.55564,1697.59741,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",128.69882,2166.9719,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",129.80578,1470.62651,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",137.22229,2042.58977,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",146.37071,1955.42301,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",171.72064,1285.8997,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",120.86585,1803.62913,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",125.79946,1572.07643,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",139.84331,1201.47141,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",128.37547,1266.72276,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",140.62548,755.20723,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",151.39378,838.51411,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",139.43758,1181.31701,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",170.9438,1467.15807,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",155.64358,1497.46298,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",149.21368,944.90105,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",147.37616,2126.69467,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",135.6799,2622.50622,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",140.74568,1800.62185,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Sparidae","Dentex","spp",151.11407,1430.52707,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.26","2021-05_PtCloates_BRUVS",26,"Synodontidae","Saurida","undosquamis",434.08181,1202.92806,-22.7537,113.4763,20210519,08:59:00,"Point Cloates","Fished","outNP.14",209,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Labridae","Oxycheilinus","orientalis",63.57887,919.10276,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Labridae","Suezichthys","cyanolaemus",39.57585,1002.54329,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Lethrinidae","Gymnocranius","sp1",474.2866,1534.41134,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Lethrinidae","Lethrinus","ravus",318.4784,1320.98554,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Lethrinidae","Lethrinus","rubrioperculatus",385.16764,2168.11019,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Lethrinidae","Lethrinus","rubrioperculatus",294.39976,1119.72675,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Nemipteridae","Pentapodus","nagasakiensis",236.64241,707.82889,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Pinguipedidae","Parapercis","nebulosa",70.08282,1183.52375,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.27","2021-05_PtCloates_BRUVS",27,"Pinguipedidae","Parapercis","nebulosa",75.37882,1217.75478,-22.7027,113.556,20210518,15:06:00,"Point Cloates","No-take","NA",77.8,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Carangidae","Carangoides","chrysophrys",530.80075,3457.25423,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Carangidae","Carangoides","chrysophrys",439.17619,3672.08167,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Carangidae","Carangoides","chrysophrys",333.70802,4525.51122,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Carangidae","Decapterus","spp",245.71899,2776.25703,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Gymnocranius","sp1",375.28774,2021.44022,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Lethrinus","miniatus",359.86715,1352.17354,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Lethrinus","miniatus",347.57587,1562.18087,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Lethrinus","miniatus",395.56796,1133.49924,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Lethrinus","miniatus",355.71333,1345.28322,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Lethrinus","miniatus",408.40932,1410.80392,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lethrinidae","Lethrinus","miniatus",433.78306,1505.38895,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lutjanidae","Lutjanus","sebae",585.40385,2602.91443,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lutjanidae","Pristipomoides","sp1",490.00118,2385.01028,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Lutjanidae","Pristipomoides","sp1",405.34872,1994.85221,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.3","2021-05_PtCloates_BRUVS",3,"Tetraodontidae","Lagocephalus","lunaris",642.67221,2877.67327,-22.7087,113.5263,20210518,14:51:00,"Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Carcharhinidae","Carcharhinus","macloti",733.79302,2793.37238,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lethrinidae","Gymnocranius","sp1",202.80413,2939.45969,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lethrinidae","Lethrinus","miniatus",382.99138,1651.29277,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lethrinidae","Lethrinus","miniatus",389.8849,1534.18975,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lethrinidae","Lethrinus","miniatus",446.74694,1325.48363,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lethrinidae","Lethrinus","miniatus",451.75343,1402.55799,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lutjanidae","Lutjanus","sebae",470.09444,1005.55631,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lutjanidae","Lutjanus","sebae",665.00403,1452.47785,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lutjanidae","Pristipomoides","sp1",454.84495,3419.11775,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lutjanidae","Pristipomoides","sp1",420.84929,2022.7188,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lutjanidae","Pristipomoides","sp1",414.76894,2698.87312,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.4","2021-05_PtCloates_BRUVS",4,"Lutjanidae","Pristipomoides","sp1",439.58095,2949.07004,-22.6937,113.5413,20210518,15:00:00,"Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Scombridae","Scomberomorus","spp",959.80251,4671.35462,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",181.0229,992.90122,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",157.95602,1228.64526,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",142.48087,1473.38682,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",176.26042,1399.16569,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",160.29744,1235.49807,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",209.01576,2244.35237,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",178.36902,1871.31961,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",140.7707,1444.45109,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",136.73381,1755.80314,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",192.51958,1063.17956,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",148.63887,2184.06106,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",174.64558,1227.80866,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",198.40883,1507.06281,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",181.66177,1213.28084,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",185.17806,1583.36283,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",204.10045,2869.44254,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",141.54135,945.77763,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",138.73185,1519.00937,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",223.70018,2405.55523,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",141.32519,1518.55215,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",141.20838,2305.31896,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",198.78021,1801.44781,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",170.03668,1145.22375,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",203.25193,1461.20597,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",152.6592,2069.12452,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",192.47974,799.10998,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",187.34416,1610.9855,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",183.34547,1147.50218,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",206.14807,1390.27181,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",204.59383,1385.34855,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",162.25657,2279.50477,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Sparidae","Dentex","spp",149.29173,1199.41896,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.5","2021-05_PtCloates_BRUVS",5,"Triakidae","Mustelus","ravidus",901.99081,2402.2072,-22.6837,113.5139,20210519,07:59:00,"Point Cloates","No-take","inNP.5",206,"Gabby Cummins","Yes","Yes"
"2021-05_PtCloates_BRUVS.6","2021-05_PtCloates_BRUVS",6,"Carangidae","Carangoides","chrysophrys",643.63784,2670.49474,-22.721,113.5465,20210518,14:41:00,"Point Cloates","No-take","inNP.6",88.5,"Charlotte Aston","Yes","Yes"
