"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","observer.count","successful.count","successful.length"
"2022-05_PtCloates_stereo-BRUVS.30","2022-05_PtCloates_stereo-BRUVS",30,"Serranidae","Epinephelus","areolatus",255.04666,1710.23699,-22.7058,113.5588,20220522,10:47:54,"NA","NA","NA",78.5,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.30","2022-05_PtCloates_stereo-BRUVS",30,"Serranidae","Epinephelus","areolatus",357.36748,2544.64229,-22.7058,113.5588,20220522,10:47:54,"NA","NA","NA",78.5,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.30","2022-05_PtCloates_stereo-BRUVS",30,"Serranidae","Epinephelus","areolatus",264.03525,2124.16647,-22.7058,113.5588,20220522,10:47:54,"NA","NA","NA",78.5,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Balistidae","Sufflamen","fraenatum",288.33997,2166.00021,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","chrysophrys",428.33727,1793.42271,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","fulvoguttatus",366.88767,2669.96431,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","fulvoguttatus",320.70784,2623.55538,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","fulvoguttatus",358.82407,2391.54991,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Carangidae","Carangoides","fulvoguttatus",347.92934,3073.00088,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Gymnocranius","sp1",431.07513,3099.18011,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","miniatus",409.71515,1372.77612,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",340.79138,1271.74213,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",294.08046,1630.37031,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",338.70063,1454.34902,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",344.10562,1709.12392,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",357.62984,1895.45751,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lethrinidae","Lethrinus","rubrioperculatus",364.27388,946.92705,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Lutjanidae","Lutjanus","sebae",746.06781,1527.27928,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Nemipteridae","Pentapodus","nagasakiensis",91.98094,1269.53343,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Nemipteridae","Pentapodus","nagasakiensis",112.44762,1541.22981,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.31","2022-05_PtCloates_stereo-BRUVS",31,"Serranidae","Variola","louti",564.47462,4137.51111,-22.7542,113.5424,20220520,10:27:48,"NA","NA","NA",82.3,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Balistidae","Abalistes","filamentosus",306.66975,1521.03701,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Balistidae","Sufflamen","fraenatum",298.51427,2732.09174,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Carangidae","Carangoides","chrysophrys",476.67886,3131.88065,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Carangidae","Carangoides","fulvoguttatus",349.23561,1196.90329,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Carangidae","Carangoides","fulvoguttatus",363.055,1813.21577,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Carcharhinidae","Loxodon","macrorhinus",591.09186,3135.17125,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Labridae","Coris","caudimacula",37.72989,1595.36639,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Gymnocranius","euanus",481.80199,2920.80364,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Gymnocranius","sp1",476.82288,3194.62423,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Gymnocranius","sp1",521.81719,4735.20182,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Gymnocranius","sp1",403.91974,3420.16984,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Lethrinus","rubrioperculatus",348.99256,1522.50388,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lethrinidae","Lethrinus","rubrioperculatus",309.20479,1522.9008,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lutjanidae","Lutjanus","sebae",489.88298,1309.71286,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Lutjanidae","Pristipomoides","sp1",463.5643,1430.71222,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Muraenidae","Gymnothorax","pseudothyrsoideus",464.37702,1915.936,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Nemipteridae","Pentapodus","nagasakiensis",104.10942,2990.52858,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.32","2022-05_PtCloates_stereo-BRUVS",32,"Nemipteridae","Pentapodus","nagasakiensis",134.96844,2664.81888,-22.7239,113.5552,20220522,08:39:35,"NA","NA","NA",78.3,"Henry Evans","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Acanthuridae","Naso","hexacanthus",566.60762,2957.96972,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Carangidae","Decapterus","spp",419.47176,4878.99257,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Carangidae","Decapterus","spp",317.16237,5830.55275,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Carangidae","Decapterus","spp",307.5804,3752.6452,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Carangidae","Decapterus","spp",300.86607,4322.92594,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Carcharhinidae","Carcharhinus","albimarginatus",690.47014,1435.85411,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","euanus",455.42751,1455.94215,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",265.71059,3191.61949,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",254.66741,2479.39294,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",177.55523,2386.97612,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",338.10088,2554.02742,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",196.7363,2200.43301,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Gymnocranius","sp1",237.97627,2001.98342,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Lethrinus","rubrioperculatus",350.78655,1388.2117,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Lethrinus","rubrioperculatus",309.78659,1335.74093,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lethrinidae","Lethrinus","rubrioperculatus",325.53322,1683.30873,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lutjanidae","Lutjanus","sebae",575.1578,1316.79734,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lutjanidae","Pristipomoides","spp",323.60914,1775.43433,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Lutjanidae","Pristipomoides","spp",331.14514,1633.64768,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Mullidae","Parupeneus","heptacanthus",216.74489,3887.09448,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Mullidae","Parupeneus","heptacanthus",216.46462,3400.44589,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Nemipteridae","Nemipterus","virgatus",190.2189,1850.86476,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Sparidae","Argyrops","spinifer",335.75519,1714.17205,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.33","2022-05_PtCloates_stereo-BRUVS",33,"Sphyraenidae","Sphyraena","forsteri",427.79987,3001.12249,-22.719,113.549,20220522,10:09:30,"NA","NA","NA",85.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Carangidae","Carangoides","chrysophrys",343.15832,2713.85056,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Carangidae","Carangoides","fulvoguttatus",651.14019,3903.54032,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Gymnocranius","sp1",453.63408,3585.56212,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Lethrinus","miniatus",454.42899,4179.28646,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Lethrinus","rubrioperculatus",377.8018,1792.59036,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Lethrinus","rubrioperculatus",370.06042,2170.45385,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lethrinidae","Lethrinus","rubrioperculatus",344.94579,3311.98026,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lutjanidae","Pristipomoides","sp1",527.23453,2586.75534,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Lutjanidae","Pristipomoides","sp1",499.91549,1447.98636,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Nemipteridae","Pentapodus","nagasakiensis",71.58842,1233.67402,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Nemipteridae","Pentapodus","nagasakiensis",97.66474,1356.76655,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Nemipteridae","Pentapodus","nagasakiensis",128.54085,1643.92256,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.34","2022-05_PtCloates_stereo-BRUVS",34,"Nemipteridae","Pentapodus","nagasakiensis",109.91127,1414.98266,-22.6928,113.5645,20220522,14:38:27,"NA","NA","NA",76.4,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Carangidae","Carangoides","chrysophrys",297.83553,5277.80374,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Carangidae","Carangoides","fulvoguttatus",614.26525,1443.11008,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Carangidae","Seriola","rivoliana",476.32746,1977.98757,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Carcharhinidae","Carcharhinus","albimarginatus",711.80949,3205.95569,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Echeneidae","Echeneis","naucrates",513.08764,2507.89281,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Labridae","Choerodon","sp1",120.96131,2348.19666,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","euanus",346.96578,1916.82199,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","sp1",217.09683,2925.82724,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","sp1",248.72354,1970.67391,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","sp1",369.57734,2849.42102,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","sp1",314.28915,2136.80477,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Gymnocranius","sp1",415.77097,1151.21628,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Lethrinus","miniatus",485.26541,1571.29828,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Lethrinus","miniatus",464.74547,1501.10689,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Lethrinus","miniatus",418.54729,1459.21968,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lethrinidae","Lethrinus","rubrioperculatus",349.12424,1413.05792,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lutjanidae","Pristipomoides","sp1",498.93654,2190.7127,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lutjanidae","Pristipomoides","sp1",435.69073,2310.34102,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lutjanidae","Pristipomoides","sp1",463.1018,1881.31862,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lutjanidae","Pristipomoides","sp1",521.76072,957.96848,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Lutjanidae","Pristipomoides","sp1",492.96795,1241.67842,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Malacanthidae","Malacanthus","brevirostris",260.67452,4116.47222,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Malacanthidae","Malacanthus","brevirostris",197.58659,3074.7097,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Nemipteridae","Nemipterus","spp",158.98903,1952.23779,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Pinguipedidae","Parapercis","nebulosa",112.23698,2600.05006,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.35","2022-05_PtCloates_stereo-BRUVS",35,"Pinguipedidae","Parapercis","nebulosa",87.20256,2299.12806,-22.6987,113.551,20220522,12:46:10,"NA","NA","NA",94.6,"Kaitlin McCloghry","Yes","Yes"
"2022-05_PtCloates_stereo-BRUVS.36","2022-05_PtCloates_stereo-BRUVS",36,"Carangidae","Carangoides","chrysophrys",450.90087,4201.36061,-22.7318,113.5477,20220520,14:25:23,"NA","NA","NA",83.2,"Henry Evans","Yes","Yes"
