"sample","family","genus","species","length","range","number","mass.g","length.cm","campaignid","latitude","longitude","date.time","location","status","depth","successful.count","successful.length","id"
"217","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Labridae","Bodianus","solatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Labridae","Coris","caudimacula",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Labridae","Labroides","dimidiatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Labridae","Suezichthys","cyanolaemus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Lethrinidae","Lethrinus","ravus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Lethrinidae","Lethrinus","rubrioperculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Lutjanidae","Aphareus","rutilans",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Lutjanidae","Lutjanus","lemniscatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Microdesmidae","Ptereleotris","heteroptera",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Mullidae","Parupeneus","cyclostomus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Mullidae","Parupeneus","spilurus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Nemipteridae","Pentapodus","nagasakiensis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Pinguipedidae","Parapercis","nebulosa",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Pomacentridae","Amblypomacentrus","breviceps",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Serranidae","Cephalopholis","sonnerati",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Serranidae","Epinephelus","multinotatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"217","Serranidae","Pseudanthias","georgei",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7179,113.5593,2022-05-25 05:28:40,"Point Cloates","No-take",73.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.217"
"218","Apogonidae","Ostorhinchus","aureus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Balistidae","Sufflamen","fraenatum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Balistidae","Xanthichthys","lineopunctatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Caesionidae","Pterocaesio","chrysozona",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Carangidae","Carangoides","fulvoguttatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Carangidae","Carangoides","gymnostethus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Carangidae","Gnathanodon","speciosus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Chaetodontidae","Chaetodon","assarius",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Chaetodontidae","Heniochus","acuminatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Chaetodontidae","Heniochus","diphreutes",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Cirrhitidae","Cyprinocirrhites","polyactis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Holocentridae","Sargocentron","rubrum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Labridae","Bodianus","solatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Labridae","Coris","caudimacula",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Labridae","Labroides","dimidiatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Labridae","Suezichthys","cyanolaemus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Lethrinidae","Lethrinus","ravus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Lethrinidae","Lethrinus","rubrioperculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Lutjanidae","Aphareus","rutilans",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Lutjanidae","Lutjanus","lemniscatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Microdesmidae","Ptereleotris","heteroptera",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Mullidae","Parupeneus","cyclostomus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Mullidae","Parupeneus","spilurus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Nemipteridae","Pentapodus","nagasakiensis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Pinguipedidae","Parapercis","nebulosa",NA,3304.07585,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Pinguipedidae","Parapercis","nebulosa",NA,3201.56077,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Pinguipedidae","Parapercis","nebulosa",NA,3203.81115,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Pomacentridae","Amblypomacentrus","breviceps",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Serranidae","Cephalopholis","sonnerati",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Serranidae","Epinephelus","multinotatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"218","Serranidae","Pseudanthias","georgei",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.726,113.5411,2022-05-25 03:55:43,"Point Cloates","No-take",97.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.218"
"219","Apogonidae","Ostorhinchus","aureus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Balistidae","Sufflamen","fraenatum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Balistidae","Xanthichthys","lineopunctatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Caesionidae","Pterocaesio","chrysozona",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Carangidae","Carangoides","chrysophrys",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Carangidae","Carangoides","fulvoguttatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Carangidae","Carangoides","gymnostethus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Carangidae","Gnathanodon","speciosus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Chaetodontidae","Chaetodon","assarius",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Chaetodontidae","Heniochus","acuminatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Chaetodontidae","Heniochus","diphreutes",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Cirrhitidae","Cyprinocirrhites","polyactis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Holocentridae","Sargocentron","rubrum",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Labridae","Bodianus","solatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Labridae","Coris","caudimacula",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Labridae","Labroides","dimidiatus",NA,5215.79492,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Labridae","Suezichthys","cyanolaemus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Lethrinidae","Lethrinus","ravus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Lethrinidae","Lethrinus","rubrioperculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Lutjanidae","Aphareus","rutilans",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Lutjanidae","Lutjanus","lemniscatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Microdesmidae","Ptereleotris","heteroptera",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Mullidae","Parupeneus","cyclostomus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Mullidae","Parupeneus","spilurus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Nemipteridae","Pentapodus","nagasakiensis",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Pinguipedidae","Parapercis","nebulosa",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Pomacentridae","Amblypomacentrus","breviceps",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Cephalopholis","sonnerati",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Epinephelus","multinotatus",NA,NA,0,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Pseudanthias","georgei",95.04599,2638.37796,1,9.39547514348122,9.504599,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Pseudanthias","georgei",NA,2978.48724,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Pseudanthias","georgei",NA,3868.05445,2,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Pseudanthias","georgei",NA,6365.99904,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
"219","Serranidae","Pseudanthias","georgei",NA,7297.10334,1,NA,NA,"2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,2022-05-21 08:11:52,"Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219"
