"campaignid","sample","family","genus","species","length","number","range"
"2021-05_PtCloates_BRUVS",18,"Sparidae","Dentex","spp",151.61688,1,1356.22852
"2021-05_PtCloates_BRUVS",18,"Sparidae","Dentex","spp",167.51929,1,2375.31277
"2021-05_PtCloates_BRUVS",18,"Sparidae","Dentex","spp",143.94648,1,1205.91808
"2021-05_PtCloates_BRUVS",18,"Sparidae","Dentex","spp",145.2488,1,1178.5282
"2021-05_PtCloates_BRUVS",18,"Sparidae","Dentex","spp",158.58285,1,1336.77252
"2021-05_PtCloates_BRUVS",18,"Tetraodontidae","Lagocephalus","lunaris",548.12504,1,1029.83048
"2021-05_PtCloates_BRUVS",18,"Carcharhinidae","Carcharhinus","plumbeus",943.88638,1,1592.94603
"2021-05_PtCloates_BRUVS",2,"Pinguipedidae","Parapercis","nebulosa",171.51612,1,1155.27677
"2021-05_PtCloates_BRUVS",2,"Mullidae","Parupeneus","chrysopleuron",169.94285,1,3591.56062
"2021-05_PtCloates_BRUVS",2,"Carangidae","Carangoides","chrysophrys",472.2091,1,3849.1692
"2021-05_PtCloates_BRUVS",2,"Serranidae","Epinephelus","areolatus",255.19363,1,1772.59958
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Lutjanus","sebae",737.81248,1,3094.91085
"2021-05_PtCloates_BRUVS",2,"Lethrinidae","Lethrinus","miniatus",443.63773,1,2094.07988
"2021-05_PtCloates_BRUVS",2,"Lethrinidae","Lethrinus","miniatus",380.52236,1,1611.17793
"2021-05_PtCloates_BRUVS",2,"Lethrinidae","Lethrinus","miniatus",466.6592,1,1300.68054
"2021-05_PtCloates_BRUVS",2,"Lethrinidae","Lethrinus","miniatus",475.72515,1,1311.89618
"2021-05_PtCloates_BRUVS",2,"Serranidae","Epinephelus","areolatus",385.34533,1,1229.77141
"2021-05_PtCloates_BRUVS",2,"Serranidae","Epinephelus","rivulatus",302.21056,1,1497.47452
"2021-05_PtCloates_BRUVS",2,"Sphyraenidae","Sphyraena","spp",671.15624,1,4655.75597
"2021-05_PtCloates_BRUVS",2,"Lethrinidae","Gymnocranius","sp1",260.58343,1,1900.30918
"2021-05_PtCloates_BRUVS",2,"Lethrinidae","Gymnocranius","sp1",276.93865,1,1783.49543
"2021-05_PtCloates_BRUVS",2,"Labridae","Bodianus","solatus",291.85766,1,2017.74707
"2021-05_PtCloates_BRUVS",2,"Labridae","Bodianus","solatus",241.21393,1,1737.33592
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",229.53812,1,1013.19381
"2021-05_PtCloates_BRUVS",2,"Lutjanidae","Pristipomoides","sp1",228.33794,1,2370.85149
