"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"12","20220519_BOTTOM_2_0002_0001.mp4","40635","20220519_TOP_2_0002_0001.mp4","41344","270","0.35341",298.26806,"11.98682","2.24521","3540.49959","26.91034","7.55360","62.13984","467.35952","1532.74514","-3157.11970","Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"13","20220519_BOTTOM_2_0002_0001.mp4","40845","20220519_TOP_2_0002_0001.mp4","41554","270","0.41180",152.28494,"3.25048","3.47407","1405.07143","27.97082","50.74908","30.81701","-361.79496","550.81520","-1240.94027","Serranidae","Pseudanthias","fasciata","37311116",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"14","20220519_BOTTOM_2_0002_0001.mp4","41614","20220519_TOP_2_0002_0001.mp4","42323","270","0.62562",50.81108,"2.00989","1.70598","1535.56347","14.34152","28.39621","74.23599","89.04588","369.79065","-1487.70995","SUS","SUS","SUS","2",500,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"15","20220519_BOTTOM_2_0002_0001.mp4","41614","20220519_TOP_2_0002_0001.mp4","42323","270","0.62562",48.14112,"0.98436","3.76360","1259.58314","29.74235","7.81854","14.29089","-35.31412","623.88135","-1093.65198","SUS","SUS","SUS","2",500,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"16","20220519_BOTTOM_2_0002_0001.mp4","42859","20220519_TOP_2_0002_0001.mp4","43568","270","0.97180",211.63403,"4.74109","3.47627","2100.74678","25.67427","27.47615","60.34992","-439.79798","796.84669","-1893.34363","Chaetodontidae","Heniochus","acuminatus","37365011",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"17","20220519_BOTTOM_2_0002_0001.mp4","42994","20220519_TOP_2_0002_0001.mp4","43703","270","1.00934",193.2813,"3.21723","3.53246","1719.03236","15.21996","82.63048","68.33742","-425.11529","-151.45740","-1658.73744","Chaetodontidae","Heniochus","acuminatus","37365011",3,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"18","20220519_BOTTOM_2_0002_0001.mp4","43301","20220519_TOP_2_0002_0001.mp4","44010","270","1.09470",268.89088,"14.97121","1.50508","3729.34226","11.57710","78.33095","67.56539","-660.42825","352.10645","-3653.47085","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"19","20220519_BOTTOM_2_0002_0001.mp4","43870","20220519_TOP_2_0002_0001.mp4","44579","270","1.25292",76.37042,"1.14183","1.37489","1271.18686","12.22138","80.70980","87.04852","-190.88280","-189.67585","-1242.37790","Microdesmidae","Ptereleotris","heteroptera","37435018",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"20","20220519_BOTTOM_2_0002_0001.mp4","44282","20220519_TOP_2_0002_0001.mp4","44991","270","1.36748",556.67915,"20.81212","11.55320","4797.72314","25.12891","40.06381","80.28186","1037.55247","1753.40101","-4343.64100","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"21","20220519_BOTTOM_2_0002_0001.mp4","44434","20220519_TOP_2_0002_0001.mp4","45143","270","1.40974",304.75001,"28.01695","6.45691","3979.23841","19.03015","80.39163","48.46252","-52.40362","-1296.43402","-3761.76170","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"22","20220519_BOTTOM_2_0002_0001.mp4","44736","20220519_TOP_2_0002_0001.mp4","45445","270","1.49371",488.03418,"5.56435","11.59313","4024.09827","21.55124","35.08199","81.69036","-1471.58684","139.50618","-3742.77131","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"23","20220519_BOTTOM_2_0002_0001.mp4","45122","20220519_TOP_2_0002_0001.mp4","45831","270","1.60104",381.78108,"5.45106","2.06653","3711.52424","13.14818","12.35946","81.94343","-732.18182","-420.34149","-3614.22675","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"24","20220519_BOTTOM_2_0002_0001.mp4","45272","20220519_TOP_2_0002_0001.mp4","45981","270","1.64275",728.59422,"35.97964","2.04893","7711.72449","19.56165","6.31745","73.59983","1865.30555","-1785.38579","-7266.61733","Serranidae","Epinephelus","multinotatus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"26","20220519_BOTTOM_2_0002_0001.mp4","47838","20220519_TOP_2_0002_0001.mp4","48547","270","2.35624",963.43064,"50.22913","13.44707","5943.10294","17.09669","85.57552","61.07230","37.26332","-1746.78607","-5680.47731","Scombridae","Scomberomorus","spp",NA,2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"27","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",57.46162,"1.90542","1.64439","887.32289","2.89199","77.21156","32.56130","-43.77529","-9.37746","-886.19281","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"28","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",45.58976,"1.34623","0.96387","909.72625","10.88679","89.03496","59.09292","-92.94714","144.50820","-893.35326","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"29","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",55.19093,"1.30841","1.15167","867.63973","12.51511","79.77427","55.57363","-55.83213","179.53386","-847.02365","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"30","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",53.20747,"1.71205","1.12033","1136.10779","19.59170","61.90709","66.77218","-62.41866","375.80562","-1070.33404","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"31","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",53.43934,"1.53968","2.11299","996.95400","14.42075","77.41898","60.02651","-121.99812","216.24169","-965.54299","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"32","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",56.68697,"2.02586","0.70196","927.41884","13.99140","87.95417","33.10232","-187.70321","122.66053","-899.90422","Apogonidae","Ostorhinchus","semilineatus","37327004",7,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"33","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",56.9093,"1.23448","0.19980","937.52140","17.92595","74.91015","65.34654","-144.06672","-250.02039","-892.00951","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"34","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",45.21714,"2.33983","1.37586","1028.80487","11.98085","50.11891","1.91137","-196.66410","83.26396","-1006.39446","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"35","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",56.45149,"3.36957","1.27942","1346.02596","23.58204","84.50163","44.52660","-308.44963","441.40011","-1233.61690","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"36","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",60.2729,"1.90214","0.22422","1193.21408","22.85181","68.45727","67.11352","-206.56820","414.79376","-1099.56153","Apogonidae","Ostorhinchus","semilineatus","37327004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"37","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",51.86096,"2.19915","1.64449","1215.70159","25.38961","51.27635","51.15629","-123.71570","506.36386","-1098.28066","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"38","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",50.52954,"2.02877","3.18378","962.60016","27.68451","89.82016","10.55829","-40.07611","445.42739","-852.40097","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"39","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",62.80171,"2.72226","2.11567","1128.73120","27.51732","81.61182","18.98115","-142.53979","501.63435","-1001.03922","Apogonidae","Ostorhinchus","semilineatus","37327004",7,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"40","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",48.52035,"2.26160","2.54516","1133.93530","30.76239","81.81914","41.56926","-239.92492","528.03172","-974.38586","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"41","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",51.81716,"2.75611","1.68777","1177.09498","14.64820","66.02819","39.23455","-69.63942","289.40703","-1138.83560","Apogonidae","Ostorhinchus","semilineatus","37327004",7,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"42","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",49.75328,"1.95913","1.67187","1330.90217","15.89753","53.18440","70.57646","-96.51951","351.54837","-1279.99934","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"43","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",43.86277,"3.37461","2.84464","1374.76860","31.46070","89.29759","37.79303","-313.82911","645.23841","-1172.67531","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"44","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",54.78292,"3.32136","4.25248","1400.62744","19.93751","54.85325","41.94605","-249.28409","407.38924","-1316.68093","Apogonidae","Ostorhinchus","semilineatus","37327004",6,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"45","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",51.74921,"1.18468","1.05504","728.16553","16.46619","82.10355","36.83190","-65.32730","-195.78702","-698.30139","Apogonidae","Ostorhinchus","semilineatus","37327004",8,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"46","20220519_BOTTOM_2_0002_0001.mp4","48447","20220519_TOP_2_0002_0001.mp4","49156","270","2.52558",51.06295,"1.01518","0.65921","724.46383","27.32929","81.73970","39.50126","-47.67437","-329.16962","-643.60109","Apogonidae","Ostorhinchus","semilineatus","37327004",11,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"49","20220519_BOTTOM_2_0003_0001.mp4","18726","20220519_TOP_2_0003_0001.mp4","19435","201","1.59799",73.50407,"4.32378","0.45988","2456.53460","14.94929","2.34790","71.81245","-168.79319","-610.80412","-2373.39196","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"50","20220519_BOTTOM_2_0003_0001.mp4","20125","20220519_TOP_2_0003_0001.mp4","20834","201","1.98699",69.63941,"4.56673","1.04503","2162.98527","26.51944","11.52974","84.80207","-582.20950","770.55547","-1935.40219","SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"51","20220519_BOTTOM_2_0003_0001.mp4","21151","20220519_TOP_2_0003_0001.mp4","21860","201","2.27227",345.70077,"22.88827","4.38315","4130.03503","24.31997","69.34485","61.98190","412.16636","-1650.18580","-3763.53492","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"52","20220519_BOTTOM_2_0003_0001.mp4","21896","20220519_TOP_2_0003_0001.mp4","22605","201","2.47942",113.36408,"10.15210","2.51343","2661.60955","26.07168","68.23340","60.25964","-154.98417","-1159.45241","-2390.77715","Chaetodontidae","Chaetodon","assarius","37365012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"53","20220519_BOTTOM_2_0003_0001.mp4","21936","20220519_TOP_2_0003_0001.mp4","22645","201","2.49054",45.68298,"3.19870","2.85388","1681.17752","26.11400","30.94451","59.91184","-368.85717","-641.49952","-1509.56305","Serranidae","Pseudanthias","spp",NA,4,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"54","20220519_BOTTOM_2_0003_0001.mp4","21949","20220519_TOP_2_0003_0001.mp4","22658","201","2.49416",122.43652,"11.36780","3.93180","3077.95190","31.37622","27.33287","65.54619","-258.12684","-1581.62680","-2627.85371","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"55","20220519_BOTTOM_2_0003_0001.mp4","21972","20220519_TOP_2_0003_0001.mp4","22681","201","2.50055",53.14001,"4.98301","1.71065","2124.62142","19.14243","87.71554","75.20608","-111.17885","-687.77259","-2007.14332","Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"56","20220519_BOTTOM_2_0003_0001.mp4","22484","20220519_TOP_2_0003_0001.mp4","23193","201","2.64292",83.62921,"5.87917","2.43963","2330.74880","22.22468","55.78615","76.12423","155.36517","-867.78314","-2157.59219","Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"57","20220519_BOTTOM_2_0003_0001.mp4","22490","20220519_TOP_2_0003_0001.mp4","23199","201","2.64459",77.33276,"7.00323","0.80109","2292.47249","15.26303","87.81199","63.85257","113.44725","-592.73565","-2211.61124","Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"58","20220519_BOTTOM_2_0003_0001.mp4","22540","20220519_TOP_2_0003_0001.mp4","23249","201","2.65849",83.88102,"7.82935","1.72420","2385.12182","29.45277","79.40638","57.96184","485.48565","-1067.57365","-2076.87175","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"60","20220519_BOTTOM_2_0003_0001.mp4","58094","20220519_TOP_2_0003_0001.mp4","58803","237","0.17712",73.27902,"7.31834","0.71569","2267.73252","17.61192","60.65166","53.38451","-668.66400","153.88772","-2161.43883","SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7502","113.5462","2022-05-19T12:02:40+0800",NA,"No-take","81.8","Yes","Yes"
"1","20220521_BOTTOM_3_0003_0001.mp4","57510","20220521_TOP_3_0003_0001.mp4","58096","255","2.21777",43.25695,"3.33509","1.92475","2004.80251","24.96247","25.83814","77.54777","-627.80129","-567.19479","-1817.52268","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7444","113.5428","2022-05-21T13:59:38+0800",NA,"No-take","87.3","Yes","Yes"
"2","20220521_BOTTOM_3_0003_0001.mp4","57771","20220521_TOP_3_0003_0001.mp4","58357","255","2.29034",89.5526,"4.79040","3.49174","2293.15547","10.58978","47.75162","65.69532","-409.53455","-99.40864","-2254.09880","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7444","113.5428","2022-05-21T13:59:38+0800",NA,"No-take","87.3","Yes","Yes"
"4","20220521_BOTTOM_3_0004_0001.mp4","27754","20220521_TOP_3_0004_0001.mp4","28340","216","1.46980",80.78187,"7.26681","0.65912","3048.91189","10.38452","37.18193","64.58994","-518.20202","183.03300","-2998.97138","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7451","113.5437","2022-05-21T14:12:02+0800",NA,"No-take","86.5","Yes","Yes"
"5","20220521_BOTTOM_3_0004_0001.mp4","27844","20220521_TOP_3_0004_0001.mp4","28430","216","1.49483",66.28007,"6.01896","0.29198","2708.32313","12.09045","29.31973","57.09044","-555.78170","-113.60470","-2648.24751","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7451","113.5437","2022-05-21T14:12:02+0800",NA,"No-take","86.5","Yes","Yes"
"7","20220521_BOTTOM_3_0004_0001.mp4","32674","20220521_TOP_3_0004_0001.mp4","33260","216","2.83783",836.52308,"64.56764","8.92912","5371.54893","20.76295","86.54776","21.88404","914.61479","1670.19799","-5022.69413","Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7451","113.5437","2022-05-21T14:12:02+0800",NA,"No-take","86.5","Yes","Yes"
"8","20220521_BOTTOM_3_0004_0001.mp4","32697","20220521_TOP_3_0004_0001.mp4","33283","216","2.84423",621.45493,"30.15778","18.64654","5349.26895","10.20647","82.04550","67.75467","668.09685","-672.38458","-5264.62001","Carangidae","Carangoides","fulvoguttatus",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7451","113.5437","2022-05-21T14:12:02+0800",NA,"No-take","86.5","Yes","Yes"
"10","20220521_BOTTOM_3_0005_0001.mp4","9127","20220521_TOP_3_0005_0001.mp4","9713","269","0.64398",684.21414,"9.90287","14.40844","3034.08105","7.19405","72.47384","67.63446","258.27347","-278.68170","-3010.19587","Carangidae","Gnathanodon","speciosus","37337012",4,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
