"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",373.32561,3998.12707,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",312.6181,2021.50974,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",376.32354,2305.74625,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",303.59942,3173.1479,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",301.08412,3043.30486,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",359.34517,3229.8851,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.11","2021-05_Abrolhos_BOSS","npz6.11","Lethrinidae","Lethrinus","miniatus",352.98304,3495.53679,-28.0761,113.4539,20210511,12:34:24,"NPZ6","No-take","npz6.11",34,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.13","2021-05_Abrolhos_BOSS","npz6.13","Tetraodontidae","Unknown","spp",199.50059,1263.35911,-28.0537,113.4489,20210511,12:50:37,"NPZ6","No-take","npz6.13",57,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Anampses","geographicus",107.11491,1414.6937,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Choerodon","rubescens",564.62234,5542.79033,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",157.71081,3321.17981,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",131.19017,2289.48805,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",71.12279,1357.52521,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",52.72495,852.58589,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",69.25099,1376.95523,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",153.51602,2745.33016,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",119.48023,1114.30553,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",164.79825,2511.31993,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",173.17608,1715.97925,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",66.52407,1237.9935,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",142.78533,1896.60911,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",83.96483,1520.60819,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","auricularis",61.38331,874.28407,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Coris","caudimacula",187.46361,1618.10097,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Labridae","Suezichthys","cyanolaemus",63.40271,845.15287,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",261.56304,3200.71034,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",304.42603,3749.51349,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",344.50069,3934.27464,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",289.11549,2388.32729,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",360.90163,3371.91225,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",334.87237,2099.1376,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",339.9259,3349.92439,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",322.90619,3303.675,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",290.86546,1819.5407,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",363.57988,3332.93152,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Lethrinidae","Lethrinus","miniatus",305.27347,2748.19545,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Mullidae","Parupeneus","spilurus",303.28638,1724.36092,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",44.64308,1134.34925,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",32.27449,1242.18984,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",38.83601,1257.03551,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",58.57332,1401.60557,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",38.07679,1434.35147,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",65.72004,1531.69072,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",57.4651,1197.80532,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",51.9269,1270.73985,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",40.51974,1310.53126,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",72.96856,1731.23104,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",35.51538,874.79832,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",45.17949,1412.11701,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",68.34188,1151.08677,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.14","2021-05_Abrolhos_BOSS","npz6.14","Pomacentridae","Chromis","spp",31.72191,1010.87511,-28.0912,113.4589,20210511,11:56:15,"NPZ6","No-take","npz6.14",25.5,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.17","2021-05_Abrolhos_BOSS","npz6.17","Lethrinidae","Lethrinus","nebulosus",534.8913,3383.05056,-28.0587,113.3939,20210511,13:45:12,"NPZ6","No-take","npz6.17",65.7,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Chaetodontidae","Chaetodon","assarius",54.48197,1250.87061,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Anampses","geographicus",68.1339,2285.07301,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Anampses","geographicus",59.9897,2375.75121,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Choerodon","rubescens",176.49684,2190.58202,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Choerodon","rubescens",238.27549,2150.64516,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Coris","auricularis",96.80258,1810.20823,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Coris","auricularis",122.02878,2396.40351,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Coris","auricularis",104.38983,1929.92863,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Coris","auricularis",191.94888,2247.46223,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Coris","auricularis",137.61714,1922.57989,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Coris","auricularis",258.44663,2691.33972,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Suezichthys","cyanolaemus",72.88358,1020.83133,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Labridae","Unknown","spp",100.07091,2678.56044,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Lethrinidae","Lethrinus","miniatus",480.96699,3365.80856,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Mullidae","Parupeneus","spilurus",152.31714,1992.89177,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Mullidae","Parupeneus","spilurus",91.11363,2021.03696,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Mullidae","Parupeneus","spilurus",82.55299,2019.50833,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Mullidae","Parupeneus","spilurus",81.62617,2001.29524,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pempherididae","Pempheris","klunzingeri",127.39847,1907.04376,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pempherididae","Pempheris","klunzingeri",78.98568,1868.95921,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",65.91698,1413.96406,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",76.45836,1661.73451,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",89.13132,1413.58312,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",69.44239,1557.84191,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",64.42072,1063.00493,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",89.91055,1135.94577,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",75.34608,1359.85867,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",83.96294,755.78565,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",68.13413,1227.23533,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",79.22089,1005.51389,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",89.059,1272.6965,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",79.52934,948.31261,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",91.2361,1271.88512,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",69.14946,1131.36318,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",79.03788,882.5171,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",76.59246,1060.70158,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",72.61563,962.753,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",78.91159,1301.12385,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",77.66575,798.50761,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",69.49072,1239.40317,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",72.10203,1546.33912,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",76.12277,1289.92453,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",71.54714,1172.28818,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",63.998,1014.18104,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",73.30097,1277.76375,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",81.39,1767.16831,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
"2021-05_Abrolhos_BOSS.npz6.18","2021-05_Abrolhos_BOSS","npz6.18","Pomacentridae","Chromis","spp",70.5656,1088.81569,-28.0837,113.5038,20210513,11:02:11,"NPZ6","No-take","npz6.18",50,"Claude","Y","Y"
