OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
20201031_0704-0744	0	0	1922.01469	1084.02985	1922.01469	1080.00000
20201104_0737-1129	0	0	745.67718	519.82418	1386.86456	576.79121
20201104_1211-1516	0	0	992.65306	500.83516	650.68646	519.82418
20201107_1030-1330	0	0	3161.65534	403.07355	3021.71711	301.11965
20201108_0653-1053	0	0	2276.60021	1354.02985	2175.86569	1740.89552
20201108_1136-1340	0	0	781.29870	707.34066	838.29314	538.81319
20201111_0717-0810	0	0	2879.40704	251.32821	2945.81841	144.63227
20201111_1042-1440	0	0	2244.36516	838.20896	2224.21826	773.73134
20201119_0630-1036	0	0	568.14271	415.07463	777.67051	402.98507
