sample,Acanthuridae Naso tuberosus,Aracanidae Anoplocapros lenticularis,Berycidae Centroberyx gerrardi,Berycidae Centroberyx sp1,Callanthiidae Callanthias australis,Carangidae Carangoides sp1,Carangidae Carangoides sp10,Carangidae Pseudocaranx spp,Carangidae Seriola hippos,Carangidae Seriola lalandi,Carangidae Unknown sp10,Chaetodontidae Chelmonops curiosus,Cheilodactylidae Dactylophora nigricans,Cheilodactylidae Nemadactylus valenciennesi,Dasyatidae Bathytoshia brevicaudata,Diodontidae Diodon nicthemerus,Enoplosidae Enoplosus armatus,Gerreidae Parequula elongata,Gerreidae Parequula melbournensis,Glaucosomatidae Glaucosoma hebraicum,Kyphosidae Girella tephraeops,Labridae Achoerodus gouldii,Labridae Austrolabrus maculatus,Labridae Bodianus frenchii,Labridae Bodianus vulpinus,Labridae Choerodon rubescens,Labridae Coris auricularis,Labridae Dotalabrus aurantiacus,Labridae Eupetrichthys angustipes,Labridae Notolabrus parilus,Labridae Ophthalmolepis lineolatus,Labridae Pseudolabrus biserialis,Labridae Suezichthys bifurcatus,Labridae Unknown spp,Monacanthidae Acanthaluteres vittiger,Monacanthidae Meuschenia flavolineata,Monacanthidae Meuschenia freycineti,Monacanthidae Meuschenia galii,Monacanthidae Meuschenia hippocrepis,Monacanthidae Meuschenia scaber,Monacanthidae Meuschenia venusta,Monacanthidae Nelusetta ayraud,Monacanthidae Unknown spp,Monocentridae Cleidopus gloriamaris,Mullidae Parupeneus chrysopleuron,Mullidae Upeneichthys vlamingii,Neosebastidae Neosebastes bougainvillii,Neosebastidae Neosebastes nigropunctatus,Neosebastidae Neosebastes pandus,Neosebastidae Neosebastes sp1,Odacidae Olisthops cyanomelas,Odacidae Siphonognathus spp,Odontaspididae Carcharias taurus,Oplegnathidae Oplegnathus woodwardi,Orectolobidae Orectolobus spp,Ostraciidae Aracana aurita,Parascylliidae Parascyllium variolatum,Pempheridae Parapriacanthus elongatus,Pempherididae Pempheris klunzingeri,Pentacerotidae Pentaceropsis recurvirostris,Pinguipedidae Parapercis naevosa,Pinguipedidae Parapercis ramsayi,Pinguipedidae Unknown spp,Platycephalidae Platycephalus spp,Plesiopidae Trachinops noarlungae,Polyprionidae Polyprion oxygeneios,Pomacentridae Chromis klunzingeri,Pomacentridae Chromis westaustralis,Pomacentridae Parma bicolor,Scorpididae Neatypus obliquus,Scorpididae Scorpis aequipinnis,Scorpididae Scorpis georgiana,Scorpididae Tilodon sexfasciatus,Serranidae Caesioperca spp,Serranidae Epinephelides armatus,Sparidae Chrysophrys auratus,Squalidae Squalus spp,SUS SUS sus,Urolophidae Trygonoptera mucosa,Aplodactylidae Aplodactylus westralis,Aracanidae Anoplocapros amygdaloides,Aracanidae Caprichthys gymnura,Aulopidae Latropiscis purpurissatus,Batrachoididae Batrachomoeus rubricephalus,Berycidae Unknown sp1,Callanthiidae Callanthias allporti,Carangidae Trachurus novaezelandiae,Carcharhinidae Carcharhinus brevipinna,Carcharhinidae Carcharhinus limbatus,Carcharhinidae Carcharhinus plumbeus,Carcharhinidae Carcharhinus spp,Carcharhinidae Unknown spp,Clupeidae Hyperlophus vittatus,Dinolestidae Dinolestes lewini,Gerraidae Parequula elongata,Gobiesocidae Aspasmogaster occidentalis,Gobiesocidae Unknown spp,Haemulidae Plectorhinchus flavomaculatus,Heterodontidae Heterodontus portusjacksoni,Holocentridae Unknown spp,Kyphosidae Kyphosus sydneyanus,Labridae Halichoeres brownfieldi,Labridae Heteroscarus acroptilus,Labridae Labroides dimidiatus,Labridae Pictilabrus laticlavius,Labridae Suezichthys cyanolaemus,Lethrinidae Gymnocranius grandoculis,Monacanthidae Acanthaluteres brownii,Monacanthidae Brachaluteres jacksonianus,Monacanthidae Eubalichthys bucephalus,Monacanthidae Eubalichthys mosaicus,Monacanthidae Meuschenia australis,Monacanthidae Scobinichthys granulatus,Moridae Pseudophycis barbata,Muraenidae Gymnothorax prasinus,Muraenidae Gymnothorax woodwardi,Myliobatidae Myliobatis tenuicaudatus,Nemipteridae Pentapodus vitta,Odacidae Siphonognathus caninis,Odacidae Siphonognathus sp1,Paralichthyidae Pseudorhombus sp10,Parascylliidae Parascyllium ferrugineum,Pentacerotidae Parazanclistius hutchinsi,Pinguipedidae Parapercis haackei,Pinguipedidae Parapercis spp,Platycephalidae Leviprora spp,Plesiopidae Paraplesiops meleagris,Pomacentridae Parma occidentalis,Pristiophoridae Pristiophorus cirratus,Rhinobatidae Aptychotrema vincentiana,Rhinobatidae Trygonorrhina dumerilii,Scombridae Sarda orientalis,Scombridae Unknown spp,Scorpaenidae Scorpaena sumptuosa,Scyliorhinidae Asymbolus occiduus,Scyliorhinidae Aulohalaelurus labiosus,Serranidae Hypoplectrodes nigroruber,Serranidae Hyporthodus octofasciatus,Serranidae Othos dentex,Sillaginidae Sillaginodes punctatus,Sillaginidae Sillago spp,Sphyraenidae Sphyraena novaehollandiae,Sphyraenidae Sphyraena spp,Sphyrnidae Sphyrna spp,Sphyrnidae Sphyrna zygaena,Tetraodontidae Omegophora armilla,Triakidae Furgaleus macki,Triakidae Galeorhinus galeus,Triakidae Mustelus antarcticus,Triglidae Chelidonichthys kumu,Triglidae Pterygotrigla polyommata,Urolophidae Trygonoptera ovalis,Urolophidae Urolophus circularis,,method,unique_id,campaignid,latitude,longitude,status,depth,broad.ascidians,broad.bryozoa,rock,broad.crinoids,broad.hydroids,broad.invertebrate.complex,macroalgae,broad.octocoral.black,reef,seagrasses,broad.sponges,broad.stony.corals,broad.total.points.annotated,broad.true.anemones,sand,fov.facing.up,fov.limited,fov.open,mean.relief,sd.relief,z,slope,aspect,tpi,tri,roughness,detrended,lineartrend,inverts
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_107,2021-03_West-Coast_BOSS,-34.1347,114.94,No-take,44.4,0,0,0.012820513,0,0,0,0.91025641,0,0.923076923,0,0,0,78,0,0.076923077,0,NA,100,2.923076923,0.268543078,-42.17953873,0.110872352,293.2869375,0.055667877,0.402227402,1.562397003,-23.79250908,-18.38702965,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_108,2021-03_West-Coast_BOSS,-34.1001,114.85,No-take,44.1,0,0,0.013333333,0,0,0,0.533333333,0,0.92,0.333333333,3,0,75,0,0.08,0,NA,100,2.633333333,0.581251329,-43.48098755,0.107384009,245.7491983,0.027081966,0.335363865,1.480369568,-25.9974308,-17.48355675,0.04
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_109,2021-03_West-Coast_BOSS,-34.0839,114.741,No-take,114,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,NA,100,0.161290323,0.370801011,-113.6187515,0.583473233,231.0008306,-0.138017654,1.817846298,7.107688904,-6.136025906,-107.4827271,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_11,2021-03_West-Coast_BOSS,-34.1163,114.775,No-take,87.5,0,0,0.301587302,0,0,5,0,1,0.428571429,0,2,0,63,0,0.571428571,0,NA,100,1.524590164,0.648242685,-84.34182739,1.018862157,263.3305178,-0.984125137,3.566184998,11.08403015,5.932201385,-90.27402496,0.126984127
110,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_110,2021-03_West-Coast_BOSS,-34.0505,114.907,No-take,45,0,0,0.051948052,0,0,0,0.402597403,0,0.896103896,0.428571429,1,0,77,0,0.103896104,0,NA,100,2.725806452,0.605151514,-42.89879227,0.198677536,139.3804024,0.181194305,0.709300041,2.746616364,-8.751999855,-34.14679337,0.012987013
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_111,2021-03_West-Coast_BOSS,-34.1035,114.812,No-take,49.9,0,0,0.189873418,0,0,0,0.696202532,0,0.936708861,0.037974684,1,0,79,0,0.063291139,0,NA,100,2.422535211,0.668943129,-49.70847702,0.253436555,272.9705219,0.222779274,0.757517815,2.195503235,-8.539326668,-41.16915131,0.012658228
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_112,2021-03_West-Coast_BOSS,-34.0897,114.779,No-take,64.3,0,0,0.556962025,0,1,1,0.253164557,0,0.886075949,0,4,0,79,0,0.113924051,0,NA,100,2.067567568,0.604346836,-64.36341858,0.4243326,262.3763232,-0.066854954,1.34020853,4.206283569,0.820459723,-65.18387604,0.075949367
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_113,2021-03_West-Coast_BOSS,-34.0809,114.78,No-take,64.4,0,1,0.037974684,0,0,0,0.075949367,1,0.164556962,0,2,0,79,0,0.835443038,0,NA,100,1.234375,0.88626535,-62.13466263,0.30097487,243.4413838,0.025742054,0.998395443,3.643867493,-1.233462214,-60.90119934,0.050632911
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_114,2021-03_West-Coast_BOSS,-34.0969,114.834,No-take,46.4,0,0,0.08974359,0,0,0,0.576923077,0,0.987179487,0.307692308,1,0,78,0,0.012820513,0,NA,100,2.698412698,0.462633438,-45.98861694,0.109575315,252.6395832,-0.137064934,0.383317947,0.890995026,-23.88732338,-22.10129356,0.012820513
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_115,2021-03_West-Coast_BOSS,-34.1013,114.774,No-take,80.2,0,0,0.139240506,0,2,0,0.012658228,1,0.746835443,0,44,0,79,0,0.253164557,0,NA,100,1.942857143,0.233791328,-79.65505219,1.231831037,255.9810566,-0.325510025,3.867330551,12.98954773,-0.364560217,-79.2904892,0.594936709
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,7,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_116,2021-03_West-Coast_BOSS,-34.1138,114.919,No-take,45.1,0,0,0.050632911,0,0,0,0.772151899,0,0.848101266,0.012658228,1,0,79,0,0.151898734,0,NA,100,2.523809524,0.591802682,-43.04782867,0.070429222,304.1473643,-0.019244671,0.242657185,0.83978653,-24.5261879,-18.52164078,0.012658228
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_117,2021-03_West-Coast_BOSS,-34.0681,114.76,No-take,87.6,0,0,0,0,0,20,0,0,0.486842105,0,17,0,76,0,0.513157895,0,NA,100,1.53968254,0.77927586,-85.86818695,0.710558827,232.5067326,0.056427002,2.338567734,8.233970642,-8.079055786,-77.78913116,0.486842105
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_118,2021-03_West-Coast_BOSS,-34.0714,114.826,No-take,47.3,0,0,0.139240506,0,0,0,0.759493671,0,0.936708861,0.025316456,1,0,79,0,0.063291139,0,NA,100,2.380952381,0.580004767,-46.29585648,0.097780663,278.1729397,0.068345547,0.289597034,0.939617157,-27.2136364,-19.08222008,0.012658228
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_119,2021-03_West-Coast_BOSS,-34.0634,114.771,No-take,64.8,0,1,0.213333333,0,1,24,0.08,0,0.96,0,24,0,75,0,0.04,0,NA,100,2,0,-64.20532227,0.762865277,239.6717641,1.165698051,2.448897362,8.968540192,-3.037652493,-61.1676712,0.666666667
12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_12,2021-03_West-Coast_BOSS,-34.0901,114.783,No-take,64.1,0,0,0.28,0,0,4,0.04,3,0.96,0,41,0,75,0,0.04,0,NA,100,2.328125,0.536144008,-61.77507401,0.2048098,290.2570848,0.026512623,0.637439251,2.128902435,-0.689600885,-61.08547211,0.64
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_120,2021-03_West-Coast_BOSS,-34.0617,114.861,No-take,41.2,0,0,0.025974026,0,0,0,0.714285714,0,0.857142857,0.090909091,2,0,77,0,0.142857143,0,NA,100,2.426229508,0.53100585,-41.90997696,0.076288426,212.8891299,-0.142917633,0.26444912,1.122303009,-27.61739159,-14.29258633,0.025974026
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_121,2021-03_West-Coast_BOSS,-34.0836,114.853,No-take,42.8,0,0,0.063291139,0,0,0,0.784810127,0,0.898734177,0.050632911,0,0,79,0,0.101265823,0,NA,100,2.698412698,0.462633438,-42.77518845,0.005709602,72.32205599,0.052089214,0.052089214,0.117576599,-29.41836166,-13.35682583,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_122,2021-03_West-Coast_BOSS,-34.0789,114.777,No-take,66.4,0,0,0.337662338,0,0,0,0.376623377,0,0.753246753,0,3,0,77,0,0.246753247,0,NA,100,1.420289855,0.497221607,-62.54981995,0.256170895,281.9157436,0.533025265,0.97897768,3.585487366,-0.181867838,-62.36795044,0.038961039
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_123,2021-03_West-Coast_BOSS,-34.0614,114.785,No-take,60.4,0,0,0.08974359,0,0,0,0.217948718,0,0.384615385,0,6,0,78,0,0.615384615,0,NA,100,1.378787879,0.739337573,-58.7375145,0.197789245,207.8134884,0.098642349,0.695218086,2.366603851,-11.52480984,-47.2127037,0.076923077
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_124,2021-03_West-Coast_BOSS,-34.1003,114.929,No-take,45,0,0,0.012658228,0,0,0,0.518987342,0,0.544303797,0,1,0,79,0,0.455696203,0,NA,100,1.895522388,0.720570657,-42.29251862,0.213013418,263.2847954,0.073709965,0.681163311,2.383010864,-17.52667236,-24.76584625,0.012658228
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_125,2021-03_West-Coast_BOSS,-34.104,114.847,No-take,45.8,0,0,0.053333333,0,0,0,0.626666667,0,0.8,0.053333333,5,0,75,0,0.2,0,NA,100,2.6,0.632455532,-44.20855331,0.106946752,251.6750068,-0.101005554,0.334031105,1.0561409,-25.12944984,-19.07910347,0.066666667
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-03_West-Coast_BOSS_126,2021-03_West-Coast_BOSS,-34.0912,114.87,No-take,43.1,0,0,0,0,0,0,0.578947368,0,0.723684211,0.131578947,1,0,76,0,0.276315789,0,NA,100,2.360655738,0.731044615,-42.56494141,0.0802259,205.7351552,-0.059335709,0.265673637,0.888072968,-29.38827515,-13.17666531,0.013157895
