"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date.time","location","status","depth","successful.count","successful.length","unique_id"
"2022-05_PtCloates_Naked-BOSS","221","20220519_BOTTOM_1_0009_0001.mp4","0.01279","Carangidae","Carangoides","spp",1,"-22.7519","113.5483","2022-05-19T10:12:53+0800","Point Cloates","No-take","78.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_221"
"2022-05_PtCloates_Naked-BOSS","221","20220519_BOTTOM_1_0009_0001.mp4","0.28417","Lethrinidae","Gymnocranius","sp1",4,"-22.7519","113.5483","2022-05-19T10:12:53+0800","Point Cloates","No-take","78.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_221"
"2022-05_PtCloates_Naked-BOSS","221","20220519_BOTTOM_1_0009_0001.mp4","0.40096","Lutjanidae","Lutjanus","sebae",1,"-22.7519","113.5483","2022-05-19T10:12:53+0800","Point Cloates","No-take","78.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_221"
"2022-05_PtCloates_Naked-BOSS","221","20220519_BOTTOM_1_0009_0001.mp4","0.00028","Lutjanidae","Pristipomoides","sp1",3,"-22.7519","113.5483","2022-05-19T10:12:53+0800","Point Cloates","No-take","78.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_221"
"2022-05_PtCloates_Naked-BOSS","223","20220525_BOTTOM_4_0003_0001.mp4","2.21916","Carangidae","Carangoides","spp",1,"-22.7188","113.5517","2022-05-25T13:41:07+0800","Point Cloates","No-take","80.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_223"
"2022-05_PtCloates_Naked-BOSS","224","20220519_BOTTOM_1_0005_0001.mp4","0.40819","Carangidae","Carangoides","gymnostethus",46,"-22.7598","113.5487","2022-05-19T08:44:41+0800","Point Cloates","No-take","76.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_224"
"2022-05_PtCloates_Naked-BOSS","224","20220519_BOTTOM_1_0005_0001.mp4","2.50528","Unknown","Unknown","Unknown",1,"-22.7598","113.5487","2022-05-19T08:44:41+0800","Point Cloates","No-take","76.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_224"
"2022-05_PtCloates_Naked-BOSS","225","20220525_BOTTOM_4_0005_0001.mp4","2.18718","Balistidae",NA,"spp",1,"-22.7084","113.5624","2022-05-25T14:33:25+0800","Point Cloates","No-take","72.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_225"
"2022-05_PtCloates_Naked-BOSS","225","20220525_BOTTOM_4_0005_0001.mp4","2.42186","SUS","SUS","SUS",2,"-22.7084","113.5624","2022-05-25T14:33:25+0800","Point Cloates","No-take","72.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_225"
"2022-05_PtCloates_Naked-BOSS","226","20220519_BOTTOM_1_0007_0001.mp4","1.37415","Lethrinidae","Gymnocranius","sp1",1,"-22.7536","113.5408","2022-05-19T09:30:58+0800","Point Cloates","No-take","86.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_226"
"2022-05_PtCloates_Naked-BOSS","226","20220519_BOTTOM_1_0007_0001.mp4","2.86870","SUS","SUS","SUS",2,"-22.7536","113.5408","2022-05-19T09:30:58+0800","Point Cloates","No-take","86.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_226"
"2022-05_PtCloates_Naked-BOSS","228","20220525_BOTTOM_4_0001_0001.mp4","0.18546","Carangidae","Decapterus","spp",1,"-22.7233","113.5472","2022-05-25T13:01:14+0800","Point Cloates","No-take","88","Yes","Yes","2022-05_PtCloates_Naked-BOSS_228"
"2022-05_PtCloates_Naked-BOSS","228","20220525_BOTTOM_4_0001_0001.mp4","2.47330","Unknown","Unknown","Unknown",1,"-22.7233","113.5472","2022-05-25T13:01:14+0800","Point Cloates","No-take","88","Yes","Yes","2022-05_PtCloates_Naked-BOSS_228"
"2022-05_PtCloates_Naked-BOSS","229","20220526_BOTTOM_2_0006_0001.mp4","1.98782","Pinguipedidae","Parapercis","nebulosa",1,"-22.6961","113.5632","2022-05-26T13:54:13+0800","Point Cloates","No-take","76.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_229"
"2022-05_PtCloates_Naked-BOSS","230","20220523_BOTTOM_1_0002_0001.mp4","2.98798","Pinguipedidae","Parapercis","nebulosa",1,"-22.7341","113.5543","2022-05-23T08:31:26+0800","Point Cloates","No-take","76.9","Yes","No","2022-05_PtCloates_Naked-BOSS_230"
"2022-05_PtCloates_Naked-BOSS","232","20220519_BOTTOM_1_0006_0001.mp4","0.07980","Chaetodontidae","Chaetodon","assarius",1,"-22.7576","113.5368","2022-05-19T08:59:18+0800","Point Cloates","No-take","90.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_232"
"2022-05_PtCloates_Naked-BOSS","232","20220519_BOTTOM_1_0006_0001.mp4","0.66427","Cirrhitidae","Cyprinocirrhites","polyactis",3,"-22.7576","113.5368","2022-05-19T08:59:18+0800","Point Cloates","No-take","90.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_232"
"2022-05_PtCloates_Naked-BOSS","232","20220519_BOTTOM_1_0006_0001.mp4","2.33344","Labridae","Coris","caudimacula",1,"-22.7576","113.5368","2022-05-19T08:59:18+0800","Point Cloates","No-take","90.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_232"
"2022-05_PtCloates_Naked-BOSS","232","20220519_BOTTOM_1_0006_0001.mp4","2.63624","Pinguipedidae","Parapercis","nebulosa",1,"-22.7576","113.5368","2022-05-19T08:59:18+0800","Point Cloates","No-take","90.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_232"
"2022-05_PtCloates_Naked-BOSS","232","20220519_BOTTOM_1_0006_0001.mp4","0.10344","Priacanthidae","Priacanthus","hamrur",1,"-22.7576","113.5368","2022-05-19T08:59:18+0800","Point Cloates","No-take","90.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_232"
"2022-05_PtCloates_Naked-BOSS","232","20220519_BOTTOM_1_0006_0001.mp4","1.09415","Serranidae","Pseudanthias","spp",3,"-22.7576","113.5368","2022-05-19T08:59:18+0800","Point Cloates","No-take","90.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_232"
"2022-05_PtCloates_Naked-BOSS","233","20220523_BOTTOM_2_0004_0001.mp4","0.29057","Unknown","Unknown","Unknown",1,"-22.7305","113.5526","2022-05-23T10:25:29+0800","Point Cloates","No-take","76.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_233"
"2022-05_PtCloates_Naked-BOSS","234","20220526_BOTTOM_3_0002_0001.mp4","2.35485","Unknown","Unknown","Unknown",1,"-22.6938","113.5563","2022-05-26T14:39:27+0800","Point Cloates","No-take","85.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_234"
"2022-05_PtCloates_Naked-BOSS","237","20220519_BOTTOM_2_0003_0001.mp4","0.16906","SUS","SUS","SUS",1,"-22.7502","113.5462","2022-05-19T12:02:40+0800","Point Cloates","No-take","81.8","Yes","Yes","2022-05_PtCloates_Naked-BOSS_237"
"2022-05_PtCloates_Naked-BOSS","239","20220526_BOTTOM_3_0006_0001.mp4","2.87704","Unknown","Unknown","Unknown",1,"-22.6885","113.5564","2022-05-26T16:04:43+0800","Point Cloates","No-take","90.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_239"
"2022-05_PtCloates_Naked-BOSS","240","20220519_BOTTOM_2_0004_0001.mp4","1.50678","Balistidae","Sufflamen","fraenatum",1,"-22.749","113.5509","2022-05-19T12:18:16+0800","Point Cloates","No-take","75","Yes","Yes","2022-05_PtCloates_Naked-BOSS_240"
"2022-05_PtCloates_Naked-BOSS","241","20220521_BOTTOM_4_0001_0001.mp4","0.00000","Lutjanidae","Lutjanus","sebae",1,"-22.7403","113.5387","2022-05-21T15:31:01+0800","Point Cloates","No-take","94.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_241"
"2022-05_PtCloates_Naked-BOSS","241","20220521_BOTTOM_4_0001_0001.mp4","2.45662","Lutjanidae","Pristipomoides","sp1",2,"-22.7403","113.5387","2022-05-21T15:31:01+0800","Point Cloates","No-take","94.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_241"
"2022-05_PtCloates_Naked-BOSS","242","20220525_BOTTOM_5_0002_0001.mp4","1.93221","Chaetodontidae","Heniochus","acuminatus",2,"-22.7009","113.5519","2022-05-25T15:53:38+0800","Point Cloates","No-take","88.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_242"
"2022-05_PtCloates_Naked-BOSS","242","20220525_BOTTOM_5_0001_0001.mp4","0.31114","Labridae","Suezichthys","cyanolaemus",1,"-22.7009","113.5519","2022-05-25T15:53:38+0800","Point Cloates","No-take","88.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_242"
"2022-05_PtCloates_Naked-BOSS","243","20220525_BOTTOM_4_0001_0001.mp4","0.84473","Nemipteridae","Pentapodus","nagasakiensis",1,"-22.7206","113.5573","2022-05-25T13:14:20+0800","Point Cloates","No-take","74.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_243"
"2022-05_PtCloates_Naked-BOSS","244","20220521_BOTTOM_4_0002_0001.mp4","2.88483","Pinguipedidae","Parapercis","nebulosa",2,"-22.7347","113.5406","2022-05-21T15:59:32+0800","Point Cloates","No-take","93","Yes","Yes","2022-05_PtCloates_Naked-BOSS_244"
"2022-05_PtCloates_Naked-BOSS","246","20220526_BOTTOM_3_0005_0001.mp4","2.56812","Unknown","Unknown","Unknown",1,"-22.6891","113.5588","2022-05-26T15:52:13+0800","Point Cloates","No-take","84.3","Yes","Yes","2022-05_PtCloates_Naked-BOSS_246"
"2022-05_PtCloates_Naked-BOSS","248","20220519_BOTTOM_1_0004_0001.mp4","2.94767","Lutjanidae","Lutjanus","sebae",1,"-22.7609","113.5473","2022-05-19T08:27:25+0800","Point Cloates","No-take","76.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_248"
"2022-05_PtCloates_Naked-BOSS","248","20220519_BOTTOM_1_0004_0001.mp4","0.56640","Ostraciidae",NA,"spp",1,"-22.7609","113.5473","2022-05-19T08:27:25+0800","Point Cloates","No-take","76.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_248"
"2022-05_PtCloates_Naked-BOSS","248","20220519_BOTTOM_1_0004_0001.mp4","0.09065","Pinguipedidae","Parapercis","nebulosa",1,"-22.7609","113.5473","2022-05-19T08:27:25+0800","Point Cloates","No-take","76.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_248"
"2022-05_PtCloates_Naked-BOSS","249","20220525_BOTTOM_3_0005_0001.mp4","0.11345","Carangidae","Decapterus","spp",1,"-22.7248","113.5444","2022-05-25T12:07:55+0800","Point Cloates","No-take","92.3","Yes","Yes","2022-05_PtCloates_Naked-BOSS_249"
"2022-05_PtCloates_Naked-BOSS","249","20220525_BOTTOM_3_0005_0001.mp4","1.87270","SUS","SUS","SUS",1,"-22.7248","113.5444","2022-05-25T12:07:55+0800","Point Cloates","No-take","92.3","Yes","Yes","2022-05_PtCloates_Naked-BOSS_249"
"2022-05_PtCloates_Naked-BOSS","250","20220526_BOTTOM_2_0007_0001.mp4","0.73017","Pinguipedidae","Parapercis","nebulosa",1,"-22.6972","113.5605","2022-05-26T14:06:02+0800","Point Cloates","No-take","78.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_250"
"2022-05_PtCloates_Naked-BOSS","251","20220523_BOTTOM_2_0004_0001.mp4","1.35608","Pinguipedidae","Parapercis","nebulosa",1,"-22.7277","113.554","2022-05-23T10:37:45+0800","Point Cloates","No-take","76.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_251"
"2022-05_PtCloates_Naked-BOSS","251","20220523_BOTTOM_2_0004_0001.mp4","2.63680","SUS","SUS","SUS",1,"-22.7277","113.554","2022-05-23T10:37:45+0800","Point Cloates","No-take","76.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_251"
"2022-05_PtCloates_Naked-BOSS","253","20220519_BOTTOM_2_0002_0001.mp4","1.33244","Carangidae","Seriola","spp",1,"-22.7509","113.538","2022-05-19T11:26:11+0800","Point Cloates","No-take","91.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_253"
"2022-05_PtCloates_Naked-BOSS","253","20220519_BOTTOM_2_0002_0001.mp4","1.72756","Lethrinidae","Lethrinus","miniatus",1,"-22.7509","113.538","2022-05-19T11:26:11+0800","Point Cloates","No-take","91.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_253"
"2022-05_PtCloates_Naked-BOSS","253","20220519_BOTTOM_2_0002_0001.mp4","2.73495","Pinguipedidae","Parapercis","nebulosa",3,"-22.7509","113.538","2022-05-19T11:26:11+0800","Point Cloates","No-take","91.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_253"
"2022-05_PtCloates_Naked-BOSS","254","20220525_BOTTOM_5_0001_0001.mp4","0.87059","Pinguipedidae","Parapercis","nebulosa",1,"-22.6993","113.5499","2022-05-25T15:40:10+0800","Point Cloates","No-take","96","Yes","Yes","2022-05_PtCloates_Naked-BOSS_254"
"2022-05_PtCloates_Naked-BOSS","254","20220525_BOTTOM_5_0001_0001.mp4","2.90485","SUS","SUS","SUS",2,"-22.6993","113.5499","2022-05-25T15:40:10+0800","Point Cloates","No-take","96","Yes","Yes","2022-05_PtCloates_Naked-BOSS_254"
"2022-05_PtCloates_Naked-BOSS","255","20220521_BOTTOM_3_0003_0001.mp4","2.29034","Pinguipedidae","Parapercis","nebulosa",2,"-22.7444","113.5428","2022-05-21T13:59:38+0800","Point Cloates","No-take","87.3","Yes","Yes","2022-05_PtCloates_Naked-BOSS_255"
"2022-05_PtCloates_Naked-BOSS","255","20220521_BOTTOM_3_0003_0001.mp4","1.58297","Unknown","Unknown","Unknown",1,"-22.7444","113.5428","2022-05-21T13:59:38+0800","Point Cloates","No-take","87.3","Yes","Yes","2022-05_PtCloates_Naked-BOSS_255"
"2022-05_PtCloates_Naked-BOSS","256","20220523_BOTTOM_2_0003_0001.mp4","1.84963","Monacanthidae",NA,"spp",1,"-22.7326","113.5465","2022-05-23T10:09:25+0800","Point Cloates","No-take","86.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_256"
"2022-05_PtCloates_Naked-BOSS","256","20220523_BOTTOM_2_0003_0001.mp4","2.49249","Pinguipedidae","Parapercis","nebulosa",1,"-22.7326","113.5465","2022-05-23T10:09:25+0800","Point Cloates","No-take","86.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_256"
"2022-05_PtCloates_Naked-BOSS","256","20220523_BOTTOM_2_0003_0001.mp4","1.39862","Pomacanthidae","Pomacanthus","semicirculatus",1,"-22.7326","113.5465","2022-05-23T10:09:25+0800","Point Cloates","No-take","86.1","Yes","Yes","2022-05_PtCloates_Naked-BOSS_256"
"2022-05_PtCloates_Naked-BOSS","257","20220525_BOTTOM_5_0003_0001.mp4","2.66572","Carangidae","Carangoides","spp",1,"-22.7001","113.5592","2022-05-25T16:18:12+0800","Point Cloates","No-take","79.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_257"
"2022-05_PtCloates_Naked-BOSS","257","20220525_BOTTOM_5_0003_0001.mp4","0.61144","Lutjanidae","Lutjanus","sebae",1,"-22.7001","113.5592","2022-05-25T16:18:12+0800","Point Cloates","No-take","79.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_257"
"2022-05_PtCloates_Naked-BOSS","257","20220525_BOTTOM_5_0003_0001.mp4","1.01768","SUS","SUS","SUS",1,"-22.7001","113.5592","2022-05-25T16:18:12+0800","Point Cloates","No-take","79.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_257"
"2022-05_PtCloates_Naked-BOSS","257","20220525_BOTTOM_5_0003_0001.mp4","1.50484","Unknown","Unknown","Unknown",2,"-22.7001","113.5592","2022-05-25T16:18:12+0800","Point Cloates","No-take","79.4","Yes","Yes","2022-05_PtCloates_Naked-BOSS_257"
"2022-05_PtCloates_Naked-BOSS","258","20220526_BOTTOM_3_0001_0001.mp4","0.53776","Chaetodontidae","Heniochus","spp",2,"-22.6958","113.5593","2022-05-26T14:20:39+0800","Point Cloates","No-take","79.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_258"
"2022-05_PtCloates_Naked-BOSS","258","20220526_BOTTOM_3_0001_0001.mp4","1.68418","Lethrinidae","Lethrinus","miniatus",1,"-22.6958","113.5593","2022-05-26T14:20:39+0800","Point Cloates","No-take","79.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_258"
"2022-05_PtCloates_Naked-BOSS","258","20220526_BOTTOM_3_0001_0001.mp4","2.54727","Unknown","Unknown","Unknown",1,"-22.6958","113.5593","2022-05-26T14:20:39+0800","Point Cloates","No-take","79.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_258"
"2022-05_PtCloates_Naked-BOSS","259","20220521_BOTTOM_4_0004_0001.mp4","2.20832","Lethrinidae","Gymnocranius","sp1",2,"-22.7312","113.5443","2022-05-21T16:24:58+0800","Point Cloates","No-take","88.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_259"
"2022-05_PtCloates_Naked-BOSS","259","20220521_BOTTOM_4_0004_0001.mp4","0.15098","Pinguipedidae","Parapercis","nebulosa",1,"-22.7312","113.5443","2022-05-21T16:24:58+0800","Point Cloates","No-take","88.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_259"
"2022-05_PtCloates_Naked-BOSS","259","20220521_BOTTOM_4_0004_0001.mp4","1.39389","Serranidae","Epinephelus","spp",1,"-22.7312","113.5443","2022-05-21T16:24:58+0800","Point Cloates","No-take","88.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_259"
"2022-05_PtCloates_Naked-BOSS","259","20220521_BOTTOM_4_0004_0001.mp4","0.35396","Unknown","Unknown","Unknown",1,"-22.7312","113.5443","2022-05-21T16:24:58+0800","Point Cloates","No-take","88.9","Yes","Yes","2022-05_PtCloates_Naked-BOSS_259"
"2022-05_PtCloates_Naked-BOSS","260","20220525_BOTTOM_4_0003_0001.mp4","0.02363","Carcharhinidae","Carcharhinus","albimarginatus",2,"-22.7177","113.5525","2022-05-25T13:53:04+0800","Point Cloates","No-take","83.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_260"
"2022-05_PtCloates_Naked-BOSS","260","20220525_BOTTOM_4_0003_0001.mp4","2.96936","Nemipteridae","Pentapodus","nagasakiensis",1,"-22.7177","113.5525","2022-05-25T13:53:04+0800","Point Cloates","No-take","83.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_260"
"2022-05_PtCloates_Naked-BOSS","260","20220525_BOTTOM_4_0003_0001.mp4","0.37760","SUS","SUS","SUS",1,"-22.7177","113.5525","2022-05-25T13:53:04+0800","Point Cloates","No-take","83.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_260"
"2022-05_PtCloates_Naked-BOSS","261","20220526_BOTTOM_3_0004_0001.mp4","1.18201","Lutjanidae","Lutjanus","sebae",1,"-22.6899","113.5608","2022-05-26T15:21:00+0800","Point Cloates","No-take","78.8","Yes","Yes","2022-05_PtCloates_Naked-BOSS_261"
"2022-05_PtCloates_Naked-BOSS","261","20220526_BOTTOM_3_0004_0001.mp4","2.56339","Nemipteridae","Pentapodus","nagasakiensis",2,"-22.6899","113.5608","2022-05-26T15:21:00+0800","Point Cloates","No-take","78.8","Yes","Yes","2022-05_PtCloates_Naked-BOSS_261"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","0.90285","Balistidae","Xanthichthys","lineopunctatus",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","1.08330","Chaetodontidae","Heniochus","acuminatus",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","1.58019","Chaetodontidae","Heniochus","diphreutes",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","0.97458","Lethrinidae","Gymnocranius","sp1",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","0.58197","Lethrinidae","Lethrinus","miniatus",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","0.96457","Lethrinidae",NA,"spp",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","0.02252","Lutjanidae","Aphareus","rutilans",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","0.02252","Pinguipedidae","Parapercis","nebulosa",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","262","20220519_BOTTOM_1_0011_0001.mp4","2.96157","SUS","SUS","SUS",1,"-22.7635","113.5347","2022-05-19T10:45:55+0800","Point Cloates","No-take","91","Yes","Yes","2022-05_PtCloates_Naked-BOSS_262"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.37259","Chaetodontidae","Chaetodon","assarius",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.52219","Chaetodontidae","Heniochus","acuminatus",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.03809","Labridae","Bodianus","bilunulatus",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.01529","Labridae","Bodianus","solatus",2,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.25470","Labridae","Labroides","dimidiatus",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0011_0001.mp4","1.97892","Lutjanidae","Aphareus","rutilans",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0011_0001.mp4","2.23251","Lutjanidae","Lutjanus","lemniscatus",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0011_0001.mp4","1.17423","Lutjanidae","Lutjanus","sebae",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0011_0001.mp4","1.01101","Mullidae","Parupeneus","cyclostomus",4,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.00640","Mullidae","Parupeneus","spilurus",2,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0011_0001.mp4","2.40073","Pomacanthidae","Pomacanthus","semicirculatus",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.25470","Serranidae","Cephalopholis","sonnerati",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.07202","Serranidae","Plectropomus","spp",2,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0010_0001.mp4","0.41041","SUS","SUS","SUS",1000,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","264","20220519_BOTTOM_1_0011_0001.mp4","2.08291","Unknown","Unknown","Unknown",1,"-22.7655","113.5389","2022-05-19T10:34:40+0800","Point Cloates","No-take","81.6","Yes","Yes","2022-05_PtCloates_Naked-BOSS_264"
"2022-05_PtCloates_Naked-BOSS","265","20220519_BOTTOM_1_0012_0001.mp4","1.86686","Carangidae","Carangoides","chrysophrys",1,"-22.7561","113.529","2022-05-19T10:58:59+0800","Point Cloates","No-take","99.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_265"
"2022-05_PtCloates_Naked-BOSS","265","20220519_BOTTOM_1_0012_0001.mp4","2.00867","Lethrinidae","Gymnocranius","sp1",6,"-22.7561","113.529","2022-05-19T10:58:59+0800","Point Cloates","No-take","99.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_265"
"2022-05_PtCloates_Naked-BOSS","265","20220519_BOTTOM_1_0012_0001.mp4","0.12707","Lethrinidae","Lethrinus","miniatus",1,"-22.7561","113.529","2022-05-19T10:58:59+0800","Point Cloates","No-take","99.2","Yes","Yes","2022-05_PtCloates_Naked-BOSS_265"
"2022-05_PtCloates_Naked-BOSS","266","20220519_BOTTOM_2_0001_0001.mp4","0.70014","Lutjanidae","Pristipomoides","sp1",5,"-22.7531","113.5301","2022-05-19T11:11:08+0800","Point Cloates","No-take","98.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_266"
"2022-05_PtCloates_Naked-BOSS","266","20220519_BOTTOM_2_0001_0001.mp4","2.84173","SUS","SUS","SUS",1,"-22.7531","113.5301","2022-05-19T11:11:08+0800","Point Cloates","No-take","98.5","Yes","Yes","2022-05_PtCloates_Naked-BOSS_266"
